"","X","OCEAN","JURISDICTION","REGION","cell_2.5","lat_bin_2.5","long_bin_2.5","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd","not_oasis","oasis","oasis_present","Ji","c_sst_mean_z","c_sst_sd_z","human_pop50_log_z","kd490_cv_z","kd490_mean_z","kd490_sd_z","land_area50_log_z","nAll_30yr_z","npp_cv_z","npp_mean_z","npp_sd_z","sst_cv_z","sst_mean_z","sst_sd_z","wave_cv_z","wave_mean_z","wave_sd_z","y_pred_prob"
"23",23,"CARIB","FLORIDA","Keys_lower","-81.729_24.521",24.52083333,-81.72916667,26.54,2.63,10.6206316570949,0.227863493,0.1297833,0.029572876,5.53088488958737,0.00156343981390819,0.182454472666667,937.753729616667,171.077471166667,0.112424173,26.47472,2.976398495,0.3444146785,0.654006281833333,0.230895432833333,6,0,0,6,-0.157601410363625,0.0336578278248551,0.131763214642631,-0.155343897826709,0.265320530947108,0.235687605769992,0.261599403476986,-0.289637429441902,-0.745996569600556,0.399436081152474,-0.514412981041484,0.411594393897153,-0.575423050006341,0.403149062686738,-0.751246831172312,-0.575429785665669,-0.606001248728233,0.695464442115534
"24",24,"CARIB","FLORIDA","Keys_lower","-81.771_24.479",24.47916667,-81.77083333,26.57,2.56,10.6380611764027,0.359015787,0.07885668,0.028310793,5.45417047129829,0.00159094622940756,0.1875696385,906.3803464,169.9626597,0.097120052,26.58917,2.582341573,0.408962462,1.364557947,0.5606963645,4,0,0,4,0.124616677289823,-0.273656601832219,0.135178778204562,0.929038693110264,-0.346989001649131,0.162296090953502,0.109298603577166,-0.28090364315705,-0.478250829601916,-0.227172965685272,-0.575542222830089,-0.335514057120649,0.377821867761742,-0.331042509790328,0.342661314872407,0.4208367388404,0.430657136448576,0.307222387920009
"25",25,"CARIB","FLORIDA","Keys_lower","-81.812_24.479",24.47916667,-81.8125,26.55,2.57,10.5473740239594,0.363080706,0.09338664,0.033906887,5.30840248167676,0.00203132812981494,0.1970903988,879.07974084,173.14779298,0.099833372,26.55317,2.650892491,0.393671348,1.1302481812,0.444951921,5,0,0,5,-0.0635287144791311,-0.229754540452637,0.117407333797476,0.962647921456426,-0.172289934319667,0.487715113090294,-0.180093950186185,-0.14107439488723,0.0200991936292981,-0.772437921966975,-0.400889567898018,-0.203056642394536,0.0779807402855557,-0.203321098310677,0.0835188120675127,0.0923103452295392,0.0668393410119911,0.315938362439605
"26",26,"CARIB","FLORIDA","Keys_lower","-81.854_24.438",24.4375,-81.85416667,26.5528571428571,2.56857142857143,10.4722912331852,0.197378919,0.05244492,0.010351522,5.11121663059866,0.00034447472426109,0.201421415714286,869.238108457143,175.078657828571,0.091633994,26.58084,2.435708521,0.417701172285714,1.54861936028571,0.646860567142857,7,0,0,7,-0.0366508013692902,-0.236026263506863,0.102693787212058,-0.407393940792255,-0.664547332059514,-0.882055273964537,-0.571566159946725,-0.676680975043655,0.246799825914839,-0.969001226732702,-0.295013096657224,-0.603329522940203,0.308441962431824,-0.604243524706115,0.490758520525761,0.678909773496961,0.701495798790717,0.19544042944566
"27",27,"CARIB","FLORIDA","Keys_lower","-81.854_24.479",24.47916667,-81.85416667,26.55,2.57,10.5108441563898,0.280574385,0.1223453,0.034326957,5.2005710301171,0.00473044630023651,0.202134136,864.4895612,174.7428503,0.103846486,26.48077,2.749934908,0.405368599,1.3381247105,0.545089444,4,0,0,4,-0.0635287144791311,-0.229754540452637,0.110248783846117,0.28047595628548,0.17589071401736,0.51214264569232,-0.394171260464535,0.715944625223119,0.284106108160288,-1.06384221503522,-0.313426667222529,-0.00714657449205021,-0.525033082749937,-0.0187891085917928,0.281755179939537,0.383774622248041,0.381600134331114,0.584058930315423
"28",28,"CARIB","FLORIDA","Keys_lower","-81.896_24.438",24.4375,-81.89583333,26.56,2.52,10.4676244566022,0.202607901,0.05644333,0.011435865,5.01805023407365,0.00382091390434653,0.20071712125,880.314058275,176.69604885,0.092078596,26.57556,2.447040253,0.417636840125,1.54583702075,0.645598481125,8,0,0,8,0.0305439814053625,-0.449264847350547,0.101779265602649,-0.364160102662646,-0.61647297412592,-0.818999535672636,-0.756529000453087,0.427151577469117,0.209934580747559,-0.747785353702368,-0.206325556412191,-0.581625178630627,0.264465263735322,-0.583130681176447,0.489668266595384,0.675008647266271,0.697528702498374,0.231853832434983
"29",29,"CARIB","FLORIDA","Keys_lower","-81.896_24.479",24.47916667,-81.89583333,26.55,2.61,10.5069843297189,0.301351526,0.1090723,0.032869104,5.12437926066967,0.0048439684312325,0.200471122,875.5695048,175.5264012,0.103548375,26.47975,2.741935083,0.392584484,1.105907015,0.434161935,1,0,0,1,-0.0635287144791311,-0.0541462949343091,0.109492395611896,0.45226380156589,0.0163045403001593,0.427366890017167,-0.545434447899497,0.751989962746013,0.19705811625424,-0.842546575662679,-0.270461669236819,-0.0216995989644371,-0.533528581361766,-0.0336940722363383,0.0650994439842894,0.0581815263957808,0.0329233377844875,0.476116797027765
"30",30,"CARIB","FLORIDA","Keys_lower","-81.938_24.438",24.4375,-81.9375,26.54625,2.52625,10.4311044286166,0.209680146,0.05813067,0.012188847,4.92101849996369,0.00415464052115567,0.2025701785,890.2594927,180.348846375,0.09263931,26.54609,2.459211459,0.41844255925,1.54986156875,0.64853481575,8,0,0,8,-0.0988059754358121,-0.421826058988308,0.0946226438585052,-0.305685949272382,-0.596185463061355,-0.775212804047577,-0.949165678801157,0.533115836928659,0.306930103635188,-0.549148848917447,-0.00602913877828121,-0.55425254037169,0.0190119852152191,-0.560453762251311,0.503322999050473,0.680651477541994,0.706758439647109,0.245759756463324
"31",31,"CARIB","FLORIDA","Keys_lower","-81.938_24.479",24.47916667,-81.9375,26.518,2.624,10.4160092651946,0.316391115,0.1044449,0.033045438,4.93555269536049,0.00401982998126186,0.2045904604,893.11247612,182.73358506,0.104059798,26.44353,2.751708378,0.4021770168,1.1905536246,0.4805314464,4,1,1,5,-0.364561341309464,0.00731659099710678,0.0916645307152003,0.576612892146397,-0.0393323963576405,0.437620906095073,-0.920311004097239,0.490311043101388,0.41267875186012,-0.492167260125952,0.124734915985062,0.00326677743476116,-0.83520207128366,-0.015484848076758,0.227666602794958,0.176864780114753,0.178675936379163,0.46146073086794
"32",32,"CARIB","FLORIDA","Keys_lower","-81.938_24.521",24.52083333,-81.9375,26.4433333333333,2.85666666666667,10.441565762208,0.272624809,0.1635157,0.044578436,5.02806258647229,0.00333311933092773,0.203051198,890.938774466667,180.9166413,0.115335513,26.45033,3.050662387,0.393128906666667,0.332071484666667,0.131835526666667,2,1,1,3,-1.06697080391356,1.02877121909538,0.0966726917796756,0.214747927008842,0.6708976157281,1.10827742677996,-0.736651520923152,0.272267944767246,0.332108353212552,-0.53558180396709,0.0251051599748965,0.5537186438156,-0.778565413871472,0.541514665729607,0.0743259171126508,-1.02681548668372,-0.917374785011309,0.799647443231306
"33",33,"CARIB","FLORIDA","Keys_lower","-81.979_24.438",24.4375,-81.97916667,26.55,2.52,10.3796274237072,0.217817249,0.05756999,0.012539737,4.82055583352657,0.00247031935956329,0.206899354,896.3730286,185.4590007,0.093103083,26.52819,2.469856271,0.420105526,1.562083199,0.656239784,3,0,0,3,-0.0635287144791311,-0.449264847350547,0.0845349885915369,-0.23840742470566,-0.602926725464712,-0.754808164547672,-1.14861377212809,-0.00168670979850725,0.533534349831472,-0.427045444364243,0.27417955000031,-0.531612316365759,-0.130075686502123,-0.540620761421541,0.531505730908748,0.69778746031407,0.730977352260602,0.228931127571895
"34",34,"CARIB","FLORIDA","Keys_lower","-81.979_24.479",24.47916667,-81.97916667,26.51,2.64,10.4114947216232,0.31827179,0.103502,0.032941767,4.90982610538977,0.00239144518505782,0.206899354,896.3730286,185.4590007,0.103695965,26.41745,2.73938296,0.400690169,1.119746863,0.44867156,1,0,0,1,-0.439819498017039,0.0775598892044381,0.0907798413414516,0.592162534222885,-0.050669230773217,0.431592323400796,-0.971385890912787,-0.0267306921211244,0.533534349831472,-0.427045444364243,0.27417955000031,-0.0144946287289222,-1.05242031029976,-0.038449088818752,0.20246860478239,0.0775864169091512,0.0785312272043504,0.434317226383356
"35",35,"CARIB","FLORIDA","Keys_middle","-80.438_24.938",24.9375,-80.4375,26.594,2.406,9.94695017880851,0.179964189,0.04910655,0.00883742,6.97792165998607,1.0000574306515,0.208284815,984.6857222,205.0950833,0.087799402,26.62424,2.337592351,0.418060336,1.157615549,0.483953146,10,0,0,10,-0.237299471707818,-0.792675927652689,0.112415338766636,-0.567535221227335,-0.56998003978845,-0.473123387268404,0.714437538541543,0.346082441107466,-0.551409173296044,0.301231202050738,-0.558214474020224,-0.602116291585675,0.209089352294284,-0.608376711155142,0.116255138111722,0.340421076657039,0.304065699909645,0.146750249621828
"36",36,"CARIB","FLORIDA","Keys_middle","-80.479_24.938",24.9375,-80.47916667,26.6,2.4,9.92757034843884,0.337713867,0.07839915,0.02647648,6.99425250481947,1.00308344679885,0.20822830925,988.98338265,205.933608925,0.091135594,26.62785,2.426744939,0.412389671,1.1085996355,0.45800889775,8,0,0,8,-0.147608951130055,-0.837994236421754,0.10591439971161,-0.00700442772505408,-0.227138184066347,-0.169682473990825,0.72510786987749,0.349283881115449,-0.554911637478558,0.363698147469091,-0.441509041269947,-0.384987204561326,0.249342559614499,-0.386297202340698,-0.0480675788599443,0.209348450706144,0.158637758556293,0.220202013579048
"37",37,"CARIB","FLORIDA","Keys_middle","-80.521_24.896",24.89583333,-80.52083333,26.6,2.40571428571429,2.85771967027428,0.267957723,0.05540191,0.01484537,6.81431528127608,1.00246007432113,0.206528111142857,1002.16874314286,206.950614757143,0.090100264,26.62001,2.398469929,0.416525594142857,1.13588790114286,0.473607183285714,7,0,0,7,-0.147608951130108,-0.794833942355979,-2.2656578746678,-0.25486843127617,-0.496298874414304,-0.369769929945507,0.607539561901687,0.348624370560035,-0.660297071234335,0.555348745232957,-0.29996285328101,-0.452369494809885,0.161922851750079,-0.45673038295149,0.0717818793641417,0.282319540706433,0.246072419689737,0.612288680906387
"38",38,"CARIB","FLORIDA","Keys_middle","-80.521_24.938",24.9375,-80.52083333,26.5644444444444,2.47333333333333,5.55908762538069,0.456704151,0.1395598,0.06373754,6.95302192012168,1.00065687013324,0.207717849777778,995.882758888889,206.864259744444,0.100308121,26.56464,2.664649133,0.403788168666667,1.03446847377778,0.420353517666667,9,0,0,9,-0.679108332331625,-0.284103795910944,-1.35948748481586,0.415802890522415,0.488688705426905,0.471311438161562,0.698168418527095,0.346716631226011,-0.586552063772931,0.463981304770493,-0.311981685892267,0.211987553850715,-0.455478835042541,0.206323244621715,-0.297319162836687,0.0111155639167912,-0.0524357847442798,0.823633885576478
"39",39,"CARIB","FLORIDA","Keys_middle","-80.562_24.854",24.85416667,-80.5625,26.56,2.48,10.107009160368,0.223122244,0.04915384,0.010967315,6.63182527828472,1.00117847247166,0.206489782,1019.663786,210.5501533,0.089277216,26.64356,2.37866286,0.431664878,1.148884764,0.495933201,1,0,0,1,-0.745545754981828,-0.233750119500869,0.1661069173037,-0.414182015554452,-0.569426555585713,-0.436483266763947,0.488303305769173,0.347268471835295,-0.662672872812113,0.809641028200287,0.201018501159353,-0.50593585454494,0.424516489531664,-0.506069883388357,0.510483205647922,0.317074232033554,0.371218724316507,0.172791185902132
"40",40,"CARIB","FLORIDA","Keys_middle","-80.562_24.896",24.89583333,-80.5625,26.59,2.4,9.90276422264375,0.640804931,0.1057553,0.067768518,6.87672347564198,1.00377556428197,0.204235649,1029.870914,210.3363544,0.094845538,26.61458,2.524274153,0.409163662,0.972615389,0.397958874,2,0,0,2,-0.297093152093011,-0.837994236421758,0.0975932168679482,1.06996686477654,0.0930393772089307,0.540655476093393,0.648316148707556,0.350016121953833,-0.802393522394185,0.958002704296442,0.171262113993446,-0.143533249383849,0.101375783675594,-0.143351479439434,-0.141549836029969,-0.154284724807537,-0.177966765422636,0.313847579763508
"41",41,"CARIB","FLORIDA","Keys_middle","-80.562_24.938",24.9375,-80.5625,26.52,2.58,9.92529972765017,0.749798723,0.1763622,0.132236152,7.14899303312145,1.00151358672651,0.207445096,991.0878748,205.5963189,0.11044107,26.46711,2.923055935,0.374701346,0.65922106,0.247011019,3,2,1,5,-1.34348255883355,0.521555026650243,0.105152722902132,1.45725372007258,0.91942558474206,1.64967816425278,0.826213031608288,0.347623013295248,-0.603458490770395,0.394287161607564,-0.488452840190792,0.871469371813916,-1.54298446106536,0.850015782885113,-1.14018780851753,-0.992327203810789,-1.02409017562221,0.687453396480583
"42",42,"CARIB","FLORIDA","Keys_middle","-80.604_24.854",24.85416667,-80.60416667,26.6166666666667,2.49333333333333,10.174733493681,0.404893105,0.07620978,0.030856814,6.68534656439677,1.00161640332779,0.206650668666667,1007.01603333333,208.0995195,0.091886502,26.62669,2.446633401,0.415907466666667,0.928132406,0.387756440333333,9,0,0,9,0.101531383808153,-0.133042766680721,0.18882495740064,0.2317030743151,-0.252762665118295,-0.0943285407641771,0.52327331878244,0.347731790368736,-0.652700440140323,0.625804616579284,-0.14005906357394,-0.336115926026015,0.236408011001918,-0.336754951564594,0.0538699790275034,-0.273235917912182,-0.235155507630168,0.198621249010874
