"","SITE","REGION","REGION_SUB","YEAR","DATE","SI_LATI","SI_LONG","DEPTH","HABITAT","REEF_ZONE","OCEAN","coral_cover","SI_LONG_360","JURISDICTION","c_sst_mean","c_sst_sd","human_pop50","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd","long_bin_0.5","lat_bin_0.5","long_bin_2.5","lat_bin_2.5","admin","my_cell"
"11","FGBNMS-108","FGB_E","FGB_E",2015,2015-08-24,27.909797,-93.600222,22.2504,"HR","Not available","CARIB",69.696969691,266.399778,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"12","FGBNMS-109","FGB_E","FGB_E",2015,2015-08-24,27.9116023,-93.600232,24.9936,"HR","Not available","CARIB",63.366336639,266.399768,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"13","FGBNMS-11","FGB_E","FGB_E",2013,2013-09-03,27.9066353,-93.600712,27.1272,"HR","Not available","CARIB",76,266.399288,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"14","FGBNMS-110","FGB_E","FGB_E",2015,2015-08-24,27.9061884,-93.599694,24.8412,"HR","Not available","CARIB",74,266.400306,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"15","FGBNMS-111","FGB_E","FGB_E",2015,2015-08-27,27.9107019,-93.599719,21.9456,"HR","Not available","CARIB",64.646464644,266.400281,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"16","FGBNMS-112","FGB_E","FGB_E",2015,2015-08-27,27.9057393,-93.599183,26.3652,"HR","Not available","CARIB",81,266.400817,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"17","FGBNMS-113","FGB_E","FGB_E",2015,2015-08-27,27.9088987,-93.599201,22.86,"HR","Not available","CARIB",66.336633668,266.400799,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"18","FGBNMS-114","FGB_E","FGB_E",2015,2015-08-28,27.9125095,-93.599221,25.6032,"HR","Not available","CARIB",53,266.400779,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"19","FGBNMS-115","FGB_E","FGB_E",2015,2015-08-27,27.9070955,-93.598683,26.9748,"HR","Not available","CARIB",76,266.401317,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"20","FGBNMS-116","FGB_E","FGB_E",2015,2015-08-27,27.9098036,-93.598698,21.1836,"HR","Not available","CARIB",58,266.401302,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"21","FGBNMS-117","FGB_E","FGB_E",2015,2015-08-27,27.9102549,-93.5987,21.0312,"HR","Not available","CARIB",56,266.4013,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"22","FGBNMS-118","FGB_E","FGB_E",2015,2015-08-27,27.9048432,-93.597654,28.6512,"HR","Not available","CARIB",76,266.402346,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"23","FGBNMS-119","FGB_E","FGB_E",2015,2015-08-24,27.9061972,-93.597662,27.432,"HR","Not available","CARIB",69.3069307,266.402338,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"24","FGBNMS-12","FGB_E","FGB_E",2013,2013-09-03,27.9089097,-93.59666,27.432,"HR","Not available","CARIB",52,266.40334,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"25","FGBNMS-120","FGB_E","FGB_E",2015,2015-08-24,27.9075513,-93.597669,20.574,"HR","Not available","CARIB",55,266.402331,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"26","FGBNMS-121","FGB_E","FGB_E",2015,2015-08-24,27.9093567,-93.597679,20.2692,"HR","Not available","CARIB",47,266.402321,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"27","FGBNMS-122","FGB_E","FGB_E",2015,2015-08-24,27.9080048,-93.597163,19.812,"HR","Not available","CARIB",46.464646461,266.402837,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"28","FGBNMS-13","FGB_E","FGB_E",2013,2013-09-02,27.9111576,-93.598705,19.5072,"HR","Not available","CARIB",55.4455445544554,266.401295,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"29","FGBNMS-13","FGB_E","FGB_E",2013,2013-09-02,27.9111576,-93.598705,19.5072,"HR","Not available","CARIB",55.4455445544554,266.401295,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"30","FGBNMS-13","FGB_E","FGB_E",2015,2015-08-28,27.9111576,-93.598705,21.1836,"HR","Not available","CARIB",70,266.401295,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"31","FGBNMS-13","FGB_E","FGB_E",2015,2015-08-28,27.9111576,-93.598705,21.1836,"HR","Not available","CARIB",70,266.401295,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,2,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"32","FGBNMS-14","FGB_E","FGB_E",2013,2013-09-06,27.9075336,-93.601734,22.2504,"HR","Not available","CARIB",58.0952380952381,266.398266,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"33","FGBNMS-15","FGB_E","FGB_E",2013,2013-09-03,27.9079849,-93.601736,21.4884,"HR","Not available","CARIB",56,266.398264,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"34","FGBNMS-15","FGB_E","FGB_E",2013,2013-09-03,27.9079849,-93.601736,21.4884,"HR","Not available","CARIB",56,266.398264,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,3,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"35","FGBNMS-15","FGB_E","FGB_E",2015,2015-08-24,27.9079849,-93.601736,27.7368,"HR","Not available","CARIB",69,266.398264,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"36","FGBNMS-15","FGB_E","FGB_E",2015,2015-08-24,27.9079849,-93.601736,27.7368,"HR","Not available","CARIB",69,266.398264,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,3,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"37","FGBNMS-16","FGB_E","FGB_E",2013,2013-09-04,27.9061994,-93.597153,28.0416,"HR","Not available","CARIB",79,266.402847,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"38","FGBNMS-17","FGB_E","FGB_E",2013,2013-09-03,27.9070867,-93.600715,21.9456,"HR","Not available","CARIB",68.3673469387755,266.399285,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"39","FGBNMS-18","FGB_E","FGB_E",2013,2013-09-03,27.906653,-93.596648,25.908,"HR","Not available","CARIB",64,266.403352,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"40","FGBNMS-19","FGB_E","FGB_E",2013,2013-09-06,27.9052901,-93.598673,24.0792,"HR","Not available","CARIB",68,266.401327,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"41","FGBNMS-2","FGB_E","FGB_E",2013,2013-09-02,27.9107063,-93.598702,20.4216,"HR","Not available","CARIB",68,266.401298,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"42","FGBNMS-20","FGB_E","FGB_E",2013,2013-09-02,27.9084473,-93.599198,20.1168,"HR","Not available","CARIB",60.2040816326531,266.400802,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"43","FGBNMS-21","FGB_E","FGB_E",2013,2013-09-06,27.9097881,-93.602254,24.8412,"HR","Not available","CARIB",46,266.397746,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"44","FGBNMS-22","FGB_E","FGB_E",2013,2013-09-03,27.9052768,-93.601721,29.718,"HR","Not available","CARIB",80,266.398279,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"45","FGBNMS-23","FGB_E","FGB_E",2013,2013-09-02,27.911162,-93.597689,21.0312,"HR","Not available","CARIB",70.3296703296704,266.402311,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"46","FGBNMS-24","FGB_E","FGB_E",2013,2013-09-03,27.9066375,-93.600204,24.2316,"HR","Not available","CARIB",72,266.399796,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"47","FGBNMS-25","FGB_E","FGB_E",2013,2013-09-02,27.9084363,-93.601739,22.5552,"HR","Not available","CARIB",55.8823529411765,266.398261,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"48","FGBNMS-25","FGB_E","FGB_E",2013,2013-09-02,27.9084363,-93.601739,22.5552,"HR","Not available","CARIB",55.8823529411765,266.398261,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,3,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"49","FGBNMS-25","FGB_E","FGB_E",2015,2015-08-24,27.9084363,-93.601739,24.384,"HR","Not available","CARIB",62.135922334,266.398261,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"50","FGBNMS-25","FGB_E","FGB_E",2015,2015-08-24,27.9084363,-93.601739,24.384,"HR","Not available","CARIB",62.135922334,266.398261,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,3,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"51","FGBNMS-26","FGB_E","FGB_E",2013,2013-09-03,27.9093544,-93.598187,20.574,"HR","Not available","CARIB",36.2745098039216,266.401813,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"52","FGBNMS-27","FGB_E","FGB_E",2013,2013-09-02,27.9106886,-93.602767,27.1272,"HR","Not available","CARIB",71,266.397233,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"53","FGBNMS-28","FGB_E","FGB_E",2013,2013-09-02,27.9102571,-93.598192,19.3548,"HR","Not available","CARIB",43.3333333333333,266.401808,"FGBNMS",25.05,3.51,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.5958333333333,27.9125,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
"54","FGBNMS-29","FGB_E","FGB_E",2013,2013-09-03,27.9079894,-93.60072,19.812,"HR","Not available","CARIB",80.8080808080808,266.39928,"FGBNMS",25.0700000000001,3.47,0,0,0.237125000702979,0.04474948,0.0106112204764579,0,0,0,0.256165981971189,1050.33515102646,269.06013536155,0.134780836461631,25.21803,3.3989071773145,0.468644687550598,6.30545140717791,2.95501630458237,-93.6041666666667,27.9041666666667,-93.6041666666667,27.8958333333333,"NMS","-93.6041666666667_27.8958333333333"
