"","X","OCEAN","JURISDICTION","REGION","cell_2.5","lat_bin_2.5","long_bin_2.5","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd","not_oasis","oasis","oasis_present","Ji","c_sst_mean_z","c_sst_sd_z","human_pop50_log_z","kd490_cv_z","kd490_mean_z","kd490_sd_z","land_area50_log_z","nAll_30yr_z","npp_cv_z","npp_mean_z","npp_sd_z","sst_cv_z","sst_mean_z","sst_sd_z","wave_cv_z","wave_mean_z","wave_sd_z","y_pred_prob"
"21",21,"CARIB","FLORIDA","Keys_lower","-81.688_24.562",24.5625,-81.6875,26.42,2.77,10.6599983825326,0.185030475,0.151187,0.027974202,5.53693830965643,0.000997722116298974,0.181393255,941.502399,170.7821843,0.119523824,26.58802,3.177901824,0.313434829,0.339397791,0.106379089,1,1,1,2,-0.067660929430776,0.573366131754294,0.0907572752114371,-0.32493575953601,0.704799899215188,-0.136032586011214,0.0137422524221871,-0.708333189378271,-0.422825286779389,-0.0175197286339689,-0.30809637327701,1.09480271149905,0.385596851138249,1.15332790298991,-0.883088343169746,-0.713514856346838,-0.632291279304425,0.891851275286231
"22",22,"CARIB","FLORIDA","Keys_lower","-81.729_24.479",24.47916667,-81.72916667,26.57,2.53818181818182,10.6177083933625,0.313138876,0.07226177,0.022627969,5.50095109757671,0.00018122534151189,0.186841406,919.578196218182,171.813891709091,0.096141544,26.58256,2.555688361,0.397712158090909,1.17147957827273,0.465920193272727,11,0,0,11,0.280603474777977,0.0962392853894549,0.085918588994435,-0.158583194925791,-0.218298313554042,-0.19669810540374,0.00683297836782725,-0.708869909455496,-0.362160593978609,-0.131439013296826,-0.300006972100198,-0.0718182555838844,0.375157209373096,-0.0358075276157376,-0.472972940487652,-0.3726218883969,-0.410261167439413,0.181481722544135
"23",23,"CARIB","FLORIDA","Keys_lower","-81.729_24.521",24.52083333,-81.72916667,26.54,2.63,10.6206316570949,0.227863493,0.1297833,0.029572876,5.53088488958737,0.00156343981390819,0.182454472666667,937.753729616667,171.077471166667,0.112424173,26.47472,2.976398495,0.3444146785,0.654006281833333,0.230895432833333,6,0,0,6,0.210950593936223,0.285218938263371,0.0862530595442756,-0.269315813157195,0.454465282304363,-0.117891889833303,0.0125800412975623,-0.707961317675008,-0.411008719334196,-0.0369980074492441,-0.305781090954074,0.740577130607392,0.168964724399806,0.768227351253882,-0.732332338087785,-0.584623894156755,-0.555397768599272,0.65167083473381
"24",24,"CARIB","FLORIDA","Keys_lower","-81.771_24.479",24.47916667,-81.77083333,26.57,2.56,10.6380611764027,0.359015787,0.07885668,0.028310793,5.45417047129829,0.00159094622940756,0.1875696385,906.3803464,169.9626597,0.097120052,26.58917,2.582341573,0.408962462,1.364557947,0.5606963645,4,0,0,4,0.280603474777977,0.141145341517911,0.088247289774612,-0.0990106630569032,-0.141165188514382,-0.132213173756296,-0.00214855003387968,-0.70794323647015,-0.354051787724883,-0.20001571938449,-0.314522093597763,-0.0229971847020719,0.387795676784754,0.0151304231252021,-0.418226035623169,-0.293520219343304,-0.351733328342143,0.20605558929191
"25",25,"CARIB","FLORIDA","Keys_lower","-81.812_24.479",24.47916667,-81.8125,26.55,2.57,10.5473740239594,0.363080706,0.09338664,0.033906887,5.30840248167676,0.00203132812981494,0.1970903988,879.07974084,173.14779298,0.099833372,26.55317,2.650892491,0.393671348,1.1302481812,0.444951921,5,0,0,5,0.234168220883477,0.161727283910119,0.0778711538805656,-0.0937322449726528,0.0287751475176882,-0.0687123968392789,-0.0301349076994101,-0.707653753627236,-0.248038940645321,-0.341871069255511,-0.289548132301664,0.112379519469012,0.318962873937591,0.146140647496292,-0.492636573346822,-0.389513849663008,-0.423209861713874,0.271299879515499
"26",26,"CARIB","FLORIDA","Keys_lower","-81.854_24.438",24.4375,-81.85416667,26.5528571428571,2.56857142857143,10.4722912331852,0.197378919,0.05244492,0.010351522,5.11121663059866,0.00034447472426109,0.201421415714286,869.238108457143,175.078657828571,0.091633994,26.58084,2.435708521,0.417701172285714,1.54861936028571,0.646860567142857,7,0,0,7,0.240801828582689,0.158787006425518,0.069280419477862,-0.308900938147944,-0.450073359603523,-0.336003113911564,-0.0679931080435459,-0.708762598289032,-0.199813439806573,-0.393008697023654,-0.274408626429488,-0.296715157860936,0.371868531014838,-0.265105489145698,-0.37570119855955,-0.21811267837827,-0.298523702727149,0.0858326284818998
"27",27,"CARIB","FLORIDA","Keys_lower","-81.854_24.479",24.47916667,-81.85416667,26.55,2.57,10.5108441563898,0.280574385,0.1223453,0.034326957,5.2005710301171,0.00473044630023651,0.202134136,864.4895612,174.7428503,0.103846486,26.48077,2.749934908,0.405368599,1.3381247105,0.545089444,4,0,0,4,0.234168220883477,0.161727283910119,0.0736915224787414,-0.200869153932308,0.367471497090465,-0.0639457200537333,-0.0508377353831657,-0.705879501777624,-0.191877360724745,-0.417682392669732,-0.277041622754679,0.31260733881315,0.18053245932273,0.335424316511856,-0.435714707693441,-0.304349568790481,-0.361371186888227,0.404235501817321
"28",28,"CARIB","FLORIDA","Keys_lower","-81.896_24.438",24.4375,-81.89583333,26.56,2.52,10.4676244566022,0.202607901,0.05644333,0.011435865,5.01805023407365,0.00382091390434653,0.20071712125,880.314058275,176.69604885,0.092078596,26.57556,2.447040253,0.417636840125,1.54583702075,0.645598481125,8,0,0,8,0.257385847830731,0.0588175719490757,0.0687464617263196,-0.302110949675598,-0.403308527560353,-0.32369870606128,-0.0858803554586142,-0.70647737835575,-0.207655698091482,-0.335457492413451,-0.261727003018798,-0.274532461596628,0.361773053263922,-0.243448992119166,-0.376014255585459,-0.21925256630357,-0.299303088161521,0.0950064419711358
"29",29,"CARIB","FLORIDA","Keys_lower","-81.896_24.479",24.47916667,-81.89583333,26.55,2.61,10.5069843297189,0.301351526,0.1090723,0.032869104,5.12437926066967,0.0048439684312325,0.200471122,875.5695048,175.5264012,0.103548375,26.47975,2.741935083,0.392584484,1.105907015,0.434161935,1,0,0,1,0.234168220883477,0.244055053478954,0.0732498933726793,-0.173889419085581,0.212232385616403,-0.0804884725755465,-0.0654659820679259,-0.705804878571756,-0.210394878582344,-0.360110436162216,-0.270897964662568,0.297733573589311,0.178582196575392,0.320135551623551,-0.497925536248575,-0.399486105415027,-0.429873082608875,0.342840957627512
"30",30,"CARIB","FLORIDA","Keys_lower","-81.938_24.438",24.4375,-81.9375,26.54625,2.52625,10.4311044286166,0.209680146,0.05813067,0.012188847,4.92101849996369,0.00415464052115567,0.2025701785,890.2594927,180.348846375,0.09263931,26.54609,2.459211459,0.41844255925,1.54986156875,0.64853481575,8,0,0,8,0.225461610778258,0.0716812859442063,0.0645679561384501,-0.292927429437126,-0.383573640017624,-0.315154363881801,-0.104509718618239,-0.706258004830861,-0.18702206499036,-0.283780503898414,-0.233086184568703,-0.246556545264391,0.305425756044311,-0.220188144920493,-0.37209341676721,-0.217603761903135,-0.297489791441023,0.0926668206889316
"31",31,"CARIB","FLORIDA","Keys_lower","-81.938_24.479",24.47916667,-81.9375,26.518,2.624,10.4160092651946,0.316391115,0.1044449,0.033045438,4.93555269536049,0.00401982998126186,0.2045904604,893.11247612,182.73358506,0.104059798,26.44353,2.751708378,0.4021770168,1.1905536246,0.4805314464,4,1,1,5,0.159871814652276,0.272869772828047,0.0628408154929402,-0.154360065965065,0.1581109764071,-0.0784875508617787,-0.101719262415808,-0.706346621866,-0.164526399794135,-0.268956255391147,-0.214387949240698,0.323250195357952,0.109328748821937,0.338813661387082,-0.45124577676344,-0.364807502404112,-0.401238170825719,0.29755204035574
"32",32,"CARIB","FLORIDA","Keys_lower","-81.938_24.521",24.52083333,-81.9375,26.4433333333333,2.85666666666667,10.441565762208,0.272624809,0.1635157,0.044578436,5.02806258647229,0.00333311933092773,0.203051198,890.938774466667,180.9166413,0.115335513,26.45033,3.050662387,0.393128906666667,0.332071484666667,0.131835526666667,2,1,1,3,-0.0134864665538581,0.751742965820103,0.0657649086951533,-0.21119191453849,0.848994612816505,0.052381289651337,-0.0839580591024027,-0.706798027682483,-0.181665954229354,-0.280250920920494,-0.228634223776321,0.885833721765621,0.12233050047085,0.910155853999686,-0.49527623395604,-0.716516347724586,-0.616570974628141,0.799223398889443
"33",33,"CARIB","FLORIDA","Keys_lower","-81.979_24.438",24.4375,-81.97916667,26.55,2.52,10.3796274237072,0.217817249,0.05756999,0.012539737,4.82055583352657,0.00247031935956329,0.206899354,896.3730286,185.4590007,0.093103083,26.52819,2.469856271,0.420105526,1.562083199,0.656239784,3,0,0,3,0.234168220883477,0.0588175719490757,0.0586781207652139,-0.282361159450293,-0.390131273184298,-0.311172696023396,-0.12379779498015,-0.707365184934735,-0.138817068141307,-0.252014257097128,-0.193018537437264,-0.223417343023764,0.271200556850857,-0.199844446408563,-0.364000988047886,-0.212596720680943,-0.29273168467066,0.0882175185704762
"34",34,"CARIB","FLORIDA","Keys_lower","-81.979_24.479",24.47916667,-81.97916667,26.51,2.64,10.4114947216232,0.31827179,0.103502,0.032941767,4.90982610538977,0.00239144518505782,0.206899354,896.3730286,185.4590007,0.103695965,26.41745,2.73938296,0.400690169,1.119746863,0.44867156,1,0,0,1,0.141297713094478,0.305800880655581,0.0623242757589851,-0.151917953605484,0.147082952734314,-0.0796639408659074,-0.106658574196841,-0.707417032479439,-0.138817068141307,-0.252014257097128,-0.193018537437264,0.305097337453732,0.0594632072037666,0.315258093865033,-0.458481164866049,-0.393816101657152,-0.420912845174032,0.269999788059831
"35",35,"CARIB","FLORIDA","Keys_middle","-80.438_24.938",24.9375,-80.4375,26.594,2.406,9.94695017880851,0.179964189,0.04910655,0.00883742,6.97792165998607,1.0000574306515,0.208284815,984.6857222,205.0950833,0.087799402,26.62424,2.337592351,0.418060336,1.157615549,0.483953146,10,0,0,10,0.33632577945138,-0.175816571322104,0.00917256490227998,-0.331514482418898,-0.489118458117173,-0.353184142917083,0.290400217844546,-0.0516062793945404,-0.123390079066948,0.206863038541888,-0.0390561365736468,-0.488035911329309,0.454850298891704,-0.45261897286202,-0.3739534145125,-0.378301798904274,-0.399125143035773,0.024259197226828
"36",36,"CARIB","FLORIDA","Keys_middle","-80.479_24.938",24.9375,-80.47916667,26.6,2.4,9.92757034843884,0.337713867,0.07839915,0.02647648,6.99425250481947,1.00308344679885,0.20822830925,988.98338265,205.933608925,0.091135594,26.62785,2.426744939,0.412389671,1.1085996355,0.45800889775,8,0,0,8,0.350256355619731,-0.188165736757428,0.00695518627585259,-0.12667183902554,-0.146516394019748,-0.153027745600333,0.29353561722595,-0.0496171427923667,-0.124019265733255,0.22919390316032,-0.0324814332053353,-0.321582018149759,0.461752699399431,-0.282236126097761,-0.401548345261215,-0.398382974199024,-0.415146689036342,0.0544083540334073
"37",37,"CARIB","FLORIDA","Keys_middle","-80.521_24.896",24.89583333,-80.52083333,26.6,2.40571428571429,2.85771967027428,0.267957723,0.05540191,0.01484537,6.81431528127608,1.00246007432113,0.206528111142857,1002.16874314286,206.950614757143,0.090100264,26.62001,2.398469929,0.416525594142857,1.13588790114286,0.473607183285714,7,0,0,7,0.350256355619723,-0.176404626819024,-0.801954669319635,-0.217252264361735,-0.41548882707601,-0.285009896258861,0.258989023639095,-0.0500269135773951,-0.142950825425761,0.297705714071587,-0.0245073040066214,-0.373238130635366,0.446762444557163,-0.336273555679591,-0.381421867553724,-0.387203330554029,-0.405514162904448,0.0451075852016007
"38",38,"CARIB","FLORIDA","Keys_middle","-80.521_24.938",24.9375,-80.52083333,26.5644444444444,2.47333333333333,5.55908762538069,0.456704151,0.1395598,0.06373754,6.95302192012168,1.00065687013324,0.207717849777778,995.882758888889,206.864259744444,0.100308121,26.56464,2.664649133,0.403788168666667,1.03446847377778,0.420353517666667,9,0,0,9,0.267704793140614,-0.0372314925478988,-0.492872729410444,0.0278405797743658,0.56880982937934,0.269786141863242,0.285619655065072,-0.0512122408448908,-0.129703188052884,0.265043416758414,-0.0251843955300425,0.136066351441842,0.340893769733618,0.172431480757092,-0.443405492742725,-0.428753536472589,-0.438400298019754,0.2858011825037
"39",39,"CARIB","FLORIDA","Keys_middle","-80.562_24.854",24.85416667,-80.5625,26.56,2.48,10.107009160368,0.223122244,0.04915384,0.010967315,6.63182527828472,1.00117847247166,0.206489782,1019.663786,210.5501533,0.089277216,26.64356,2.37866286,0.431664878,1.148884764,0.495933201,1,0,0,1,0.257385847830723,-0.0235101976197593,0.0274860051083033,-0.275472465839213,-0.488565361034252,-0.329015501852142,0.223952315598048,-0.0508693681526786,-0.143377617134865,0.388610856085898,0.00371592194677783,-0.414302776756945,0.491790569753018,-0.374127586369941,-0.307750174794059,-0.381878686725528,-0.391727009915001,0.0292298336934576
"40",40,"CARIB","FLORIDA","Keys_middle","-80.562_24.896",24.89583333,-80.5625,26.59,2.4,9.90276422264375,0.640804931,0.1057553,0.067768518,6.87672347564198,1.00377556428197,0.204235649,1029.870914,210.3363544,0.094845538,26.61458,2.524274153,0.409163662,0.972615389,0.397958874,2,0,0,2,0.327038728672477,-0.188165736757429,0.00411694816471971,0.266900911967113,0.17343722756928,0.315527016611844,0.270970927576433,-0.0491621828213525,-0.16847719421654,0.441647617868933,0.00203956966121552,-0.136480374635802,0.436380163461047,-0.0958443959552703,-0.417246944093932,-0.454093932055415,-0.452229830107733,0.110225033404352
