"","X","OCEAN","JURISDICTION","REGION","cell_2.5","lat_bin_2.5","long_bin_2.5","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd","not_oasis","oasis","oasis_present","Ji","c_sst_mean_z","c_sst_sd_z","human_pop50_log_z","kd490_cv_z","kd490_mean_z","kd490_sd_z","land_area50_log_z","nAll_30yr_z","npp_cv_z","npp_mean_z","npp_sd_z","sst_cv_z","sst_mean_z","sst_sd_z","wave_cv_z","wave_mean_z","wave_sd_z","y_pred_prob"
"120",120,"CARIB","FLORIDA","SEFCRI","-80.062_26.229",26.22916667,-80.0625,26.5625,2.1275,15.1489879123748,0.975796203,0.05258971,0.051316839,8.2569473389983,1.00454070961569,0.19814905575,813.72227955,161.2168336,0.084184398,26.4712,2.228462026,0.53518580225,2.79082288575,1.49433343225,8,0,0,8,0.263190254567539,-0.749023666945117,0.604373196912493,0.701897030755915,-0.448379916451988,0.128844234283782,0.535963528480667,-0.0486592183574598,-0.236250886559969,-0.681471797803404,-0.38309627976928,-0.668400677403818,0.162234405899191,-0.661182020317344,0.196009566915541,0.290801773386555,0.224822565074183,0.0152864158805326
"121",121,"CARIB","FLORIDA","SEFCRI","-80.062_26.271",26.27083333,-80.0625,26.58,2.11,15.1086003832119,1.22529341,0.05344988,0.065491786,8.23827143401785,1.00396568745375,0.200959843,804.46184285,161.65866535,0.087804303,26.35462,2.314049049,0.5382142775,2.8042771905,1.509859531,4,0,0,4,0.303821101725223,-0.785042066131482,0.599752184125913,1.02587656623959,-0.438319491038242,0.289692166298066,0.532377895188561,-0.0490372063038815,-0.204953012281228,-0.729589502927192,-0.379631969784773,-0.48779138387691,-0.0606691539875493,-0.497613458237933,0.21074691514506,0.296313825144068,0.234410513159459,0.0112539315226123
"122",122,"CARIB","FLORIDA","SEFCRI","-80.062_26.312",26.3125,-80.0625,26.58,2.1075,15.0352398465242,1.08831022,0.06343433,0.06903623,8.23337245358037,2.00203127845074,0.2028639885,798.0015777,161.885393125,0.084169756,26.50305,2.230755253,0.52828687025,2.51511856875,1.32883505025,4,0,0,4,0.303821101725223,-0.790187551729534,0.591358504564649,0.847999824455976,-0.32154279047641,0.329912174707299,0.531437327790493,0.607036225480845,-0.183750515910352,-0.763157372735016,-0.37785424490489,-0.669131216264871,0.223132316195925,-0.656799348391581,0.162437569490179,0.177849339699967,0.122621109295526,0.0194394753379735
"123",123,"CARIB","FLORIDA","SEFCRI","-80.062_26.354",26.35416667,-80.0625,26.575,2.115,14.9851537482656,1.141279288,0.08256434,0.094228971,8.21500284605426,2.00083688429091,0.203874295,795.1668561,162.1123083,0.084373249,26.42427,2.229501514,0.5264729995,2.493362597,1.3128643415,2,0,0,2,0.2922122882516,-0.774751094935377,0.585627812311866,0.916781732886892,-0.0978009269271053,0.615782752679933,0.527910501305914,0.606251096444827,-0.172500839927228,-0.777886731886818,-0.376075050660953,-0.658978262812316,0.0725031992987043,-0.659195415905845,0.153610802658887,0.168936204123715,0.112758597865856,0.0216679788212534
"124",124,"CARIB","FLORIDA","SEFCRI","-80.062_26.396",26.39583333,-80.0625,26.57,2.13,14.9084816010697,1.258845501,0.09712084,0.122260133,8.22370823965518,1.33437334715233,0.216969471666667,825.810002333333,179.377638633333,0.085761714,26.36809,2.261372592,0.552553422,3.82236332866667,2.13223121733333,3,0,0,3,0.280603474777977,-0.743878181347065,0.576855228796356,1.06944495318625,0.0724498171527701,0.933861856584686,0.529581871402786,0.168154618704206,-0.0266871740330051,-0.618663368854634,-0.240701220555786,-0.589703051795221,-0.0349142135889047,-0.598285406214531,0.280524921688086,0.713410330051188,0.618748363536051,0.0219866555620752
"125",125,"CARIB","FLORIDA","SEFCRI","-80.062_26.438",26.4375,-80.0625,26.62,2.1,14.8120499534589,1.2545141,0.1104558,0.138568359,8.24141312780635,1.0024774581322,0.218993758,825.5091172,180.7813441,0.089955287,26.19459,2.356341868,0.566629139,4.534496159,2.569377653,1,0,0,1,0.396691609514231,-0.805624008523691,0.565821826013946,1.06382050030821,0.228413603933615,1.11891682905983,0.532981076766827,-0.050015486416009,-0.00414691981602677,-0.620226783474364,-0.229695060714444,-0.380471523099437,-0.366650082866218,-0.416786069369473,0.349021021502394,1.0051617874441,0.888702677129185,0.0182327344955004
"126",126,"CARIB","FLORIDA","SEFCRI","-80.062_26.979",26.97916667,-80.0625,26.13,2.2,14.0876415363866,0.821600647,0.1280819,0.105232172,8.09731280042765,2.00223325960571,0.202349215,868.6857793,175.7778855,0.085579647,25.80566,2.208439268,0.584024505,4.084774333,2.38560831,1,0,0,1,-0.740972110901045,-0.599804584601603,0.482937316181803,0.501669520367282,0.434565951010611,0.740639806917067,0.505314897709193,0.607168996784346,-0.189482474558246,-0.39587862771652,-0.268926129068053,-0.598786989700929,-1.11029291651479,-0.699448262326065,0.433671396743842,0.820916668320066,0.775218217915032,0.00595491218599553
"127",127,"CARIB","FLORIDA","SEFCRI","-80.062_27.062",27.0625,-80.0625,26.03,2.21,13.9072270989274,1.18358806,0.1025972,0.121432821,8.0141761036816,2.00172383903642,0.212688973,919.2451632,195.5133096,0.085967901,25.67091,2.20687426,0.580031006,4.636653924,2.68940304,1,0,0,1,-0.973148380373544,-0.579222642209395,0.462294869375503,0.971720930260131,0.13650054121757,0.924474066681091,0.489353277216885,0.606834131717232,-0.074350158529485,-0.133169469978784,-0.114184812360734,-0.579415685578585,-1.36793792161634,-0.702439207673034,0.414237991957973,1.04701448058395,0.962822853614032,0.00172758756093877
"128",128,"CARIB","FLORIDA","SEFCRI","-80.062_27.104",27.10416667,-80.0625,25.98,2.23,13.7686460524293,1.708010004,0.08867032,0.151449794,7.98116501031829,3.00437826190726,0.212692865,1110.788486,236.2567859,0.085468634,25.73802,2.199793399,0.579396052,5.016288799,2.906417927,1,0,0,1,-1.0892365151098,-0.538058757424977,0.446438866269635,1.65269840434691,-0.0263862573061911,1.26508684162682,0.483015395572262,1.26592400921706,-0.0743068214442278,0.862099481529847,0.205276230784291,-0.60432580342734,-1.23962210497542,-0.715971706075908,0.411148140651535,1.20254589739363,1.09683768269581,0.00142745866680761
"129",129,"CARIB","FLORIDA","SEFCRI","-80.062_27.146",27.14583333,-80.0625,25.92,2.24,13.6948443540806,2.061214831,0.09940626,0.204897657,8.05801812957089,3.00287468355964,0.199702576,1291.759524,257.9677041,0.086556475,25.66958,2.221868358,0.576987062,4.15551871,2.397680534,1,0,0,1,-1.2285422767933,-0.517476815032768,0.437994710392568,2.11134536540108,0.0991797629182376,1.8715778735956,0.49777061644551,1.2649356394993,-0.218952572191289,1.80243429775184,0.375506981953854,-0.550049739696495,-1.37048091127709,-0.673783425948534,0.399425368767753,0.849899709422724,0.78267326884892,0.0019239687524266
"130",130,"CARIB","FLORIDA","SEFCRI","-80.104_25.771",25.77083333,-80.10416667,26.5166666666667,2.15666666666667,15.1879338592489,0.540393124,0.0635233,0.034327555,7.96248092434252,1.00027258958784,0.186472956,883.0443544,164.6638909,0.088531741,26.47591,2.343958404,0.555385175,2.308072465,1.28186923,3,0,0,3,0.156776131059305,-0.688993001634508,0.608829268433105,0.136513197490868,-0.320502210068978,-0.0639389343448805,0.479428191590586,-0.05146484574227,-0.366263253038985,-0.321270733397716,-0.356068627226075,-0.451497043758972,0.171240030938361,-0.440452570774039,0.294304968284467,0.0930252732567557,0.0936179544405818,0.0378745146306885
"131",131,"CARIB","FLORIDA","SEFCRI","-80.104_25.812",25.8125,-80.10416667,26.4975,2.15,15.2118919758629,0.598509704,0.06245789,0.037381653,7.99227746064088,1.00293183711707,0.182409912,941.3719079,171.715567,0.087773023,26.48689,2.324834403,0.555005392,2.308205066,1.281066257,4,0,0,4,0.112275679410408,-0.702714296562647,0.61157048002764,0.211979303178776,-0.3329630931968,-0.0292830483321173,0.485148902455879,-0.0497168026595278,-0.411504898524958,-0.0181977670974334,-0.300777915499869,-0.489352048784282,0.192234035806747,-0.477001164651118,0.29245684543035,0.0930795981430044,0.0931220885078806,0.0387046760607609
"132",132,"CARIB","FLORIDA","SEFCRI","-80.104_25.854",25.85416667,-80.10416667,26.49,2.145,15.2476514885094,0.727968837,0.06151811,0.044783267,8.0214253307862,1.00156319535337,0.190073788,963.903220033333,183.299075133333,0.089371728,26.45867,2.364657058,0.553509122,2.284720138,1.264631007,6,0,0,6,0.0948624591999695,-0.713005267758751,0.615661969866369,0.380085833419252,-0.343954625795391,0.0547055764908164,0.490745074298499,-0.050616472487733,-0.326168298419112,0.0988760889642115,-0.209954060306306,-0.409587253683877,0.138276766463778,-0.400894598629602,0.285175606451963,0.0834581319236187,0.0829727054396754,0.0365648087721635
"133",133,"CARIB","FLORIDA","SEFCRI","-80.104_25.896",25.89583333,-80.10416667,26.51,2.135,15.2808543383798,0.81876017,0.06276821,0.05139211,8.07339339837169,1.0041091820458,0.195987994,941.8868045,184.5985054,0.089198811,26.38931,2.35389507,0.548815652,2.226031658,1.221681016,6,0,0,6,0.141297713094469,-0.733587210150961,0.619460934472083,0.497981076596398,-0.329333634817185,0.129698359854103,0.500722552415679,-0.0489428808504275,-0.26031412327776,-0.0155223378956935,-0.199765500414485,-0.418214667168151,0.00565889964489679,-0.421462236579527,0.262335960727666,0.0594142333097039,0.0564494757087636,0.0267985022314371
"134",134,"CARIB","FLORIDA","SEFCRI","-80.104_25.938",25.9375,-80.10416667,26.53,2.15,15.3300675117339,0.723586315,0.0658292,0.047633108,8.09599126992663,1.00003627811908,0.20289816775,930.11855855,188.69224435,0.085779664,26.45445,2.269253842,0.55180582025,2.932665362,1.6189661335,4,0,0,4,0.187732966988977,-0.702714296562647,0.625091749430339,0.374394998403984,-0.293532733149816,0.0870436890368117,0.505061173792417,-0.0516201839060929,-0.183369932901288,-0.0766707487958319,-0.167667352831275,-0.588807465635139,0.130208032352249,-0.583223254445467,0.276886897132083,0.348912770946922,0.301787930846619,0.0264017413010077
"135",135,"CARIB","FLORIDA","SEFCRI","-80.104_25.979",25.97916667,-80.10416667,26.5066666666667,2.13333333333333,15.2976259010128,0.775624919,0.07679038,0.059560532,8.13862358675447,1.002291969707,0.203175329833333,913.209984066667,185.54700225,0.085071807,26.43286,2.248691175,0.550449463,3.13776412166667,1.72719490516667,6,0,0,6,0.13355850411206,-0.737017533882995,0.621379883389832,0.441968671688187,-0.165332338069031,0.222388215168552,0.513246257979638,-0.0501374163059599,-0.18028375694151,-0.164528570992559,-0.192328535760569,-0.624124843491209,0.088927470866962,-0.622521336745955,0.270286509984497,0.43293903612307,0.368623255082412,0.0273812825205248
"136",136,"CARIB","FLORIDA","SEFCRI","-80.104_26.021",26.02083333,-80.10416667,26.5,2.14,15.2865520042851,0.921721175,0.08480403,0.07816567,8.16586693595115,1.00013035464333,0.197548862333333,957.672667983333,189.138003983333,0.086654541,26.38736,2.286584571,0.544396687,3.02899307166667,1.64908843,6,0,0,6,0.118080086147224,-0.723296238954856,0.620112843305026,0.631679000408557,-0.0716058327074607,0.433507027262902,0.518476776124293,-0.0515583431727026,-0.242933988633156,0.0665018202323365,-0.164172245138252,-0.545156895553068,0.00193045615734721,-0.550101849786749,0.240832127728186,0.388376967070863,0.320389578285664,0.0311903806132867
"137",137,"CARIB","FLORIDA","SEFCRI","-80.104_26.062",26.0625,-80.10416667,26.51,2.16,15.276957395913,1.037499519,0.09103996,0.094453915,8.20070868364898,1.00360514554079,0.189404790533333,953.920757933333,180.683837466667,0.090179807,26.323,2.373803067,0.535523499933333,2.8651898724,1.5344558858,15,0,0,15,0.141297713094478,-0.682132354170438,0.619015058694557,0.782020619696462,0.00132871354541721,0.618335268553116,0.52516612963253,-0.0492742067297769,-0.333617527671354,0.0470067027464756,-0.230459589753863,-0.369269461558412,-0.121127299154978,-0.383415318611938,0.197652891672969,0.32126895003238,0.249599684419202,0.0349307473889623
"138",138,"CARIB","FLORIDA","SEFCRI","-80.104_26.104",26.10416667,-80.10416667,26.5,2.16,15.2628293778487,0.983181327,0.1027729,0.101044396,8.2272975373927,1.0021716805303,0.184601475,939.90336505,173.5187842,0.085285191,26.45154,2.255924644,0.530924645166667,2.79900702966667,1.4861070745,12,0,0,12,0.118080086147224,-0.682132354170438,0.617398575748521,0.711486833671061,0.138555503312499,0.693119692073671,0.53027098957277,-0.0502164877955271,-0.387102033011768,-0.0258283912361363,-0.28663926803917,-0.613478394623091,0.124644047455436,-0.608697183484122,0.175273668282139,0.29415470954326,0.219742480739545,0.0536989355453813
"139",139,"CARIB","FLORIDA","SEFCRI","-80.104_26.146",26.14583333,-80.10416667,26.5366666666667,2.15666666666667,15.2166208111309,0.915316741,0.117997,0.10800463,8.23846274788282,1.00022504599183,0.1858927205,893.92643575,166.08116905,0.086661407,26.33801,2.282488992,0.5286446225,2.759522294,1.4588482445,4,0,0,4,0.203211384953805,-0.688993001634508,0.612111538336769,0.623362652593266,0.316614401601678,0.772099828312312,0.532414626011736,-0.0514960982876692,-0.372724125426627,-0.264726879312262,-0.344956046824446,-0.544814327610165,-0.0924278444123117,-0.557929064058621,0.164178484984913,0.277978332489934,0.202909131221827,0.0520025864613431
"140",140,"CARIB","FLORIDA","SEFCRI","-80.104_26.188",26.1875,-80.10416667,26.58,2.13,15.2234970145559,0.932357247,0.1333764,0.124354453,8.27559477715539,1.00402475200244,0.193518354,827.6302317,160.1616403,0.09010624,26.29281,2.36914626,0.529749661,2.746791089,1.455111648,2,0,0,2,0.303821101725223,-0.743878181347065,0.612898291688827,0.645490255882575,0.496489666500661,0.957626816056927,0.539543696356791,-0.0489983805177718,-0.287813352269122,-0.609205363496968,-0.391369828885599,-0.372939967800121,-0.178851252431535,-0.392315116714172,0.169555889730593,0.272762525192608,0.200601642789961,0.0679680559738335
"141",141,"CARIB","FLORIDA","SEFCRI","-80.104_26.229",26.22916667,-80.10416667,26.56,2.13,15.1705272577348,0.966649947,0.1461782,0.141303149,8.2923390101182,1.00029870588565,0.199692623,809.0862955,161.5685647,0.089044316,26.03235,2.318032787,0.533091388,2.695450172,1.436921275,1,0,0,1,0.257385847830723,-0.743878181347065,0.606837660383922,0.690020345618133,0.646217690102608,1.14994941888139,0.54275846314989,-0.0514476783243303,-0.219063397990252,-0.705560609238883,-0.38033843006384,-0.425922944817272,-0.676856581030784,-0.489999987485934,0.185817602447904,0.25172882653329,0.189368405465884,0.030420195831347
"142",142,"CARIB","FLORIDA","SEFCRI","-80.104_27.104",27.10416667,-80.10416667,25.83,2.23,13.8415130663854,1.486624708,0.1429852,0.212565331,8.21792262473275,3.00154353688238,0.207467943,1198.309489,248.6108042,0.087624414,25.54253,2.238149235,0.572402185,2.561428446,1.46616724,1,0,0,1,-1.43750091931856,-0.538058757424977,0.45477607852772,1.36522302046017,0.60887281833762,1.95858557149102,0.528471076852113,1.26406061687891,-0.132485878529474,1.31686311211459,0.302141494417937,-0.496766654002304,-1.61340334465855,-0.642668432729507,0.37711416482494,0.196821887522331,0.207428885348108,0.00476270473612557
"143",143,"CARIB","FLORIDA","SEFCRI","-80.146_27.104",27.10416667,-80.14583333,25.61,2.27,13.8330376768818,1.081094477,0.2636831,0.285066343,8.21812240787093,3.00319138545427,0.207467943,1198.309489,248.6108042,0.09915359,25.22471,2.501120549,0.572402185,2.561428446,1.46616724,1,0,0,1,-1.94828871215807,-0.455730987856142,0.453806351384739,0.83862996780139,2.02053821069694,2.7812791483448,0.528509433712046,1.26514382190809,-0.132485878529474,1.31686311211459,0.302141494417937,0.0784628982393645,-2.22108227246095,-0.140094114901986,0.37711416482494,0.196821887522331,0.207428885348108,0.049196418208544
"144",144,"CARIB","FLORIDA","SEFCRI","-80.146_27.146",27.14583333,-80.14583333,25.61,2.27,13.8251966103835,1.427845734,0.2184573,0.311923324,8.21073890956735,3.00132583780796,0.207467943,1198.309489,248.6108042,0.096997506,25.25512,2.449683653,0.572402185,2.561428446,1.46616724,1,0,0,1,-1.94828871215807,-0.455730987856142,0.452909201464953,1.28889677648451,1.4915837160308,3.08603442213855,0.5270918575701,1.26391751347956,-0.132485878529474,1.31686311211459,0.302141494417937,-0.0291114187730071,-2.1629376742781,-0.238397091470621,0.37711416482494,0.196821887522331,0.207428885348108,0.0158150411746597
"145",145,"CARIB","FLORIDA","Tortugas","-82.021_24.438",24.4375,-82.02083333,26.54,2.54,10.3569095370729,0.222431346,0.05625553,0.012512993,4.65062789042351,2.00007451587007,0.205763454,907.8343809,186.7991381,0.092393709,26.54036,2.452162311,0.423864195,1.587284822,0.672793203,1,0,0,1,0.210950593936223,0.0999814567334931,0.0560788123450861,-0.276369617417774,-0.405505009526361,-0.311476169263457,-0.156422682003684,0.605749957370747,-0.151465216944893,-0.192460481378186,-0.182510801459868,-0.258810409136371,0.294469868257804,-0.233660035422455,-0.345710327117935,-0.202271947091338,-0.282509327814543,0.655551845381933
"146",146,"CARIB","FLORIDA","Tortugas","-82.021_24.479",24.47916667,-82.02083333,26.49,2.63,10.3787350041499,0.317122511,0.1031916,0.032724379,4.73089895321912,1.33534244815431,0.205763454,907.8343809,186.7991381,0.103695965,26.41745,2.73938296,0.407443285,1.180914753,0.481155786,3,0,0,3,0.0948624591999695,0.285218938263371,0.0585760129544426,-0.153410326530368,0.143452558686129,-0.0821307162439544,-0.141011241677019,0.168791652408049,-0.151465216944893,-0.192460481378186,-0.182510801459868,0.305097337453732,0.0594632072037666,0.315258093865033,-0.425618746021339,-0.368756421365771,-0.400852617714872,0.888044843476136
"147",147,"CARIB","FLORIDA","Tortugas","-82.062_24.438",24.4375,-82.0625,26.5133333333333,2.58,10.3616175985007,0.187362206,0.05453777,0.010218317,4.47852620393317,1.33561177993387,0.206475515,915.6565262,189.0606532,0.09303272,26.52905,2.468069691,0.431482571,1.631115596,0.703797951,3,0,0,3,0.149036922076896,0.182309226302328,0.0566174937774168,-0.32190793756022,-0.425595685042498,-0.337514636232174,-0.189464911408543,0.168968696308271,-0.14353647895279,-0.151816212303831,-0.164778736389755,-0.226927990877903,0.272844896029989,-0.203258846295328,-0.308637328071497,-0.184315055274998,-0.263362733489225,0.663107235210888
"148",148,"CARIB","FLORIDA","Tortugas","-82.104_24.438",24.4375,-82.10416667,26.53,2.535,10.3064860387911,0.187362206,0.05453777,0.010218317,4.13617514516208,1.00362491770764,0.205562795,923.5715842,189.85443345,0.09303272,26.52905,2.468069691,0.4433571825,1.6940974525,0.751177463,2,0,0,2,0.187732966988977,0.089690485537389,0.050309515853475,-0.32190793756022,-0.425595685042498,-0.337514636232174,-0.255193739821539,-0.0492612095946413,-0.153699537651627,-0.110689164064121,-0.158554872112054,-0.226927990877903,0.272844896029989,-0.203258846295328,-0.250852380096191,-0.158512216758783,-0.234104108468454,0.668883391538613
"149",149,"CARIB","FLORIDA","Tortugas","-82.104_24.479",24.47916667,-82.10416667,26.47,2.64666666666667,3.44041554096603,0.316372401,0.1021254,0.032309658,4.24352440404419,2.00255696376786,0.205260931333333,922.659765666667,189.3882048,0.101978104,26.42228,2.694494016,0.426171989333333,1.240694424,0.528691232333333,2,1,1,3,0.0484272053054696,0.319522175583719,-0.73528445886199,-0.154384366650031,0.130982435831187,-0.0868366961120199,-0.234583489505233,0.607381782098717,-0.157060763617289,-0.11542702003514,-0.162210473067074,0.219387446838529,0.0686982749190984,0.229469153369426,-0.334479999667696,-0.344265476146246,-0.371497697396951,0.903970419363352
"150",150,"CARIB","FLORIDA","Tortugas","-82.146_24.438",24.4375,-82.14583333,26.495,2.59,10.2945329510875,0.183949417,0.05354112,0.009848858,4.0340088364048,2.00002038176055,0.206468386,926.3070398,191.2531194,0.092898408,26.50514,2.462285321,0.447428896,1.715510933,0.767569162,2,0,0,2,0.106471272673592,0.202891168694536,0.0489418815301432,-0.326339545465649,-0.437252361035162,-0.341707012832528,-0.274808902695582,0.605714372584204,-0.143615859754639,-0.0964755961510642,-0.147588069246995,-0.23362927045076,0.227128442805661,-0.214313572237079,-0.231038363210851,-0.149739395344545,-0.223981619775571,0.62142362296533
"151",151,"CARIB","FLORIDA","Tortugas","-82.188_24.438",24.4375,-82.1875,26.4466666666667,2.63333333333333,6.86586670495888,0.186144866,0.05238889,0.009751923,3.58947470472839,1.33561869576767,0.204464075333333,931.981062633333,190.548605633333,0.093274014,26.48415,2.47028298,0.472547916666667,1.89348817066667,0.895285277333333,3,0,0,3,-0.00574725757144833,0.292079585727441,-0.343355218408186,-0.323488689715596,-0.450728678477621,-0.342806967159681,-0.360156112572961,0.168973242397082,-0.16593368664135,-0.066993081837244,-0.153112013771321,-0.214889017790962,0.186995094701158,-0.19902894687242,-0.108802675549493,-0.0768244611352767,-0.145112130202787,0.646741656504066
"152",152,"CARIB","FLORIDA","Tortugas","-82.188_24.479",24.47916667,-82.1875,26.44,2.64,10.2374118948717,0.277837834,0.0838346,0.023292424,3.50444461190609,2.0020166331355,0.201614702,937.6247133,189.0389273,0.098917754,26.38966,2.610405907,0.500980166,1.609781112,0.806468408,1,0,0,1,-0.0212256755362761,0.305800880655581,0.0424062717360613,-0.204422646704703,-0.0829441474694814,-0.189158309123263,-0.376481250871408,0.607026598456012,-0.197661213639299,-0.0376683828626974,-0.164949084610073,0.0666962432171436,0.00632810745035719,0.0687652219205329,0.029556044527167,-0.193055512861839,-0.199959876953383,0.750242431782137
"153",153,"CARIB","FLORIDA","Tortugas","-82.229_24.438",24.4375,-82.22916667,26.42,2.66,9.19996587995656,0.185851344,0.05138445,0.009549869,3.0278429268893,2.00271600127919,0.199961979,949.0070579,189.7653294,0.093582872,26.48047,2.478118439,0.499539632,2.125511638,1.0617773,1,0,0,1,-0.067660929430776,0.346964765439998,-0.0762950056056306,-0.323869836752702,-0.462476465197202,-0.34509974243815,-0.467985189805505,0.607486324612538,-0.216064142097005,0.0214748647856712,-0.159253518259767,-0.199479048418801,0.179958852632338,-0.184054307996825,0.0225460314209145,0.0182325027631179,-0.0422970640587182,0.600450741606562
"154",154,"CARIB","FLORIDA","Tortugas","-82.271_24.521",24.52083333,-82.27083333,26.36,2.78,4.77047208890418,0.353746339,0.09874959,0.034932306,3.14352209792353,2.00441077504656,0.199961979,949.0070579,189.7653294,0.109443373,26.29545,2.877862749,0.560069254,1.59809859,0.8871465655,2,0,0,2,-0.206966691114284,0.593948074146502,-0.583103613876194,-0.105853197832434,0.0914994444271902,-0.0570766196051097,-0.445775659006447,0.608600375684623,-0.216064142097005,0.0214748647856712,-0.159253518259767,0.591854945316617,-0.173803513556077,0.579912000144613,0.317098914960299,-0.197841688522256,-0.150138089897847,0.88330078733641
"155",155,"CARIB","FLORIDA","Tortugas","-82.312_24.479",24.47916667,-82.3125,26.41,2.65,3.84023806841462,0.273868938,0.06954727,0.019046837,2.49302679990695,2.00108396806754,0.197807919,971.1170109,192.0946349,0.09983447,26.34003,2.629642942,0.510630749,2.247641159,1.147714688,1,0,0,1,-0.0908785563780301,0.326382823047789,-0.689538035399164,-0.209576376070752,-0.250046717689983,-0.237334424994224,-0.570665863757882,0.606413515731429,-0.240049414930752,0.136359317130648,-0.140989922896565,0.112434302399584,-0.0885655593636687,0.105529839304424,0.0765182913835275,0.0682673617454938,0.0107724950105376,0.715727235935349
"156",156,"CARIB","FLORIDA","Tortugas","-82.396_24.438",24.4375,-82.39583333,26.41,2.56,2.96695639255724,0.209214095,0.0585268,0.012244631,2.41281481476583,2.0007790325582,0.207724512,955.8148336,198.5461697,0.096776386,26.36084,2.551106819,0.528720797,2.438821569,1.289455684,1,0,0,1,-0.0908785563780301,0.141145341517911,-0.789456150571488,-0.293532610506315,-0.378940560139057,-0.314521363910832,-0.586065961619216,0.606213067897249,-0.129629004781443,0.0568484172749936,-0.0904047930976518,-0.0401438428240991,-0.0487763752734018,-0.0445634839602692,0.164549169913809,0.14659146206308,0.0983028742182133,0.633291242234392
"157",157,"CARIB","FLORIDA","Tortugas","-82.438_24.438",24.4375,-82.4375,26.36,2.585,3.11235761217432,0.241660017,0.0590212,0.014263064,2.24279239723535,2.00326037919149,0.2258570875,949.2957995,214.23535165,0.097810841,26.30308,2.572726375,0.5441398325,2.579384863,1.403803008,2,0,0,2,-0.206966691114284,0.192600197498432,-0.772819804923182,-0.251400616868808,-0.373158128381897,-0.291617519969871,-0.618708987022261,0.607844168714502,0.0722756638656719,0.0229751809819657,0.0326107884628026,0.0114686129545401,-0.159214783397075,-0.00324554154608749,0.239582206927011,0.20417839547444,0.168916633917651,0.578154311068177
"158",158,"CARIB","FLORIDA","Tortugas","-82.479_24.438",24.4375,-82.47916667,26.34,2.59,3.1302454002418,0.260848245,0.05704139,0.014879146,2.19537366856996,2.00493242182303,0.239806769,937.1211359,224.7279916,0.098714146,26.25056,2.591301603,0.549405033,2.628188644,1.443940068,3,0,0,3,-0.253401945008784,0.202891168694536,-0.770773141037157,-0.226484132756844,-0.396313703254757,-0.284626628529415,-0.627813026283006,0.608943277587969,0.227604167584865,-0.0402849969193764,0.114881375270148,0.0565375520259589,-0.259634194661889,0.0322542717171594,0.265204041963219,0.22417266287308,0.193702773293172,0.517474588489865
"159",159,"CARIB","FLORIDA","Tortugas","-82.521_24.438",24.4375,-82.52083333,26.34,2.59,3.02401864710967,0.241939302,0.05771336,0.01396313,2.17551511013446,2.00267917532474,0.250683862,896.9792363,224.8582189,0.099177609,26.22661,2.601092463,0.563094842,2.795198155,1.573961664,2,0,0,2,-0.253401945008784,0.202891168694536,-0.782927268676921,-0.251037956999162,-0.388454438149865,-0.295020972811055,-0.631625720143576,0.607462117255294,0.348719662623551,-0.248864370725962,0.11590246018685,0.0796612873189737,-0.305427128778267,0.050965950609424,0.331822213080386,0.292594263671797,0.273995983615098,0.48240685013378
"160",160,"CARIB","FLORIDA","Tortugas","-82.562_24.438",24.4375,-82.5625,26.34,2.59,3.00682315698406,0.242007456,0.0576903,0.013961483,2.17408099633103,2.00125868557719,0.250683862,896.9792363,224.8582189,0.099177609,26.22661,2.601092463,0.556646871333333,2.85260053433333,1.58715090533333,3,0,0,3,-0.253401945008784,0.202891168694536,-0.78489472203168,-0.250949457005408,-0.388724144614914,-0.295039661878748,-0.631901059207661,0.60652836541384,0.348719662623551,-0.248864370725962,0.11590246018685,0.0796612873189737,-0.305427128778267,0.050965950609424,0.300444710791605,0.31611126375236,0.282140834631724,0.480865645000832
"161",161,"CARIB","FLORIDA","Tortugas","-82.604_24.438",24.4375,-82.60416667,26.316,2.612,3.0323718979532,0.238300245,0.05567152,0.013266537,1.59147001787447,2.00363125910983,0.238913552,888.4184426,212.255206,0.099218786,26.21149,2.600672221,0.566961487,2.859020276,1.620954387,5,0,0,5,-0.309124249682187,0.248171441957396,-0.781971516251419,-0.255763380624681,-0.412335507039505,-0.302925449879337,-0.743757985171204,0.608087964776603,0.217658273113615,-0.293346694856765,0.0170848821736507,0.0817157470021858,-0.334336905974076,0.0501628103989578,0.350638313309347,0.318741347505779,0.30301575192681,0.455942584489179
"162",162,"CARIB","FLORIDA","Tortugas","-82.604_24.479",24.47916667,-82.60416667,26.22,2.7,3.04057395883177,0.220751756,0.06048713,0.01335264,1.59362547207445,2.00334329505917,0.238913552,888.4184426,212.255206,0.104216739,26.08883,2.718892789,0.566961487,2.859020276,1.620954387,1,0,0,1,-0.532013468375791,0.429292535008833,-0.781033062501418,-0.278550614930917,-0.356012820562778,-0.301948409930601,-0.743344154176287,0.607898673046029,0.217658273113615,-0.293346694856765,0.0170848821736507,0.331080512213065,-0.568865561452784,0.27609856138274,0.350638313309347,0.318741347505779,0.30301575192681,0.453652993639313
