"","X","OCEAN","JURISDICTION","REGION","cell_2.5","lat_bin_2.5","long_bin_2.5","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd","not_oasis","oasis","oasis_present","Ji","c_sst_mean_z","c_sst_sd_z","human_pop50_log_z","kd490_cv_z","kd490_mean_z","kd490_sd_z","land_area50_log_z","nAll_30yr_z","npp_cv_z","npp_mean_z","npp_sd_z","sst_cv_z","sst_mean_z","sst_sd_z","wave_cv_z","wave_mean_z","wave_sd_z","y_pred_prob"
"1",1,"CARIB","FLORIDA","Keys_lower","-81.312_24.562",24.5625,-81.3125,26.63,2.51,10.7575962199458,0.257354459,0.06080778,0.015649153,5.60485444942675,0.000307142899837345,0.2121118975,948.46972095,201.15359085,0.091899304,26.63247,2.447505465,0.403378432,1.150216678,0.464352018,2,0,0,2,-0.278516308818248,0.515298113487156,-0.00658368103818873,-0.141514575523117,-0.114486074584749,-0.152107376443094,-0.125513762100224,-0.762281394869253,0.132069485797212,0.329687778088335,0.222323912838282,0.40541092617903,-0.315322117493312,0.416513929496609,-0.188997318570322,-0.411237802076508,-0.388337672289197,0.147254401698867
"2",2,"CARIB","FLORIDA","Keys_lower","-81.354_24.562",24.5625,-81.35416667,26.63,2.53,10.8568485828729,0.298522093,0.08760554,0.026152189,5.61909002427475,0.00142905267188326,0.214442964,936.4059418,200.8056657,0.095025209,26.63695,2.53118174,0.396400147,1.095845509,0.434393321,1,0,0,1,-0.278516308818248,0.53012852017767,0.00631727850283802,-0.0754791733646595,0.240359561923785,-0.000596895852084353,-0.122074858612028,-0.76168680274399,0.157050044324676,0.290207072035714,0.219621572587209,0.458671811039547,-0.312169593056861,0.472497652236022,-0.208668123986953,-0.425276674074884,-0.402266253891909,0.278585862534105
"3",3,"CARIB","FLORIDA","Keys_lower","-81.396_24.562",24.5625,-81.39583333,26.61,2.575,10.8077975012092,0.261537318,0.1173131,0.030681754,5.60254639016741,0.000497616045176983,0.209328061,935.30048252,195.7993252,0.100161069,26.59639,2.663922859,0.3975950742,1.018571429,0.4070409038,10,0,0,10,-0.299814082441483,0.563496935231326,-5.8448999509333e-05,-0.134805013923412,0.63373565146692,0.0647438846630176,-0.126071322516482,-0.762180447506894,0.10223687886852,0.286589274300514,0.180737245185973,0.546179412236556,-0.340711198222602,0.561308273911226,-0.205299792020254,-0.445229177172844,-0.414983107865953,0.484639165814795
"4",4,"CARIB","FLORIDA","Keys_lower","-81.396_24.604",24.60416667,-81.39583333,26.57,2.78,10.8281486462166,0.176038698,0.1678427,0.02954681,5.61341482941714,0.00481260164524429,0.211895259,942.7822685,199.7710933,0.118667117,26.49917,3.144580099,0.327699485,0.535223817,0.175392569,4,1,1,5,-0.342409629687953,0.715508603809095,0.00258682100324977,-0.271950028273596,1.30282919042397,0.0483718650980192,-0.123445821681692,-0.759893582268395,0.129747908644199,0.311074652336053,0.21158603207176,0.861495614024902,-0.409123793247585,0.882892637661301,-0.402325642158786,-0.570031630024072,-0.522682475912374,0.793052008194708
"5",5,"CARIB","FLORIDA","Keys_lower","-81.438_24.521",24.52083333,-81.4375,26.63,2.51,10.821942195247,0.240125001,0.0523961,0.012581614,5.58105703845859,0.00128930289065465,0.195733264,938.8301984,183.7602994,0.091789491,26.62373,2.443778632,0.416658857,1.322788358,0.551151485,1,0,0,1,-0.278516308818248,0.515298113487156,0.0017800979138404,-0.169151679661826,-0.225870307584302,-0.196357849175136,-0.13126252886674,-0.761760867630041,-0.0434499224850657,0.298140851412032,0.0872299376428435,0.403539872020574,-0.321472354898358,0.41402048693636,-0.151561665537355,-0.366679044730962,-0.347982330426985,0.121433301945116
"6",6,"CARIB","FLORIDA","Keys_lower","-81.438_24.562",24.5625,-81.4375,26.6075,2.6325,10.8261739191964,0.209267728,0.1371175,0.028694268,5.59753443850209,0.00261971124215052,0.20267657325,933.816512925,189.22758985,0.105367998,26.5427,2.796751151,0.398696876,0.965545696,0.3879627025,2,2,1,4,-0.302476304144385,0.606134354466554,0.0023301432512983,-0.218648632342379,0.895977903195035,0.0360736069425659,-0.127282065198007,-0.761055774984541,0.0309571109882007,0.281732739159847,0.129694470739514,0.634897926057637,-0.378492233265713,0.650177218797668,-0.20219396747805,-0.458920651752084,-0.423853062511845,0.625817594995267
"7",7,"CARIB","FLORIDA","Keys_lower","-81.438_24.604",24.60416667,-81.4375,26.54,2.86,10.8103394487263,0.172820746,0.1786363,0.030872059,5.60402705263776,0.000536355960648507,0.204018501,948.2802462,193.4667139,0.120289011,26.52431,3.190583019,0.390416891,0.862505946,0.33673689,0,2,1,2,-0.374356290122807,0.774830230571151,0.000271956857909243,-0.277111820045419,1.44575389242214,0.06748911013962,-0.125713637253435,-0.762159916044162,0.0453376980278684,0.329067690732944,0.162619815600626,0.889130334078763,-0.391433064601955,0.91367095228493,-0.225534082389898,-0.485525962757898,-0.447669282208298,0.838298747649621
"8",8,"CARIB","FLORIDA","Keys_lower","-81.479_24.521",24.52083333,-81.47916667,26.624,2.542,10.8178939514871,0.276853072,0.06049995,0.016749597,5.57883434512377,0.00122622026945464,0.195733264,938.8301984,183.7602994,0.093245391,26.6215,2.48233217,0.416658857,1.322788358,0.551151485,5,0,0,5,-0.284905640905219,0.539026764191978,0.00125390158542175,-0.110237608015411,-0.118562241110847,-0.136233033129075,-0.131799467342631,-0.761794300291687,-0.0434499224850657,0.298140851412032,0.0872299376428435,0.428346295206316,-0.32304158023168,0.439814782655373,-0.151561665537355,-0.366679044730962,-0.347982330426985,0.150491056091954
"9",9,"CARIB","FLORIDA","Keys_lower","-81.479_24.562",24.5625,-81.47916667,26.6,2.67,10.8099718944944,0.172983003,0.1516193,0.026227562,5.58138109162965,0.00303864038083702,0.195733264,938.8301984,183.7602994,0.111838102,26.50576,2.964353893,0.416658857,1.322788358,0.551151485,1,0,0,1,-0.310462969253098,0.633941367011268,0.000224181650002303,-0.276851549896107,1.08800516411234,0.00049038971502083,-0.131184246985454,-0.760833750029315,-0.0434499224850657,0.298140851412032,0.0872299376428435,0.745139108748592,-0.404486486096643,0.762312055565835,-0.151561665537355,-0.366679044730962,-0.347982330426985,0.710211006461623
"10",10,"CARIB","FLORIDA","Keys_lower","-81.521_24.521",24.52083333,-81.52083333,26.609,2.529,10.7471650603102,0.335995315,0.07818443,0.026269602,5.55213725811761,0.00427273586392403,0.1962135918,921.09291159,180.7306619,0.095553547,26.62536,2.544147598,0.4053865705,1.2796370291,0.518828768,10,0,0,10,-0.300878971122646,0.529386999843144,-0.00793953760881056,-0.0153698339514893,0.115608844902403,0.00109683347128769,-0.138248712041945,-0.760179701482498,-0.0383025546513859,0.240092656231284,0.0636986943210874,0.467673923831022,-0.320325342659201,0.481172476723018,-0.183336658152592,-0.377820905281853,-0.363010006742676,0.233525749162002
