"","oasis_cells","oasis_cells_sum","scale","oasis_cell_percentage"
"2464",1,89,"Cross-basin",1.12359550561798
"2465",6,89,"Cross-basin",6.74157303370786
"2466",12,89,"Cross-basin",13.4831460674157
"2467",28,89,"Cross-basin",31.4606741573034
"2468",28,89,"Cross-basin",31.4606741573034
"2469",23,89,"Cross-basin",25.8426966292135
"2470",12,89,"Cross-basin",13.4831460674157
"2471",19,89,"Cross-basin",21.3483146067416
"2472",32,89,"Cross-basin",35.9550561797753
"2473",36,89,"Cross-basin",40.4494382022472
"2474",16,89,"Cross-basin",17.9775280898876
"2475",28,89,"Cross-basin",31.4606741573034
"2476",23,89,"Cross-basin",25.8426966292135
"2477",34,89,"Cross-basin",38.2022471910112
"2478",9,89,"Cross-basin",10.1123595505618
"2479",13,89,"Cross-basin",14.6067415730337
"2480",17,89,"Cross-basin",19.1011235955056
"2481",18,89,"Cross-basin",20.2247191011236
"2482",9,89,"Cross-basin",10.1123595505618
"2483",24,89,"Cross-basin",26.9662921348315
"2484",34,89,"Cross-basin",38.2022471910112
"2485",26,89,"Cross-basin",29.2134831460674
"2486",21,89,"Cross-basin",23.5955056179775
"2487",24,89,"Cross-basin",26.9662921348315
"2488",19,89,"Cross-basin",21.3483146067416
"2489",21,89,"Cross-basin",23.5955056179775
"2490",16,89,"Cross-basin",17.9775280898876
"2491",16,89,"Cross-basin",17.9775280898876
"2492",22,89,"Cross-basin",24.7191011235955
"2493",25,89,"Cross-basin",28.0898876404494
"2494",16,89,"Cross-basin",17.9775280898876
"2495",6,89,"Cross-basin",6.74157303370786
"2496",14,89,"Cross-basin",15.7303370786517
"2497",20,89,"Cross-basin",22.4719101123595
"2498",25,89,"Cross-basin",28.0898876404494
"2499",39,89,"Cross-basin",43.8202247191011
"2500",18,89,"Cross-basin",20.2247191011236
"2501",9,89,"Cross-basin",10.1123595505618
"2502",5,89,"Cross-basin",5.61797752808989
"2503",23,89,"Cross-basin",25.8426966292135
"2504",30,89,"Cross-basin",33.7078651685393
"2505",30,89,"Cross-basin",33.7078651685393
"2506",11,89,"Cross-basin",12.3595505617978
"2507",9,89,"Cross-basin",10.1123595505618
"2508",15,89,"Cross-basin",16.8539325842697
"2509",22,89,"Cross-basin",24.7191011235955
"2510",23,89,"Cross-basin",25.8426966292135
"2511",36,89,"Cross-basin",40.4494382022472
"2512",32,89,"Cross-basin",35.9550561797753
"2513",15,89,"Cross-basin",16.8539325842697
"2514",24,89,"Cross-basin",26.9662921348315
"2515",17,89,"Cross-basin",19.1011235955056
"2516",27,89,"Cross-basin",30.3370786516854
"2517",39,89,"Cross-basin",43.8202247191011
"2518",37,89,"Cross-basin",41.5730337078652
"2519",25,89,"Cross-basin",28.0898876404494
"2520",30,89,"Cross-basin",33.7078651685393
"2521",32,89,"Cross-basin",35.9550561797753
"2522",18,89,"Cross-basin",20.2247191011236
"2523",27,89,"Cross-basin",30.3370786516854
"2524",12,89,"Cross-basin",13.4831460674157
"2525",31,89,"Cross-basin",34.8314606741573
"2526",22,89,"Cross-basin",24.7191011235955
"2527",14,89,"Cross-basin",15.7303370786517
"2528",9,89,"Cross-basin",10.1123595505618
"2529",20,89,"Cross-basin",22.4719101123595
"2530",16,89,"Cross-basin",17.9775280898876
"2531",13,89,"Cross-basin",14.6067415730337
"2532",12,89,"Cross-basin",13.4831460674157
"2533",19,89,"Cross-basin",21.3483146067416
"2534",26,89,"Cross-basin",29.2134831460674
"2535",31,89,"Cross-basin",34.8314606741573
"2536",22,89,"Cross-basin",24.7191011235955
"2537",14,89,"Cross-basin",15.7303370786517
"2538",25,89,"Cross-basin",28.0898876404494
"2539",18,89,"Cross-basin",20.2247191011236
"2540",29,89,"Cross-basin",32.5842696629214
"2541",31,89,"Cross-basin",34.8314606741573
"2542",37,89,"Cross-basin",41.5730337078652
"2543",26,89,"Cross-basin",29.2134831460674
"2544",29,89,"Cross-basin",32.5842696629214
"2545",27,89,"Cross-basin",30.3370786516854
"2546",17,89,"Cross-basin",19.1011235955056
"2547",37,89,"Cross-basin",41.5730337078652
"2548",18,89,"Cross-basin",20.2247191011236
"2549",34,89,"Cross-basin",38.2022471910112
"2550",33,89,"Cross-basin",37.0786516853933
"2551",24,89,"Cross-basin",26.9662921348315
"2552",36,89,"Cross-basin",40.4494382022472
"2553",36,89,"Cross-basin",40.4494382022472
"2554",30,89,"Cross-basin",33.7078651685393
"2555",29,89,"Cross-basin",32.5842696629214
"2556",17,89,"Cross-basin",19.1011235955056
"2557",27,89,"Cross-basin",30.3370786516854
"2558",33,89,"Cross-basin",37.0786516853933
"2559",25,89,"Cross-basin",28.0898876404494
"2560",23,89,"Cross-basin",25.8426966292135
"2561",30,89,"Cross-basin",33.7078651685393
"2562",17,89,"Cross-basin",19.1011235955056
"2563",24,89,"Cross-basin",26.9662921348315
"2564",33,89,"Cross-basin",37.0786516853933
"2565",40,89,"Cross-basin",44.9438202247191
"2566",24,89,"Cross-basin",26.9662921348315
"2567",24,89,"Cross-basin",26.9662921348315
"2568",35,89,"Cross-basin",39.3258426966292
"2569",46,89,"Cross-basin",51.685393258427
"2570",29,89,"Cross-basin",32.5842696629214
"2571",25,89,"Cross-basin",28.0898876404494
"2572",18,89,"Cross-basin",20.2247191011236
"2573",7,89,"Cross-basin",7.86516853932584
"2574",25,89,"Cross-basin",28.0898876404494
"2575",15,89,"Cross-basin",16.8539325842697
"2576",36,89,"Cross-basin",40.4494382022472
"2577",32,89,"Cross-basin",35.9550561797753
"2578",25,89,"Cross-basin",28.0898876404494
"2579",21,89,"Cross-basin",23.5955056179775
"2580",23,89,"Cross-basin",25.8426966292135
"2581",16,89,"Cross-basin",17.9775280898876
"2582",16,89,"Cross-basin",17.9775280898876
"2583",12,89,"Cross-basin",13.4831460674157
"2584",9,89,"Cross-basin",10.1123595505618
"2585",34,89,"Cross-basin",38.2022471910112
"2586",36,89,"Cross-basin",40.4494382022472
"2587",36,89,"Cross-basin",40.4494382022472
"2588",26,89,"Cross-basin",29.2134831460674
"2589",25,89,"Cross-basin",28.0898876404494
"2590",31,89,"Cross-basin",34.8314606741573
"2591",19,89,"Cross-basin",21.3483146067416
"2592",27,89,"Cross-basin",30.3370786516854
"2593",14,89,"Cross-basin",15.7303370786517
"2594",16,89,"Cross-basin",17.9775280898876
"2595",35,89,"Cross-basin",39.3258426966292
"2596",36,89,"Cross-basin",40.4494382022472
"2597",28,89,"Cross-basin",31.4606741573034
"2598",25,89,"Cross-basin",28.0898876404494
"2599",12,89,"Cross-basin",13.4831460674157
"2600",18,89,"Cross-basin",20.2247191011236
"2601",18,89,"Cross-basin",20.2247191011236
"2602",33,89,"Cross-basin",37.0786516853933
"2603",42,89,"Cross-basin",47.1910112359551
"2604",29,89,"Cross-basin",32.5842696629214
"2605",40,89,"Cross-basin",44.9438202247191
"2606",35,89,"Cross-basin",39.3258426966292
"2607",25,89,"Cross-basin",28.0898876404494
"2608",19,89,"Cross-basin",21.3483146067416
"2609",22,89,"Cross-basin",24.7191011235955
"2610",30,89,"Cross-basin",33.7078651685393
"2611",27,89,"Cross-basin",30.3370786516854
"2612",9,89,"Cross-basin",10.1123595505618
"2613",16,89,"Cross-basin",17.9775280898876
"2614",8,89,"Cross-basin",8.98876404494382
"2615",35,89,"Cross-basin",39.3258426966292
"2616",17,89,"Cross-basin",19.1011235955056
"2617",15,89,"Cross-basin",16.8539325842697
"2618",19,89,"Cross-basin",21.3483146067416
"2619",33,89,"Cross-basin",37.0786516853933
"2620",30,89,"Cross-basin",33.7078651685393
"2621",35,89,"Cross-basin",39.3258426966292
"2622",25,89,"Cross-basin",28.0898876404494
"2623",32,89,"Cross-basin",35.9550561797753
"2624",37,89,"Cross-basin",41.5730337078652
"2625",19,89,"Cross-basin",21.3483146067416
"2626",23,89,"Cross-basin",25.8426966292135
"2627",23,89,"Cross-basin",25.8426966292135
"2628",14,89,"Cross-basin",15.7303370786517
"2629",14,89,"Cross-basin",15.7303370786517
"2630",18,89,"Cross-basin",20.2247191011236
"2631",24,89,"Cross-basin",26.9662921348315
"2632",25,89,"Cross-basin",28.0898876404494
"2633",36,89,"Cross-basin",40.4494382022472
"2634",21,89,"Cross-basin",23.5955056179775
"2635",22,89,"Cross-basin",24.7191011235955
"2636",20,89,"Cross-basin",22.4719101123595
"2637",15,89,"Cross-basin",16.8539325842697
"2638",11,89,"Cross-basin",12.3595505617978
"2639",16,89,"Cross-basin",17.9775280898876
"2640",6,89,"Cross-basin",6.74157303370786
"2641",16,89,"Cross-basin",17.9775280898876
"2642",37,89,"Cross-basin",41.5730337078652
"2643",29,89,"Cross-basin",32.5842696629214
"2644",27,89,"Cross-basin",30.3370786516854
"2645",15,89,"Cross-basin",16.8539325842697
"2646",20,89,"Cross-basin",22.4719101123595
"2647",32,89,"Cross-basin",35.9550561797753
"2648",34,89,"Cross-basin",38.2022471910112
"2649",9,89,"Cross-basin",10.1123595505618
"2650",14,89,"Cross-basin",15.7303370786517
"2651",11,89,"Cross-basin",12.3595505617978
"2652",13,89,"Cross-basin",14.6067415730337
"2653",31,89,"Cross-basin",34.8314606741573
"2654",35,89,"Cross-basin",39.3258426966292
"2655",37,89,"Cross-basin",41.5730337078652
"2656",19,89,"Cross-basin",21.3483146067416
"2657",32,89,"Cross-basin",35.9550561797753
"2658",18,89,"Cross-basin",20.2247191011236
"2659",21,89,"Cross-basin",23.5955056179775
"2660",20,89,"Cross-basin",22.4719101123595
"2661",35,89,"Cross-basin",39.3258426966292
"2662",26,89,"Cross-basin",29.2134831460674
"2663",23,89,"Cross-basin",25.8426966292135
"2664",32,89,"Cross-basin",35.9550561797753
"2665",20,89,"Cross-basin",22.4719101123595
"2666",41,89,"Cross-basin",46.0674157303371
"2667",29,89,"Cross-basin",32.5842696629214
"2668",16,89,"Cross-basin",17.9775280898876
"2669",30,89,"Cross-basin",33.7078651685393
"2670",25,89,"Cross-basin",28.0898876404494
"2671",35,89,"Cross-basin",39.3258426966292
"2672",40,89,"Cross-basin",44.9438202247191
"2673",37,89,"Cross-basin",41.5730337078652
"2674",29,89,"Cross-basin",32.5842696629214
"2675",11,89,"Cross-basin",12.3595505617978
"2676",18,89,"Cross-basin",20.2247191011236
"2677",16,89,"Cross-basin",17.9775280898876
"2678",20,89,"Cross-basin",22.4719101123595
"2679",36,89,"Cross-basin",40.4494382022472
"2680",35,89,"Cross-basin",39.3258426966292
"2681",39,89,"Cross-basin",43.8202247191011
"2682",7,89,"Cross-basin",7.86516853932584
"2683",6,89,"Cross-basin",6.74157303370786
"2684",18,89,"Cross-basin",20.2247191011236
"2685",9,89,"Cross-basin",10.1123595505618
"2686",9,89,"Cross-basin",10.1123595505618
"2687",9,89,"Cross-basin",10.1123595505618
"2688",4,89,"Cross-basin",4.49438202247191
"2689",24,89,"Cross-basin",26.9662921348315
"2690",26,89,"Cross-basin",29.2134831460674
"2691",23,89,"Cross-basin",25.8426966292135
"2692",13,89,"Cross-basin",14.6067415730337
"2693",4,89,"Cross-basin",4.49438202247191
"2694",17,89,"Cross-basin",19.1011235955056
"2695",25,89,"Cross-basin",28.0898876404494
"2696",9,89,"Cross-basin",10.1123595505618
"2697",29,89,"Cross-basin",32.5842696629214
"2698",30,89,"Cross-basin",33.7078651685393
"2699",40,89,"Cross-basin",44.9438202247191
"2700",27,89,"Cross-basin",30.3370786516854
"2701",23,89,"Cross-basin",25.8426966292135
"2702",17,89,"Cross-basin",19.1011235955056
"2703",36,89,"Cross-basin",40.4494382022472
"2704",22,89,"Cross-basin",24.7191011235955
"2705",14,89,"Cross-basin",15.7303370786517
"2706",9,89,"Cross-basin",10.1123595505618
"2707",27,89,"Cross-basin",30.3370786516854
"2708",38,89,"Cross-basin",42.6966292134831
"2709",37,89,"Cross-basin",41.5730337078652
"2710",13,89,"Cross-basin",14.6067415730337
"2711",14,89,"Cross-basin",15.7303370786517
"2712",34,89,"Cross-basin",38.2022471910112
"2713",37,89,"Cross-basin",41.5730337078652
"2714",24,89,"Cross-basin",26.9662921348315
"2715",23,89,"Cross-basin",25.8426966292135
"2716",38,89,"Cross-basin",42.6966292134831
"2717",26,89,"Cross-basin",29.2134831460674
"2718",22,89,"Cross-basin",24.7191011235955
"2719",14,89,"Cross-basin",15.7303370786517
"2720",22,89,"Cross-basin",24.7191011235955
"2721",32,89,"Cross-basin",35.9550561797753
"2722",38,89,"Cross-basin",42.6966292134831
"2723",37,89,"Cross-basin",41.5730337078652
"2724",37,89,"Cross-basin",41.5730337078652
"2725",34,89,"Cross-basin",38.2022471910112
"2726",7,89,"Cross-basin",7.86516853932584
"2727",32,89,"Cross-basin",35.9550561797753
"2728",15,89,"Cross-basin",16.8539325842697
"2729",10,89,"Cross-basin",11.2359550561798
"2730",7,89,"Cross-basin",7.86516853932584
"2731",7,89,"Cross-basin",7.86516853932584
"2732",38,89,"Cross-basin",42.6966292134831
"2733",29,89,"Cross-basin",32.5842696629214
"2734",19,89,"Cross-basin",21.3483146067416
"2735",40,89,"Cross-basin",44.9438202247191
"2736",23,89,"Cross-basin",25.8426966292135
"2737",23,89,"Cross-basin",25.8426966292135
"2738",39,89,"Cross-basin",43.8202247191011
"2739",18,89,"Cross-basin",20.2247191011236
"2740",21,89,"Cross-basin",23.5955056179775
"2741",17,89,"Cross-basin",19.1011235955056
"2742",20,89,"Cross-basin",22.4719101123595
"2743",16,89,"Cross-basin",17.9775280898876
"2744",10,89,"Cross-basin",11.2359550561798
"2745",9,89,"Cross-basin",10.1123595505618
"2746",15,89,"Cross-basin",16.8539325842697
"2747",16,89,"Cross-basin",17.9775280898876
"2748",19,89,"Cross-basin",21.3483146067416
"2749",25,89,"Cross-basin",28.0898876404494
"2750",23,89,"Cross-basin",25.8426966292135
"2751",26,89,"Cross-basin",29.2134831460674
"2752",19,89,"Cross-basin",21.3483146067416
"2753",13,89,"Cross-basin",14.6067415730337
"2754",36,89,"Cross-basin",40.4494382022472
"2755",34,89,"Cross-basin",38.2022471910112
"2756",35,89,"Cross-basin",39.3258426966292
"2757",26,89,"Cross-basin",29.2134831460674
"2758",6,89,"Cross-basin",6.74157303370786
"2759",13,89,"Cross-basin",14.6067415730337
"2760",14,89,"Cross-basin",15.7303370786517
"2761",16,89,"Cross-basin",17.9775280898876
"2762",13,89,"Cross-basin",14.6067415730337
"2763",24,89,"Cross-basin",26.9662921348315
"2764",38,89,"Cross-basin",42.6966292134831
"2765",28,89,"Cross-basin",31.4606741573034
"2766",18,89,"Cross-basin",20.2247191011236
"2767",11,89,"Cross-basin",12.3595505617978
"2768",29,89,"Cross-basin",32.5842696629214
"2769",17,89,"Cross-basin",19.1011235955056
"2770",27,89,"Cross-basin",30.3370786516854
"2771",18,89,"Cross-basin",20.2247191011236
"2772",27,89,"Cross-basin",30.3370786516854
"2773",26,89,"Cross-basin",29.2134831460674
"2774",32,89,"Cross-basin",35.9550561797753
"2775",35,89,"Cross-basin",39.3258426966292
"2776",29,89,"Cross-basin",32.5842696629214
"2777",13,89,"Cross-basin",14.6067415730337
"2778",26,89,"Cross-basin",29.2134831460674
"2779",32,89,"Cross-basin",35.9550561797753
"2780",32,89,"Cross-basin",35.9550561797753
"2781",25,89,"Cross-basin",28.0898876404494
"2782",38,89,"Cross-basin",42.6966292134831
"2783",27,89,"Cross-basin",30.3370786516854
"2784",31,89,"Cross-basin",34.8314606741573
"2785",30,89,"Cross-basin",33.7078651685393
"2786",30,89,"Cross-basin",33.7078651685393
"2787",40,89,"Cross-basin",44.9438202247191
"2788",28,89,"Cross-basin",31.4606741573034
"2789",29,89,"Cross-basin",32.5842696629214
"2790",24,89,"Cross-basin",26.9662921348315
"2791",10,89,"Cross-basin",11.2359550561798
"2792",20,89,"Cross-basin",22.4719101123595
"2793",28,89,"Cross-basin",31.4606741573034
"2794",31,89,"Cross-basin",34.8314606741573
"2795",33,89,"Cross-basin",37.0786516853933
"2796",29,89,"Cross-basin",32.5842696629214
"2797",9,89,"Cross-basin",10.1123595505618
"2798",18,89,"Cross-basin",20.2247191011236
"2799",5,89,"Cross-basin",5.61797752808989
"2800",12,89,"Cross-basin",13.4831460674157
"2801",17,89,"Cross-basin",19.1011235955056
"2802",20,89,"Cross-basin",22.4719101123595
"2803",28,89,"Cross-basin",31.4606741573034
"2804",19,89,"Cross-basin",21.3483146067416
"2805",24,89,"Cross-basin",26.9662921348315
"2806",29,89,"Cross-basin",32.5842696629214
"2807",33,89,"Cross-basin",37.0786516853933
"2808",20,89,"Cross-basin",22.4719101123595
"2809",28,89,"Cross-basin",31.4606741573034
"2810",26,89,"Cross-basin",29.2134831460674
"2811",20,89,"Cross-basin",22.4719101123595
"2812",18,89,"Cross-basin",20.2247191011236
"2813",5,89,"Cross-basin",5.61797752808989
"2814",11,89,"Cross-basin",12.3595505617978
"2815",14,89,"Cross-basin",15.7303370786517
"2816",18,89,"Cross-basin",20.2247191011236
"2817",34,89,"Cross-basin",38.2022471910112
"2818",19,89,"Cross-basin",21.3483146067416
"2819",35,89,"Cross-basin",39.3258426966292
"2820",18,89,"Cross-basin",20.2247191011236
"2821",34,89,"Cross-basin",38.2022471910112
"2822",39,89,"Cross-basin",43.8202247191011
"2823",23,89,"Cross-basin",25.8426966292135
"2824",19,89,"Cross-basin",21.3483146067416
"2825",32,89,"Cross-basin",35.9550561797753
"2826",17,89,"Cross-basin",19.1011235955056
"2827",28,89,"Cross-basin",31.4606741573034
"2828",16,89,"Cross-basin",17.9775280898876
"2829",23,89,"Cross-basin",25.8426966292135
"2830",16,89,"Cross-basin",17.9775280898876
"2831",21,89,"Cross-basin",23.5955056179775
"2832",31,89,"Cross-basin",34.8314606741573
"2833",11,89,"Cross-basin",12.3595505617978
"2834",11,89,"Cross-basin",12.3595505617978
"2835",7,89,"Cross-basin",7.86516853932584
"2836",19,89,"Cross-basin",21.3483146067416
"2837",22,89,"Cross-basin",24.7191011235955
"2838",17,89,"Cross-basin",19.1011235955056
"2839",31,89,"Cross-basin",34.8314606741573
"2840",35,89,"Cross-basin",39.3258426966292
"2841",22,89,"Cross-basin",24.7191011235955
"2842",24,89,"Cross-basin",26.9662921348315
"2843",40,89,"Cross-basin",44.9438202247191
"2844",26,89,"Cross-basin",29.2134831460674
"2845",23,89,"Cross-basin",25.8426966292135
"2846",26,89,"Cross-basin",29.2134831460674
"2847",14,89,"Cross-basin",15.7303370786517
"2848",19,89,"Cross-basin",21.3483146067416
"2849",13,89,"Cross-basin",14.6067415730337
"2850",13,89,"Cross-basin",14.6067415730337
"2851",15,89,"Cross-basin",16.8539325842697
"2852",24,89,"Cross-basin",26.9662921348315
"2853",26,89,"Cross-basin",29.2134831460674
"2854",23,89,"Cross-basin",25.8426966292135
"2855",4,89,"Cross-basin",4.49438202247191
"2856",11,89,"Cross-basin",12.3595505617978
"2857",17,89,"Cross-basin",19.1011235955056
"2858",3,89,"Cross-basin",3.37078651685393
"2859",5,89,"Cross-basin",5.61797752808989
"2860",23,89,"Cross-basin",25.8426966292135
"2861",31,89,"Cross-basin",34.8314606741573
"2862",24,89,"Cross-basin",26.9662921348315
"2863",8,89,"Cross-basin",8.98876404494382
"2864",19,89,"Cross-basin",21.3483146067416
"2865",37,89,"Cross-basin",41.5730337078652
"2866",29,89,"Cross-basin",32.5842696629214
"2867",19,89,"Cross-basin",21.3483146067416
"2868",18,89,"Cross-basin",20.2247191011236
"2869",23,89,"Cross-basin",25.8426966292135
"2870",38,89,"Cross-basin",42.6966292134831
"2871",39,89,"Cross-basin",43.8202247191011
"2872",39,89,"Cross-basin",43.8202247191011
"2873",29,89,"Cross-basin",32.5842696629214
"2874",22,89,"Cross-basin",24.7191011235955
"2875",20,89,"Cross-basin",22.4719101123595
"2876",18,89,"Cross-basin",20.2247191011236
"2877",18,89,"Cross-basin",20.2247191011236
"2878",33,89,"Cross-basin",37.0786516853933
"2879",17,89,"Cross-basin",19.1011235955056
"2880",29,89,"Cross-basin",32.5842696629214
"2881",20,89,"Cross-basin",22.4719101123595
"2882",28,89,"Cross-basin",31.4606741573034
"2883",27,89,"Cross-basin",30.3370786516854
"2884",37,89,"Cross-basin",41.5730337078652
"2885",40,89,"Cross-basin",44.9438202247191
"2886",34,89,"Cross-basin",38.2022471910112
"2887",35,89,"Cross-basin",39.3258426966292
"2888",23,89,"Cross-basin",25.8426966292135
"2889",29,89,"Cross-basin",32.5842696629214
"2890",26,89,"Cross-basin",29.2134831460674
"2891",15,89,"Cross-basin",16.8539325842697
"2892",20,89,"Cross-basin",22.4719101123595
"2893",32,89,"Cross-basin",35.9550561797753
"2894",20,89,"Cross-basin",22.4719101123595
"2895",23,89,"Cross-basin",25.8426966292135
"2896",25,89,"Cross-basin",28.0898876404494
"2897",31,89,"Cross-basin",34.8314606741573
"2898",38,89,"Cross-basin",42.6966292134831
"2899",30,89,"Cross-basin",33.7078651685393
"2900",21,89,"Cross-basin",23.5955056179775
"2901",16,89,"Cross-basin",17.9775280898876
"2902",26,89,"Cross-basin",29.2134831460674
"2903",27,89,"Cross-basin",30.3370786516854
"2904",25,89,"Cross-basin",28.0898876404494
"2905",20,89,"Cross-basin",22.4719101123595
"2906",14,89,"Cross-basin",15.7303370786517
"2907",18,89,"Cross-basin",20.2247191011236
"2908",16,89,"Cross-basin",17.9775280898876
"2909",13,89,"Cross-basin",14.6067415730337
"2910",30,89,"Cross-basin",33.7078651685393
"2911",22,89,"Cross-basin",24.7191011235955
"2912",32,89,"Cross-basin",35.9550561797753
"2913",16,89,"Cross-basin",17.9775280898876
"2914",34,89,"Cross-basin",38.2022471910112
"2915",31,89,"Cross-basin",34.8314606741573
"2916",32,89,"Cross-basin",35.9550561797753
"2917",36,89,"Cross-basin",40.4494382022472
"2918",41,89,"Cross-basin",46.0674157303371
"2919",21,89,"Cross-basin",23.5955056179775
"2920",34,89,"Cross-basin",38.2022471910112
"2921",24,89,"Cross-basin",26.9662921348315
"2922",19,89,"Cross-basin",21.3483146067416
"2923",15,89,"Cross-basin",16.8539325842697
"2924",16,89,"Cross-basin",17.9775280898876
"2925",33,89,"Cross-basin",37.0786516853933
"2926",33,89,"Cross-basin",37.0786516853933
"2927",24,89,"Cross-basin",26.9662921348315
"2928",16,89,"Cross-basin",17.9775280898876
"2929",23,89,"Cross-basin",25.8426966292135
"2930",34,89,"Cross-basin",38.2022471910112
"2931",12,89,"Cross-basin",13.4831460674157
"2932",31,89,"Cross-basin",34.8314606741573
"2933",34,89,"Cross-basin",38.2022471910112
"2934",24,89,"Cross-basin",26.9662921348315
"2935",21,89,"Cross-basin",23.5955056179775
"2936",27,89,"Cross-basin",30.3370786516854
"2937",32,89,"Cross-basin",35.9550561797753
"2938",33,89,"Cross-basin",37.0786516853933
"2939",29,89,"Cross-basin",32.5842696629214
"2940",27,89,"Cross-basin",30.3370786516854
"2941",14,89,"Cross-basin",15.7303370786517
"2942",16,89,"Cross-basin",17.9775280898876
"2943",27,89,"Cross-basin",30.3370786516854
"2944",20,89,"Cross-basin",22.4719101123595
"2945",28,89,"Cross-basin",31.4606741573034
"2946",28,89,"Cross-basin",31.4606741573034
"2947",19,89,"Cross-basin",21.3483146067416
"2948",16,89,"Cross-basin",17.9775280898876
"2949",17,89,"Cross-basin",19.1011235955056
"2950",19,89,"Cross-basin",21.3483146067416
"2951",20,89,"Cross-basin",22.4719101123595
"2952",17,89,"Cross-basin",19.1011235955056
"2953",19,89,"Cross-basin",21.3483146067416
"2954",34,89,"Cross-basin",38.2022471910112
"2955",24,89,"Cross-basin",26.9662921348315
"2956",34,89,"Cross-basin",38.2022471910112
"2957",28,89,"Cross-basin",31.4606741573034
"2958",30,89,"Cross-basin",33.7078651685393
"2959",17,89,"Cross-basin",19.1011235955056
"2960",24,89,"Cross-basin",26.9662921348315
"2961",19,89,"Cross-basin",21.3483146067416
"2962",19,89,"Cross-basin",21.3483146067416
"2963",14,89,"Cross-basin",15.7303370786517
"2964",14,89,"Cross-basin",15.7303370786517
"2965",33,89,"Cross-basin",37.0786516853933
"2966",29,89,"Cross-basin",32.5842696629214
"2967",23,89,"Cross-basin",25.8426966292135
"2968",39,89,"Cross-basin",43.8202247191011
"2969",21,89,"Cross-basin",23.5955056179775
"2970",26,89,"Cross-basin",29.2134831460674
"2971",25,89,"Cross-basin",28.0898876404494
"2972",32,89,"Cross-basin",35.9550561797753
"2973",28,89,"Cross-basin",31.4606741573034
"2974",19,89,"Cross-basin",21.3483146067416
"2975",23,89,"Cross-basin",25.8426966292135
"2976",5,89,"Cross-basin",5.61797752808989
"2977",22,89,"Cross-basin",24.7191011235955
"2978",18,89,"Cross-basin",20.2247191011236
"2979",15,89,"Cross-basin",16.8539325842697
"2980",25,89,"Cross-basin",28.0898876404494
"2981",13,89,"Cross-basin",14.6067415730337
"2982",34,89,"Cross-basin",38.2022471910112
"2983",36,89,"Cross-basin",40.4494382022472
"2984",8,89,"Cross-basin",8.98876404494382
"2985",6,89,"Cross-basin",6.74157303370786
"2986",20,89,"Cross-basin",22.4719101123595
"2987",15,89,"Cross-basin",16.8539325842697
"2988",29,89,"Cross-basin",32.5842696629214
"2989",29,89,"Cross-basin",32.5842696629214
"2990",39,89,"Cross-basin",43.8202247191011
"2991",33,89,"Cross-basin",37.0786516853933
"2992",17,89,"Cross-basin",19.1011235955056
"2993",39,89,"Cross-basin",43.8202247191011
"2994",20,89,"Cross-basin",22.4719101123595
"2995",33,89,"Cross-basin",37.0786516853933
"2996",38,89,"Cross-basin",42.6966292134831
"2997",37,89,"Cross-basin",41.5730337078652
"2998",15,89,"Cross-basin",16.8539325842697
"2999",18,89,"Cross-basin",20.2247191011236
"3000",22,89,"Cross-basin",24.7191011235955
"3001",31,89,"Cross-basin",34.8314606741573
"3002",36,89,"Cross-basin",40.4494382022472
"3003",23,89,"Cross-basin",25.8426966292135
"3004",29,89,"Cross-basin",32.5842696629214
"3005",21,89,"Cross-basin",23.5955056179775
"3006",24,89,"Cross-basin",26.9662921348315
"3007",37,89,"Cross-basin",41.5730337078652
"3008",19,89,"Cross-basin",21.3483146067416
"3009",30,89,"Cross-basin",33.7078651685393
"3010",24,89,"Cross-basin",26.9662921348315
"3011",18,89,"Cross-basin",20.2247191011236
"3012",26,89,"Cross-basin",29.2134831460674
"3013",29,89,"Cross-basin",32.5842696629214
"3014",25,89,"Cross-basin",28.0898876404494
"3015",21,89,"Cross-basin",23.5955056179775
"3016",22,89,"Cross-basin",24.7191011235955
"3017",15,89,"Cross-basin",16.8539325842697
"3018",10,89,"Cross-basin",11.2359550561798
"3019",25,89,"Cross-basin",28.0898876404494
"3020",26,89,"Cross-basin",29.2134831460674
"3021",20,89,"Cross-basin",22.4719101123595
"3022",11,89,"Cross-basin",12.3595505617978
"3023",15,89,"Cross-basin",16.8539325842697
"3024",11,89,"Cross-basin",12.3595505617978
"3025",10,89,"Cross-basin",11.2359550561798
"3026",7,89,"Cross-basin",7.86516853932584
"3027",8,89,"Cross-basin",8.98876404494382
"3028",2,89,"Cross-basin",2.24719101123596
"3029",11,89,"Cross-basin",12.3595505617978
"3030",13,89,"Cross-basin",14.6067415730337
"3031",20,89,"Cross-basin",22.4719101123595
"3032",23,89,"Cross-basin",25.8426966292135
"3033",19,89,"Cross-basin",21.3483146067416
"3034",29,89,"Cross-basin",32.5842696629214
"3035",27,89,"Cross-basin",30.3370786516854
"3036",18,89,"Cross-basin",20.2247191011236
"3037",16,89,"Cross-basin",17.9775280898876
"3038",21,89,"Cross-basin",23.5955056179775
"3039",14,89,"Cross-basin",15.7303370786517
"3040",27,89,"Cross-basin",30.3370786516854
"3041",22,89,"Cross-basin",24.7191011235955
"3042",21,89,"Cross-basin",23.5955056179775
"3043",29,89,"Cross-basin",32.5842696629214
"3044",36,89,"Cross-basin",40.4494382022472
