"","n_cells_model","n_cells_null","n_cells_oasis","model_null_ratio","lrr","null_percentage","model_percentage"
"47",31,18,125,1.72222222222222,0.543615446588982,14.4,24.8
"48",28,17,125,1.64705882352941,0.498991166118988,13.6,22.4
"49",29,14,125,2.07142857142857,0.728238500371216,11.2,23.2
"50",37,22,125,1.68181818181818,0.519875459285909,17.6,29.6
"51",31,18,125,1.72222222222222,0.543615446588982,14.4,24.8
"52",35,22,125,1.59090909090909,0.464305608131098,17.6,28
"53",39,16,125,2.4375,0.890972923889865,12.8,31.2
"54",42,14,125,3,1.09861228866811,11.2,33.6
"55",37,22,125,1.68181818181818,0.519875459285909,17.6,29.6
"56",38,19,125,2,0.693147180559945,15.2,30.4
"57",19,12,125,1.58333333333333,0.45953232937844,9.6,15.2
"58",25,14,125,1.78571428571429,0.579818495252942,11.2,20
"59",32,18,125,1.77777777777778,0.575364144903562,14.4,25.6
"60",25,11,125,2.27272727272727,0.82098055206983,8.8,20
"61",32,22,125,1.45454545454545,0.374693449441411,17.6,25.6
"62",37,16,125,2.3125,0.838329190404443,12.8,29.6
"63",34,19,125,1.78947368421053,0.581921545449721,15.2,27.2
"64",31,18,125,1.72222222222222,0.543615446588982,14.4,24.8
"65",35,26,125,1.34615384615385,0.297251523467932,20.8,28
"66",22,27,125,0.814814814814815,-0.204794412646013,21.6,17.6
"67",28,17,125,1.64705882352941,0.498991166118988,13.6,22.4
"68",23,13,125,1.76923076923077,0.570544858467613,10.4,18.4
"69",37,16,125,2.3125,0.838329190404443,12.8,29.6
"70",32,18,125,1.77777777777778,0.575364144903562,14.4,25.6
"71",37,12,125,3.08333333333333,1.12601126285622,9.6,29.6
"72",17,16,125,1.0625,0.0606246218164348,12.8,13.6
"73",29,17,125,1.70588235294118,0.534082485930258,13.6,23.2
"74",25,12,125,2.08333333333333,0.733969175080201,9.6,20
"75",16,20,125,0.8,-0.22314355131421,16,12.8
"76",25,18,125,1.38888888888889,0.328504066972036,14.4,20
"77",25,20,125,1.25,0.22314355131421,16,20
"78",36,19,125,1.89473684210526,0.63907995928967,15.2,28.8
"79",35,18,125,1.94444444444444,0.664976303593249,14.4,28
"80",31,23,125,1.34782608695652,0.298492988555997,18.4,24.8
"81",38,18,125,2.11111111111111,0.747214401830221,14.4,30.4
"82",33,18,125,1.83333333333333,0.606135803570315,14.4,26.4
"83",36,20,125,1.8,0.587786664902119,16,28.8
"84",36,16,125,2.25,0.810930216216329,12.8,28.8
"85",38,21,125,1.80952380952381,0.593063722002963,16.8,30.4
"86",42,27,125,1.55555555555556,0.441832752279039,21.6,33.6
"87",15,13,125,1.15384615384615,0.143100843640673,10.4,12
"88",28,24,125,1.16666666666667,0.154150679827258,19.2,22.4
"89",26,17,125,1.52941176470588,0.424883193965266,13.6,20.8
"90",29,15,125,1.93333333333333,0.659245628884264,12,23.2
"91",35,19,125,1.84210526315789,0.610909082322973,15.2,28
"92",19,26,125,0.730769230769231,-0.313657558855042,20.8,15.2
"93",30,19,125,1.57894736842105,0.456758402495715,15.2,24
"94",35,12,125,2.91666666666667,1.07044141170141,9.6,28
"95",35,21,125,1.66666666666667,0.510825623765991,16.8,28
"96",33,21,125,1.57142857142857,0.451985123743057,16.8,26.4
"97",32,14,125,2.28571428571429,0.826678573184468,11.2,25.6
"98",30,24,125,1.25,0.22314355131421,19.2,24
"99",24,21,125,1.14285714285714,0.133531392624523,16.8,19.2
"100",28,14,125,2,0.693147180559945,11.2,22.4
"101",18,18,125,1,0,14.4,14.4
"102",13,13,125,1,0,10.4,10.4
"103",26,24,125,1.08333333333333,0.0800427076735364,19.2,20.8
"104",31,17,125,1.82352941176471,0.60077386042893,13.6,24.8
"105",27,16,125,1.6875,0.523248143764548,12.8,21.6
"106",21,20,125,1.05,0.048790164169432,16,16.8
"107",38,15,125,2.53333333333333,0.929535958624176,12,30.4
"108",26,17,125,1.52941176470588,0.424883193965266,13.6,20.8
"109",30,22,125,1.36363636363636,0.310154928303839,17.6,24
"110",39,18,125,2.16666666666667,0.773189888233482,14.4,31.2
"111",30,14,125,2.14285714285714,0.762140052046897,11.2,24
"112",24,26,125,0.923076923076923,-0.0800427076735364,20.8,19.2
"113",29,21,125,1.38095238095238,0.322773392263051,16.8,23.2
"114",25,25,125,1,0,20,20
"115",21,18,125,1.16666666666667,0.154150679827258,14.4,16.8
"116",28,19,125,1.47368421052632,0.387765531008763,15.2,22.4
"117",23,18,125,1.27777777777778,0.245122458032985,14.4,18.4
"118",16,14,125,1.14285714285714,0.133531392624523,11.2,12.8
"119",20,19,125,1.05263157894737,0.0512932943875505,15.2,16
"120",25,16,125,1.5625,0.44628710262842,12.8,20
"121",35,13,125,2.69230769230769,0.990398704027877,10.4,28
"122",30,21,125,1.42857142857143,0.356674943938732,16.8,24
"123",33,22,125,1.5,0.405465108108164,17.6,26.4
"124",17,27,125,0.62962962962963,-0.462623521948113,21.6,13.6
"125",18,19,125,0.947368421052632,-0.0540672212702758,15.2,14.4
"126",38,18,125,2.11111111111111,0.747214401830221,14.4,30.4
"127",19,16,125,1.1875,0.171850256926659,12.8,15.2
"128",31,19,125,1.63157894736842,0.489548225318706,15.2,24.8
"129",35,18,125,1.94444444444444,0.664976303593249,14.4,28
"130",25,16,125,1.5625,0.44628710262842,12.8,20
"131",35,21,125,1.66666666666667,0.510825623765991,16.8,28
"132",30,17,125,1.76470588235294,0.567984037605939,13.6,24
"133",22,25,125,0.88,-0.127833371509885,20,17.6
"134",23,16,125,1.4375,0.362905493689368,12.8,18.4
"135",21,22,125,0.954545454545455,-0.0465200156348928,17.6,16.8
"136",20,16,125,1.25,0.22314355131421,12.8,16
"137",15,15,125,1,0,12,12
"138",19,21,125,0.904761904761905,-0.100083458556983,16.8,15.2
"139",27,18,125,1.5,0.405465108108164,14.4,21.6
"140",25,23,125,1.08695652173913,0.083381608939051,18.4,20
"141",26,18,125,1.44444444444444,0.367724780125317,14.4,20.8
"142",31,12,125,2.58333333333333,0.949080554697146,9.6,24.8
"143",38,16,125,2.375,0.864997437486605,12.8,30.4
"144",34,18,125,1.88888888888889,0.635988766719997,14.4,27.2
"145",29,14,125,2.07142857142857,0.728238500371216,11.2,23.2
"146",37,24,125,1.54166666666667,0.432864082296279,19.2,29.6
"147",30,23,125,1.30434782608696,0.265703165733006,18.4,24
"148",41,21,125,1.95238095238095,0.669049628980885,16.8,32.8
"149",39,16,125,2.4375,0.890972923889865,12.8,31.2
"150",43,13,125,3.30769230769231,1.19625075823203,10.4,34.4
"151",33,27,125,1.22222222222222,0.200670695462151,21.6,26.4
"152",24,21,125,1.14285714285714,0.133531392624523,16.8,19.2
"153",28,22,125,1.27272727272727,0.241162056816888,17.6,22.4
"154",21,21,125,1,0,16.8,16.8
"155",31,14,125,2.21428571428571,0.794929874869888,11.2,24.8
"156",23,17,125,1.35294117647059,0.302280871872934,13.6,18.4
"157",32,15,125,2.13333333333333,0.757685701697516,12,25.6
"158",23,13,125,1.76923076923077,0.570544858467613,10.4,18.4
"159",40,13,125,3.07692307692308,1.1239300966524,10.4,32
"160",30,17,125,1.76470588235294,0.567984037605939,13.6,24
"161",28,22,125,1.27272727272727,0.241162056816888,17.6,22.4
"162",30,16,125,1.875,0.628608659422374,12.8,24
"163",23,19,125,1.21052631578947,0.191055236762709,15.2,18.4
"164",27,24,125,1.125,0.117783035656383,19.2,21.6
"165",31,11,125,2.81818181818182,1.03609193168678,8.8,24.8
"166",25,16,125,1.5625,0.44628710262842,12.8,20
"167",35,20,125,1.75,0.559615787935423,16,28
"168",36,14,125,2.57142857142857,0.944461608840852,11.2,28.8
"169",24,12,125,2,0.693147180559945,9.6,19.2
"170",36,16,125,2.25,0.810930216216329,12.8,28.8
"171",36,22,125,1.63636363636364,0.492476485097794,17.6,28.8
"172",37,18,125,2.05555555555556,0.72054615474806,14.4,29.6
"173",32,15,125,2.13333333333333,0.757685701697516,12,25.6
"174",23,13,125,1.76923076923077,0.570544858467613,10.4,18.4
"175",24,19,125,1.26315789473684,0.233614851181505,15.2,19.2
"176",18,20,125,0.9,-0.105360515657826,16,14.4
"177",26,16,125,1.625,0.485507815781701,12.8,20.8
"178",30,13,125,2.30769230769231,0.836248024200619,10.4,24
"179",31,23,125,1.34782608695652,0.298492988555997,18.4,24.8
"180",20,21,125,0.952380952380952,-0.0487901641694321,16.8,16
"181",34,13,125,2.61538461538462,0.961411167154625,10.4,27.2
"182",30,19,125,1.57894736842105,0.456758402495715,15.2,24
"183",23,21,125,1.0952380952381,0.0909717782057268,16.8,18.4
"184",13,11,125,1.18181818181818,0.167054084663166,8.8,10.4
"185",23,22,125,1.04545454545455,0.0444517625708338,17.6,18.4
"186",28,23,125,1.21739130434783,0.196710294246054,18.4,22.4
"187",24,17,125,1.41176470588235,0.34484048629173,13.6,19.2
"188",38,17,125,2.23529411764706,0.80437281567017,13.6,30.4
"189",30,20,125,1.5,0.405465108108164,16,24
"190",26,20,125,1.3,0.262364264467491,16,20.8
"191",35,21,125,1.66666666666667,0.510825623765991,16.8,28
"192",38,16,125,2.375,0.864997437486605,12.8,30.4
"193",25,14,125,1.78571428571429,0.579818495252942,11.2,20
"194",46,12,125,3.83333333333333,1.34373474670109,9.6,36.8
"195",36,11,125,3.27272727272727,1.18562366565774,8.8,28.8
"196",32,18,125,1.77777777777778,0.575364144903562,14.4,25.6
"197",21,11,125,1.90909090909091,0.646627164925052,8.8,16.8
"198",42,17,125,2.47058823529412,0.904456274227152,13.6,33.6
"199",36,22,125,1.63636363636364,0.492476485097794,17.6,28.8
"200",29,20,125,1.45,0.371563556432483,16,23.2
"201",28,14,125,2,0.693147180559945,11.2,22.4
"202",25,23,125,1.08695652173913,0.083381608939051,18.4,20
"203",27,22,125,1.22727272727273,0.204794412646013,17.6,21.6
"204",30,16,125,1.875,0.628608659422374,12.8,24
"205",27,15,125,1.8,0.587786664902119,12,21.6
"206",24,16,125,1.5,0.405465108108164,12.8,19.2
"207",24,15,125,1.6,0.470003629245736,12,19.2
"208",32,17,125,1.88235294117647,0.63252255874351,13.6,25.6
"209",30,22,125,1.36363636363636,0.310154928303839,17.6,24
"210",18,18,125,1,0,14.4,14.4
"211",30,24,125,1.25,0.22314355131421,19.2,24
"212",36,20,125,1.8,0.587786664902119,16,28.8
"213",24,14,125,1.71428571428571,0.538996500732687,11.2,19.2
"214",38,17,125,2.23529411764706,0.80437281567017,13.6,30.4
"215",13,18,125,0.722222222222222,-0.325422400434628,14.4,10.4
"216",12,19,125,0.631578947368421,-0.45953232937844,15.2,9.6
"217",21,15,125,1.4,0.336472236621213,12,16.8
"218",34,19,125,1.78947368421053,0.581921545449721,15.2,27.2
"219",25,18,125,1.38888888888889,0.328504066972036,14.4,20
"220",17,18,125,0.944444444444444,-0.0571584138399486,14.4,13.6
"221",26,15,125,1.73333333333333,0.550046336919272,12,20.8
"222",41,11,125,3.72727272727273,1.31567679390594,8.8,32.8
"223",39,12,125,3.25,1.17865499634165,9.6,31.2
"224",37,19,125,1.94736842105263,0.666478933477784,15.2,29.6
"225",41,18,125,2.27777777777778,0.823200308808143,14.4,32.8
"226",39,20,125,1.95,0.667829372575655,16,31.2
"227",46,18,125,2.55555555555556,0.93826963859293,14.4,36.8
"228",29,18,125,1.61111111111111,0.476924072090309,14.4,23.2
"229",36,17,125,2.11764705882353,0.750305594399894,13.6,28.8
"230",37,16,125,2.3125,0.838329190404443,12.8,29.6
"231",30,18,125,1.66666666666667,0.510825623765991,14.4,24
"232",19,21,125,0.904761904761905,-0.100083458556983,16.8,15.2
"233",31,21,125,1.47619047619048,0.389464766761723,16.8,24.8
"234",22,24,125,0.916666666666667,-0.0870113769896298,19.2,17.6
"235",29,14,125,2.07142857142857,0.728238500371216,11.2,23.2
"236",21,15,125,1.4,0.336472236621213,12,16.8
"237",36,22,125,1.63636363636364,0.492476485097794,17.6,28.8
"238",39,22,125,1.77272727272727,0.572519192771331,17.6,31.2
"239",32,19,125,1.68421052631579,0.521296923633286,15.2,25.6
"240",31,9,125,3.44444444444444,1.23676262714893,7.2,24.8
"241",30,19,125,1.57894736842105,0.456758402495715,15.2,24
"242",36,15,125,2.4,0.8754687373539,12,28.8
"243",42,9,125,4.66666666666667,1.54044504094715,7.2,33.6
"244",36,24,125,1.5,0.405465108108164,19.2,28.8
"245",38,15,125,2.53333333333333,0.929535958624176,12,30.4
"246",40,13,125,3.07692307692308,1.1239300966524,10.4,32
"247",24,18,125,1.33333333333333,0.287682072451781,14.4,19.2
"248",32,12,125,2.66666666666667,0.980829253011726,9.6,25.6
"249",34,19,125,1.78947368421053,0.581921545449721,15.2,27.2
"250",17,12,125,1.41666666666667,0.348306694268216,9.6,13.6
"251",30,16,125,1.875,0.628608659422374,12.8,24
"252",37,21,125,1.76190476190476,0.566395474920801,16.8,29.6
"253",42,14,125,3,1.09861228866811,11.2,33.6
"254",31,15,125,2.06666666666667,0.725937003382936,12,24.8
"255",32,26,125,1.23076923076923,0.207639364778245,20.8,25.6
"256",33,17,125,1.94117647058824,0.663294217410264,13.6,26.4
"257",24,20,125,1.2,0.182321556793955,16,19.2
"258",19,17,125,1.11764705882353,0.111225635110224,13.6,15.2
"259",32,22,125,1.45454545454545,0.374693449441411,17.6,25.6
"260",26,12,125,2.16666666666667,0.773189888233482,9.6,20.8
"261",33,16,125,2.0625,0.723918839226699,12.8,26.4
"262",32,17,125,1.88235294117647,0.63252255874351,13.6,25.6
"263",39,13,125,3,1.09861228866811,10.4,31.2
"264",35,23,125,1.52173913043478,0.419853845560264,18.4,28
"265",37,15,125,2.46666666666667,0.902867711542014,12,29.6
"266",36,18,125,2,0.693147180559945,14.4,28.8
"267",35,19,125,1.84210526315789,0.610909082322973,15.2,28
"268",28,18,125,1.55555555555556,0.441832752279039,14.4,22.4
"269",40,13,125,3.07692307692308,1.1239300966524,10.4,32
"270",26,18,125,1.44444444444444,0.367724780125317,14.4,20.8
"271",42,17,125,2.47058823529412,0.904456274227152,13.6,33.6
"272",40,22,125,1.81818181818182,0.59783700075562,17.6,32
"273",39,18,125,2.16666666666667,0.773189888233482,14.4,31.2
"274",35,19,125,1.84210526315789,0.610909082322973,15.2,28
"275",14,19,125,0.736842105263158,-0.305381649551182,15.2,11.2
"276",36,24,125,1.5,0.405465108108164,19.2,28.8
"277",26,11,125,2.36363636363636,0.860201265223112,8.8,20.8
"278",28,20,125,1.4,0.336472236621213,16,22.4
"279",31,25,125,1.24,0.215111379616945,20,24.8
"280",30,19,125,1.57894736842105,0.456758402495715,15.2,24
"281",23,16,125,1.4375,0.362905493689368,12.8,18.4
"282",23,18,125,1.27777777777778,0.245122458032985,14.4,18.4
"283",16,11,125,1.45454545454545,0.374693449441411,8.8,12.8
"284",19,25,125,0.76,-0.27443684570176,20,15.2
"285",32,10,125,3.2,1.16315080980568,8,25.6
"286",39,18,125,2.16666666666667,0.773189888233482,14.4,31.2
"287",31,20,125,1.55,0.438254930931155,16,24.8
"288",39,13,125,3,1.09861228866811,10.4,31.2
"289",23,17,125,1.35294117647059,0.302280871872934,13.6,18.4
"290",43,19,125,2.26315789473684,0.816761136527122,15.2,34.4
"291",33,16,125,2.0625,0.723918839226699,12.8,26.4
"292",29,17,125,1.70588235294118,0.534082485930258,13.6,23.2
"293",24,20,125,1.2,0.182321556793955,16,19.2
"294",34,11,125,3.09090909090909,1.12846525181779,8.8,27.2
"295",33,20,125,1.65,0.500775287912489,16,26.4
"296",36,16,125,2.25,0.810930216216329,12.8,28.8
"297",20,17,125,1.17647058823529,0.162518929497775,13.6,16
"298",15,16,125,0.9375,-0.0645385211375712,12.8,12
"299",28,13,125,2.15384615384615,0.767255152713667,10.4,22.4
"300",19,19,125,1,0,15.2,15.2
"301",26,16,125,1.625,0.485507815781701,12.8,20.8
"302",22,19,125,1.15789473684211,0.146603474191875,15.2,17.6
"303",24,19,125,1.26315789473684,0.233614851181505,15.2,19.2
"304",29,21,125,1.38095238095238,0.322773392263051,16.8,23.2
"305",23,17,125,1.35294117647059,0.302280871872934,13.6,18.4
"306",31,14,125,2.21428571428571,0.794929874869888,11.2,24.8
"307",30,13,125,2.30769230769231,0.836248024200619,10.4,24
"308",26,19,125,1.36842105263158,0.313657558855042,15.2,20.8
"309",33,18,125,1.83333333333333,0.606135803570315,14.4,26.4
"310",20,21,125,0.952380952380952,-0.0487901641694321,16.8,16
"311",24,23,125,1.04347826086957,0.0425596144187959,18.4,19.2
"312",24,18,125,1.33333333333333,0.287682072451781,14.4,19.2
"313",27,20,125,1.35,0.300104592450338,16,21.6
"314",34,16,125,2.125,0.75377180237638,12.8,27.2
"315",35,22,125,1.59090909090909,0.464305608131098,17.6,28
"316",20,18,125,1.11111111111111,0.105360515657826,14.4,16
"317",18,18,125,1,0,14.4,14.4
"318",13,21,125,0.619047619047619,-0.479573080261886,16.8,10.4
"319",27,16,125,1.6875,0.523248143764548,12.8,21.6
"320",35,14,125,2.5,0.916290731874155,11.2,28
"321",41,19,125,2.15789473684211,0.769133087537867,15.2,32.8
"322",38,11,125,3.45454545454545,1.23969088692802,8.8,30.4
"323",28,20,125,1.4,0.336472236621213,16,22.4
"324",25,20,125,1.25,0.22314355131421,16,20
"325",18,22,125,0.818181818181818,-0.200670695462151,17.6,14.4
"326",18,20,125,0.9,-0.105360515657826,16,14.4
"327",25,24,125,1.04166666666667,0.0408219945202552,19.2,20
"328",31,23,125,1.34782608695652,0.298492988555997,18.4,24.8
"329",21,20,125,1.05,0.048790164169432,16,16.8
"330",23,18,125,1.27777777777778,0.245122458032985,14.4,18.4
"331",42,14,125,3,1.09861228866811,11.2,33.6
"332",26,17,125,1.52941176470588,0.424883193965266,13.6,20.8
"333",38,18,125,2.11111111111111,0.747214401830221,14.4,30.4
"334",27,12,125,2.25,0.810930216216329,9.6,21.6
"335",28,19,125,1.47368421052632,0.387765531008763,15.2,22.4
"336",19,18,125,1.05555555555556,0.0540672212702758,14.4,15.2
"337",28,16,125,1.75,0.559615787935423,12.8,22.4
"338",23,12,125,1.91666666666667,0.650587566141149,9.6,18.4
"339",24,23,125,1.04347826086957,0.0425596144187959,18.4,19.2
"340",24,13,125,1.84615384615385,0.613104472886409,10.4,19.2
"341",42,16,125,2.625,0.965080896043587,12.8,33.6
"342",34,25,125,1.36,0.307484699747961,20,27.2
"343",38,16,125,2.375,0.864997437486605,12.8,30.4
"344",41,18,125,2.27777777777778,0.823200308808143,14.4,32.8
"345",44,15,125,2.93333333333333,1.07613943281605,12,35.2
"346",26,24,125,1.08333333333333,0.0800427076735364,19.2,20.8
"347",34,15,125,2.26666666666667,0.818310323513951,12,27.2
"348",36,23,125,1.56521739130435,0.44802472252696,18.4,28.8
"349",28,23,125,1.21739130434783,0.196710294246054,18.4,22.4
"350",17,13,125,1.30769230769231,0.268263986594679,10.4,13.6
"351",22,20,125,1.1,0.0953101798043249,16,17.6
"352",23,18,125,1.27777777777778,0.245122458032985,14.4,18.4
"353",17,17,125,1,0,13.6,13.6
"354",29,14,125,2.07142857142857,0.728238500371216,11.2,23.2
"355",26,18,125,1.44444444444444,0.367724780125317,14.4,20.8
"356",33,18,125,1.83333333333333,0.606135803570315,14.4,26.4
"357",22,17,125,1.29411764705882,0.2578291093021,13.6,17.6
"358",28,22,125,1.27272727272727,0.241162056816888,17.6,22.4
"359",26,13,125,2,0.693147180559945,10.4,20.8
"360",25,13,125,1.92307692307692,0.653926467406664,10.4,20
"361",25,19,125,1.31578947368421,0.27443684570176,15.2,20
"362",27,21,125,1.28571428571429,0.251314428280906,16.8,21.6
"363",40,13,125,3.07692307692308,1.1239300966524,10.4,32
"364",35,9,125,3.88888888888889,1.35812348415319,7.2,28
"365",23,21,125,1.0952380952381,0.0909717782057268,16.8,18.4
"366",27,20,125,1.35,0.300104592450338,16,21.6
"367",31,20,125,1.55,0.438254930931155,16,24.8
"368",34,17,125,2,0.693147180559945,13.6,27.2
"369",31,16,125,1.9375,0.661398482245365,12.8,24.8
"370",43,14,125,3.07142857142857,1.1221427860783,11.2,34.4
"371",31,21,125,1.47619047619048,0.389464766761723,16.8,24.8
"372",35,23,125,1.52173913043478,0.419853845560264,18.4,28
"373",17,17,125,1,0,13.6,13.6
"374",19,13,125,1.46153846153846,0.379489621704904,10.4,15.2
"375",28,29,125,0.96551724137931,-0.0350913198112701,23.2,22.4
"376",32,20,125,1.6,0.470003629245736,16,25.6
"377",27,16,125,1.6875,0.523248143764548,12.8,21.6
"378",34,11,125,3.09090909090909,1.12846525181779,8.8,27.2
"379",25,17,125,1.47058823529412,0.385662480811985,13.6,20
"380",27,19,125,1.42105263157895,0.351397886837889,15.2,21.6
"381",32,14,125,2.28571428571429,0.826678573184468,11.2,25.6
"382",18,21,125,0.857142857142857,-0.154150679827258,16.8,14.4
"383",29,16,125,1.8125,0.594707107746693,12.8,23.2
"384",32,15,125,2.13333333333333,0.757685701697516,12,25.6
"385",30,20,125,1.5,0.405465108108164,16,24
"386",29,15,125,1.93333333333333,0.659245628884264,12,23.2
"387",18,18,125,1,0,14.4,14.4
"388",22,19,125,1.15789473684211,0.146603474191875,15.2,17.6
"389",19,22,125,0.863636363636364,-0.146603474191875,17.6,15.2
"390",28,17,125,1.64705882352941,0.498991166118988,13.6,22.4
"391",24,18,125,1.33333333333333,0.287682072451781,14.4,19.2
"392",27,18,125,1.5,0.405465108108164,14.4,21.6
"393",21,21,125,1,0,16.8,16.8
"394",29,25,125,1.16,0.148420005118273,20,23.2
"395",32,14,125,2.28571428571429,0.826678573184468,11.2,25.6
"396",25,19,125,1.31578947368421,0.27443684570176,15.2,20
"397",21,16,125,1.3125,0.271933715483642,12.8,16.8
"398",38,26,125,1.46153846153846,0.379489621704904,20.8,30.4
"399",22,20,125,1.1,0.0953101798043249,16,17.6
"400",21,16,125,1.3125,0.271933715483642,12.8,16.8
"401",20,16,125,1.25,0.22314355131421,12.8,16
"402",31,16,125,1.9375,0.661398482245365,12.8,24.8
"403",36,25,125,1.44,0.364643113587909,20,28.8
"404",38,19,125,2,0.693147180559945,15.2,30.4
"405",36,15,125,2.4,0.8754687373539,12,28.8
"406",34,24,125,1.41666666666667,0.348306694268216,19.2,27.2
"407",26,19,125,1.36842105263158,0.313657558855042,15.2,20.8
"408",29,17,125,1.70588235294118,0.534082485930258,13.6,23.2
"409",23,21,125,1.0952380952381,0.0909717782057268,16.8,18.4
"410",28,20,125,1.4,0.336472236621213,16,22.4
"411",29,12,125,2.41666666666667,0.882389180198474,9.6,23.2
"412",27,27,125,1,0,21.6,21.6
"413",29,20,125,1.45,0.371563556432483,16,23.2
"414",27,20,125,1.35,0.300104592450338,16,21.6
"415",30,11,125,2.72727272727273,1.00330210886378,8.8,24
"416",22,20,125,1.1,0.0953101798043249,16,17.6
"417",32,20,125,1.6,0.470003629245736,16,25.6
"418",25,16,125,1.5625,0.44628710262842,12.8,20
"419",27,22,125,1.22727272727273,0.204794412646013,17.6,21.6
"420",27,15,125,1.8,0.587786664902119,12,21.6
"421",28,13,125,2.15384615384615,0.767255152713667,10.4,22.4
"422",28,16,125,1.75,0.559615787935423,12.8,22.4
"423",23,19,125,1.21052631578947,0.191055236762709,15.2,18.4
"424",27,18,125,1.5,0.405465108108164,14.4,21.6
"425",28,24,125,1.16666666666667,0.154150679827258,19.2,22.4
"426",35,17,125,2.05882352941176,0.722134717433197,13.6,28
"427",19,14,125,1.35714285714286,0.305381649551182,11.2,15.2
"428",26,22,125,1.18181818181818,0.167054084663166,17.6,20.8
"429",31,18,125,1.72222222222222,0.543615446588982,14.4,24.8
"430",28,20,125,1.4,0.336472236621213,16,22.4
"431",29,21,125,1.38095238095238,0.322773392263051,16.8,23.2
"432",46,21,125,2.19047619047619,0.784118958765672,16.8,36.8
"433",47,15,125,3.13333333333333,1.14209740060785,12,37.6
"434",29,19,125,1.52631578947368,0.422856850820034,15.2,23.2
"435",42,19,125,2.21052631578947,0.793230639116928,15.2,33.6
"436",29,15,125,1.93333333333333,0.659245628884264,12,23.2
"437",45,15,125,3,1.09861228866811,12,36
"438",36,23,125,1.56521739130435,0.44802472252696,18.4,28.8
"439",26,10,125,2.6,0.955511445027436,8,20.8
"440",32,21,125,1.52380952380952,0.421213465076303,16.8,25.6
"441",37,15,125,2.46666666666667,0.902867711542014,12,29.6
"442",32,15,125,2.13333333333333,0.757685701697516,12,25.6
"443",34,20,125,1.7,0.53062825106217,16,27.2
"444",28,22,125,1.27272727272727,0.241162056816888,17.6,22.4
"445",28,21,125,1.33333333333333,0.287682072451781,16.8,22.4
"446",25,18,125,1.38888888888889,0.328504066972036,14.4,20
"447",31,16,125,1.9375,0.661398482245365,12.8,24.8
"448",28,19,125,1.47368421052632,0.387765531008763,15.2,22.4
"449",37,20,125,1.85,0.615185639090233,16,29.6
"450",30,17,125,1.76470588235294,0.567984037605939,13.6,24
"451",31,20,125,1.55,0.438254930931155,16,24.8
