"","group","i",".variable",".value",".lower",".upper",".width",".point",".interval","JURISDICTION"
"21","Oahu",21,"eta",0.0615029687028693,0.00773275350368112,0.299762609084414,0.95,"median","qi","MHI"
"22","Pearl & Hermes",22,"eta",0.0435558154063183,0.00462939549025693,0.335482389586219,0.95,"median","qi","NWHI"
"23","Rose",23,"eta",0.0849799061954013,0.0194689612759401,0.254938614778034,0.95,"median","qi","SAMOA"
"24","Rota",24,"eta",0.0778835705190675,0.00686657261478893,0.484862087860754,0.95,"median","qi","MARIAN"
"25","SEFCRI",25,"eta",0.0542848701019759,0.00449629618366418,0.36221936351911,0.95,"median","qi","FLORIDA"
"26","STJ",26,"eta",0.0508735893332984,0.0283330413628475,0.0827978689277085,0.95,"median","qi","USVI"
"27","STT",27,"eta",0.071503566453105,0.041877276210936,0.114168828226945,0.95,"median","qi","USVI"
"28","STT_STJ_offshore",28,"eta",0.390321690675252,0.183603241021859,0.628537600503372,0.95,"median","qi","USVI"
"29","STX",29,"eta",0.0730825961189081,0.0258691598884946,0.162019353140141,0.95,"median","qi","USVI"
"30","SWPRICO",30,"eta",0.0614067260784613,0.028982703413147,0.136208707515922,0.95,"median","qi","PRICO"
"31","Tortugas",31,"eta",0.0961070232469177,0.0487986508176828,0.174926577841163,0.95,"median","qi","FLORIDA"
"32","Tutuila",32,"eta",0.149726225664558,0.0825320205388655,0.249761031367781,0.95,"median","qi","SAMOA"
"33","EPRICO",1,"eta",0.0558744029057608,0.029646216211898,0.105975020109211,0.8,"median","qi","PRICO"
"34","French Frigate",2,"eta",0.253074764553974,0.150296836550452,0.3952894793234,0.8,"median","qi","NWHI"
"35","Guam",3,"eta",0.0673784420977022,0.0149833999787215,0.252987496503305,0.8,"median","qi","MARIAN"
"36","Hawaii",4,"eta",0.129951062643442,0.0588582019331212,0.248750858521472,0.8,"median","qi","MHI"
"37","Kahoolawe",5,"eta",0.149999601884531,0.0606734126075567,0.329113822280239,0.8,"median","qi","MHI"
"38","Kauai",6,"eta",0.0641312503495168,0.0139462046003159,0.242180609158225,0.8,"median","qi","MHI"
"39","Keys_lower",7,"eta",0.290897163216752,0.206578893859141,0.386357227605042,0.8,"median","qi","FLORIDA"
"40","Keys_middle",8,"eta",0.536408453127402,0.375112473830049,0.693113690784167,0.8,"median","qi","FLORIDA"
"41","Keys_upper",9,"eta",0.064270454847506,0.0286975494926403,0.135493205055258,0.8,"median","qi","FLORIDA"
"42","Kure",10,"eta",0.080118617947693,0.0182213343055424,0.291112831393984,0.8,"median","qi","NWHI"
"43","Lanai",11,"eta",0.158886188383547,0.0681006690100809,0.321492235861048,0.8,"median","qi","MHI"
"44","Lisianski",12,"eta",0.0585564396040581,0.0203635289544716,0.167228616729099,0.8,"median","qi","NWHI"
"45","Manua_islands",13,"eta",0.16804140408199,0.119186191721207,0.228604415724455,0.8,"median","qi","SAMOA"
"46","Marianas_lower",14,"eta",0.0688022106245022,0.0147259314082568,0.257050327170589,0.8,"median","qi","MARIAN"
"47","Marianas_middle",15,"eta",0.0724519567629721,0.0208102209862479,0.240711741370397,0.8,"median","qi","MARIAN"
"48","Marianas_upper",16,"eta",0.0525990669155004,0.0229443449848474,0.102623387450369,0.8,"median","qi","MARIAN"
"49","Maui",17,"eta",0.179737225508419,0.11378948096202,0.271122640682204,0.8,"median","qi","MHI"
"50","Molokai",18,"eta",0.425686937732762,0.32964336753886,0.521892748378643,0.8,"median","qi","MHI"
"51","Niihau",19,"eta",0.0701425129437495,0.0144846858976465,0.264663346361904,0.8,"median","qi","MHI"
"52","NPRICO",20,"eta",0.109392594865097,0.054601173297362,0.208705908183564,0.8,"median","qi","PRICO"
"53","Oahu",21,"eta",0.0615029687028693,0.0161689667329645,0.188670283782071,0.8,"median","qi","MHI"
"54","Pearl & Hermes",22,"eta",0.0435558154063183,0.0106594229826692,0.168653701905107,0.8,"median","qi","NWHI"
"55","Rose",23,"eta",0.0849799061954013,0.034030758904198,0.182312020619308,0.8,"median","qi","SAMOA"
"56","Rota",24,"eta",0.0778835705190675,0.0174663391706751,0.280537536239431,0.8,"median","qi","MARIAN"
"57","SEFCRI",25,"eta",0.0542848701019759,0.0114202133466977,0.201275008286766,0.8,"median","qi","FLORIDA"
"58","STJ",26,"eta",0.0508735893332984,0.035177179851484,0.070969151587855,0.8,"median","qi","USVI"
"59","STT",27,"eta",0.071503566453105,0.0506187531763731,0.0976213891543297,0.8,"median","qi","USVI"
"60","STT_STJ_offshore",28,"eta",0.390321690675252,0.247390361311302,0.549710772036189,0.8,"median","qi","USVI"
"61","STX",29,"eta",0.0730825961189081,0.0370264467836629,0.127767708501608,0.8,"median","qi","USVI"
"62","SWPRICO",30,"eta",0.0614067260784613,0.0382712472524183,0.100769112670399,0.8,"median","qi","PRICO"
"63","Tortugas",31,"eta",0.0961070232469177,0.0618596939969551,0.144580363793858,0.8,"median","qi","FLORIDA"
"64","Tutuila",32,"eta",0.149726225664558,0.102245175597317,0.211291359556814,0.8,"median","qi","SAMOA"
