"","i",".variable",".value",".lower",".upper",".width",".point",".interval","cell_2.5"
"80",80,"psi",0.738436399471722,0.269618776833125,0.991310385608488,0.95,"median","qi","-80.188_25.354"
"81",81,"psi",0.819144587672673,0.352031882375928,0.994775346030393,0.95,"median","qi","-80.188_25.396"
"82",82,"psi",0.131967242220874,0.0175139395107007,0.851308202085943,0.95,"median","qi","-80.229_25.146"
"83",83,"psi",0.419919725557481,0.0929211030022849,0.966035269858976,0.95,"median","qi","-80.229_25.188"
"84",84,"psi",0.323750921113544,0.0638183456288987,0.947222206356211,0.95,"median","qi","-80.229_25.229"
"85",85,"psi",0.685922601234742,0.237448943454895,0.988549468682695,0.95,"median","qi","-80.229_25.271"
"86",86,"psi",0.802607089722157,0.347312623944209,0.994087040801794,0.95,"median","qi","-80.229_25.312"
"87",87,"psi",0.147360574634088,0.0199403686091778,0.87068646550621,0.95,"median","qi","-80.271_25.104"
"88",88,"psi",0.266032783179256,0.0467237293378054,0.933910195195076,0.95,"median","qi","-80.271_25.146"
"89",89,"psi",0.462174917607412,0.108147208380232,0.971137989276552,0.95,"median","qi","-80.271_25.188"
"90",90,"psi",0.850051176654053,0.420462048249858,0.9958911543742,0.95,"median","qi","-80.271_25.229"
"91",91,"psi",0.231729971091105,0.0263412276181622,0.92850524485882,0.95,"median","qi","-80.312_25.062"
"92",92,"psi",0.495707145620677,0.123201056380342,0.974247475038574,0.95,"median","qi","-80.312_25.104"
"93",93,"psi",0.813567561566716,0.357329376664447,0.994511715004984,0.95,"median","qi","-80.312_25.146"
"94",94,"psi",0.899767993739093,0.485214263027154,0.997701387527573,0.95,"median","qi","-80.312_25.188"
"95",95,"psi",0.168213490476278,0.0226953784421545,0.892788000157686,0.95,"median","qi","-80.354_25.021"
"96",96,"psi",0.714427688122594,0.217733968789629,0.991028621976477,0.95,"median","qi","-80.354_25.062"
"97",97,"psi",0.945821008234863,0.624154740255422,0.998864995947033,0.95,"median","qi","-80.354_25.146"
"98",98,"psi",0.226812249720638,0.0329378518357811,0.92359429264491,0.95,"median","qi","-80.396_24.979"
"99",99,"psi",0.344895202510116,0.0626056363310746,0.955510475411409,0.95,"median","qi","-80.396_25.021"
"100",100,"psi",0.879667051160133,0.455196114270615,0.996988865957587,0.95,"median","qi","-80.396_25.062"
"101",101,"psi",0.23314616681261,0.0332615890347237,0.927032207766089,0.95,"median","qi","-80.438_24.979"
"102",102,"psi",0.795677979846776,0.32193577419406,0.994073162708449,0.95,"median","qi","-80.438_25.021"
"103",103,"psi",0.672063721842802,0.193879643779404,0.989241498270607,0.95,"median","qi","-80.479_24.979"
"104",104,"psi",0.00518766025120106,3.75847688237874e-05,0.196117025751424,0.95,"median","qi","-80.021_26.479"
"105",105,"psi",0.00940595138178162,6.98485865654051e-05,0.305577363098806,0.95,"median","qi","-80.021_26.521"
"106",106,"psi",0.00885925097890163,6.46787482584182e-05,0.29013200463252,0.95,"median","qi","-80.021_26.562"
"107",107,"psi",0.00677011223767641,4.66780547864958e-05,0.256606428482531,0.95,"median","qi","-80.021_26.604"
"108",108,"psi",0.00419963889453486,2.97316414639187e-05,0.168254340302237,0.95,"median","qi","-80.021_26.688"
"109",109,"psi",0.0112016177772027,8.98314725230083e-05,0.329049341236408,0.95,"median","qi","-80.021_26.729"
"110",110,"psi",0.00788456250106724,6.16814688580148e-05,0.257640139048604,0.95,"median","qi","-80.021_26.771"
"111",111,"psi",0.00548555682011405,4.13820060243052e-05,0.191729565065839,0.95,"median","qi","-80.021_26.812"
"112",112,"psi",0.00419664483228847,2.98883709173437e-05,0.155248327348945,0.95,"median","qi","-80.021_26.854"
"113",113,"psi",0.0023336780675309,1.51007604625517e-05,0.0983102040144164,0.95,"median","qi","-80.021_26.896"
"114",114,"psi",0.0021119177757044,1.36613901851069e-05,0.0894345094900174,0.95,"median","qi","-80.021_26.938"
"115",115,"psi",0.00185812209697846,1.11873186500499e-05,0.0826181196630739,0.95,"median","qi","-80.021_26.979"
"116",116,"psi",0.00185396311731199,1.21626058021304e-05,0.0779698026462837,0.95,"median","qi","-80.021_27.062"
"117",117,"psi",0.0194127771310248,0.000228104878314916,0.347574539771135,0.95,"median","qi","-80.062_26.104"
"118",118,"psi",0.0206894650625142,0.000238667479614254,0.373031988580503,0.95,"median","qi","-80.062_26.146"
"119",119,"psi",0.0173462165746802,0.000196938565190914,0.333784604072058,0.95,"median","qi","-80.062_26.188"
"120",120,"psi",0.0152864158805326,0.000167302455542176,0.31438704965652,0.95,"median","qi","-80.062_26.229"
"121",121,"psi",0.0112539315226123,0.000112534941342215,0.267507396606228,0.95,"median","qi","-80.062_26.271"
"122",122,"psi",0.0194394753379735,0.000184963240215059,0.399156676222035,0.95,"median","qi","-80.062_26.312"
"123",123,"psi",0.0216679788212534,0.00021018301057843,0.423753619048491,0.95,"median","qi","-80.062_26.354"
"124",124,"psi",0.0219866555620752,0.000227509724089168,0.424969087196584,0.95,"median","qi","-80.062_26.396"
"125",125,"psi",0.0182327344955004,0.000175333012696888,0.396224408468758,0.95,"median","qi","-80.062_26.438"
"126",126,"psi",0.00595491218599553,4.27737348478108e-05,0.21223312309025,0.95,"median","qi","-80.062_26.979"
"127",127,"psi",0.00172758756093877,1.08193036507779e-05,0.0830158501299249,0.95,"median","qi","-80.062_27.062"
"128",128,"psi",0.00142745866680761,6.56722211977928e-06,0.105089741002523,0.95,"median","qi","-80.062_27.104"
"129",129,"psi",0.0019239687524266,7.12140182887121e-06,0.193628801607189,0.95,"median","qi","-80.062_27.146"
"130",130,"psi",0.0378745146306885,0.000456339203326889,0.509796345103052,0.95,"median","qi","-80.104_25.771"
"131",131,"psi",0.0387046760607609,0.000475088284239106,0.515942110839545,0.95,"median","qi","-80.104_25.812"
"132",132,"psi",0.0365648087721635,0.00045022463484736,0.504560739137718,0.95,"median","qi","-80.104_25.854"
"133",133,"psi",0.0267985022314371,0.000319741173754523,0.421852913715355,0.95,"median","qi","-80.104_25.896"
"134",134,"psi",0.0264017413010077,0.00031574562531458,0.419102663371891,0.95,"median","qi","-80.104_25.938"
"135",135,"psi",0.0273812825205248,0.000322386227771039,0.433720854191006,0.95,"median","qi","-80.104_25.979"
"136",136,"psi",0.0311903806132867,0.000376193930476789,0.471740057180023,0.95,"median","qi","-80.104_26.021"
"137",137,"psi",0.0349307473889623,0.000431769346505788,0.500594845886987,0.95,"median","qi","-80.104_26.062"
"138",138,"psi",0.0536989355453813,0.0007061952600099,0.614770039977942,0.95,"median","qi","-80.104_26.104"
"139",139,"psi",0.0520025864613431,0.00067695632612443,0.609883591081911,0.95,"median","qi","-80.104_26.146"
"140",140,"psi",0.0679680559738335,0.000908922605951562,0.677339983323492,0.95,"median","qi","-80.104_26.188"
"141",141,"psi",0.030420195831347,0.000324632438262878,0.501857663631688,0.95,"median","qi","-80.104_26.229"
"142",142,"psi",0.00476270473612557,2.31276481916453e-05,0.281143846250366,0.95,"median","qi","-80.104_27.104"
"143",143,"psi",0.049196418208544,0.000208272523043006,0.854710052539552,0.95,"median","qi","-80.146_27.104"
"144",144,"psi",0.0158150411746597,6.92785357733585e-05,0.616152667187168,0.95,"median","qi","-80.146_27.146"
"145",145,"psi",0.655551845381933,0.170792542367998,0.988676411377583,0.95,"median","qi","-82.021_24.438"
"146",146,"psi",0.888044843476136,0.469831162364601,0.997342494946135,0.95,"median","qi","-82.021_24.479"
"147",147,"psi",0.663107235210888,0.179588487483996,0.988932360073699,0.95,"median","qi","-82.062_24.438"
"148",148,"psi",0.668883391538613,0.177176016665249,0.989929174087373,0.95,"median","qi","-82.104_24.438"
"149",149,"psi",0.903970419363352,0.51611769919798,0.997782912828575,0.95,"median","qi","-82.104_24.479"
"150",150,"psi",0.62142362296533,0.159314283366757,0.985868985125498,0.95,"median","qi","-82.146_24.438"
"151",151,"psi",0.646741656504066,0.190865906432585,0.987653927402086,0.95,"median","qi","-82.188_24.438"
"152",152,"psi",0.750242431782137,0.280393776470944,0.99168574167178,0.95,"median","qi","-82.188_24.479"
"153",153,"psi",0.600450741606562,0.160384371229093,0.983477338501576,0.95,"median","qi","-82.229_24.438"
"154",154,"psi",0.88330078733641,0.508784776570124,0.996732808215701,0.95,"median","qi","-82.271_24.521"
"155",155,"psi",0.715727235935349,0.264064854025011,0.990246260071515,0.95,"median","qi","-82.312_24.479"
"156",156,"psi",0.633291242234392,0.200320732226199,0.98535980300302,0.95,"median","qi","-82.396_24.438"
"157",157,"psi",0.578154311068177,0.184203957205898,0.979027188798524,0.95,"median","qi","-82.438_24.438"
"158",158,"psi",0.517474588489865,0.158242211783793,0.971360075465276,0.95,"median","qi","-82.479_24.438"
"159",159,"psi",0.48240685013378,0.137195757828787,0.965962217029836,0.95,"median","qi","-82.521_24.438"
"160",160,"psi",0.480865645000832,0.136435678294448,0.966435721096968,0.95,"median","qi","-82.562_24.438"
"161",161,"psi",0.455942584489179,0.118439015182126,0.965132320617681,0.95,"median","qi","-82.604_24.438"
"162",162,"psi",0.453652993639313,0.114512693201033,0.963227052019678,0.95,"median","qi","-82.604_24.479"
"163",163,"psi",0.649267618521329,0.243989301733599,0.979594142364538,0.95,"median","qi","-82.771_24.646"
"164",164,"psi",0.604779480894934,0.153942560110727,0.979416952063838,0.95,"median","qi","-82.771_24.688"
"165",165,"psi",0.542685111903259,0.180328205481625,0.965613819333577,0.95,"median","qi","-82.771_24.729"
"166",166,"psi",0.656930308275647,0.242804801645505,0.980381895752001,0.95,"median","qi","-82.812_24.646"
"167",167,"psi",0.818245728212453,0.437287534142464,0.991423675167599,0.95,"median","qi","-82.812_24.688"
"168",168,"psi",0.564314384965371,0.194025017578704,0.968010635462307,0.95,"median","qi","-82.812_24.729"
"169",169,"psi",0.608917015336666,0.261135654723456,0.971379038436992,0.95,"median","qi","-82.854_24.604"
"170",170,"psi",0.674072986027732,0.27902023321534,0.981000159470085,0.95,"median","qi","-82.854_24.646"
"171",171,"psi",0.717118103017765,0.32313343394448,0.984036386692134,0.95,"median","qi","-82.854_24.688"
"172",172,"psi",0.542910630359392,0.190976639566943,0.965081622135029,0.95,"median","qi","-82.854_24.729"
"173",173,"psi",0.513968226680546,0.156903659321752,0.96705344388445,0.95,"median","qi","-82.896_24.562"
"174",174,"psi",0.594752012255379,0.256683331707279,0.969063171283086,0.95,"median","qi","-82.896_24.604"
"175",175,"psi",0.65328083654796,0.287977298952594,0.976747364924647,0.95,"median","qi","-82.896_24.646"
"176",176,"psi",0.605394725811373,0.237342782953902,0.972336617154559,0.95,"median","qi","-82.896_24.688"
"177",177,"psi",0.519574258992604,0.17862948053095,0.960409755525027,0.95,"median","qi","-82.896_24.729"
"178",178,"psi",0.510385463254327,0.152579940357352,0.967088607903315,0.95,"median","qi","-82.938_24.562"
"179",179,"psi",0.570630648358106,0.243327696854413,0.965373317289594,0.95,"median","qi","-82.938_24.604"
"180",180,"psi",0.545401591849399,0.203517339090099,0.962538268116641,0.95,"median","qi","-82.938_24.646"
"181",181,"psi",0.554682957718021,0.194634546317435,0.964986855089888,0.95,"median","qi","-82.938_24.688"
"182",182,"psi",0.471212074418001,0.127864871818023,0.963194219942316,0.95,"median","qi","-82.979_24.562"
"183",183,"psi",0.555069704084808,0.206152996789534,0.969017490511877,0.95,"median","qi","-82.979_24.604"
"184",184,"psi",0.518916898810619,0.202850810469359,0.956738924543347,0.95,"median","qi","-82.979_24.646"
"185",185,"psi",0.454007519835019,0.152580177582346,0.944428873137519,0.95,"median","qi","-82.979_24.688"
"186",186,"psi",0.439661201298183,0.140634406080552,0.942438832466659,0.95,"median","qi","-82.979_24.729"
"187",187,"psi",0.561141976093848,0.149845113341319,0.976163001337982,0.95,"median","qi","-83.021_24.604"
"188",188,"psi",0.526631242712158,0.192055423891366,0.962394804572308,0.95,"median","qi","-83.021_24.646"
"189",189,"psi",0.45858142121316,0.158471807237466,0.945297621598511,0.95,"median","qi","-83.021_24.688"
"190",190,"psi",0.483391691335776,0.148137168011997,0.962551808784911,0.95,"median","qi","-83.062_24.562"
"191",191,"psi",0.49530511985975,0.163949074989583,0.959795340236955,0.95,"median","qi","-83.062_24.604"
"192",192,"psi",0.537858875679029,0.200028503780347,0.965845751947875,0.95,"median","qi","-83.062_24.646"
"193",193,"psi",0.48130608533237,0.166692501372765,0.951799114493463,0.95,"median","qi","-83.062_24.688"
"194",194,"psi",0.501322559752669,0.157177022968811,0.963098053375806,0.95,"median","qi","-83.104_24.604"
"195",195,"psi",0.524671188304674,0.180442651703925,0.964000163603879,0.95,"median","qi","-83.104_24.646"
"196",196,"psi",0.355934297047843,0.0606816864958058,0.967711343237658,0.95,"median","qi","-65.188_18.271"
"197",197,"psi",0.43975192661019,0.0860305070174204,0.977176456081078,0.95,"median","qi","-65.229_18.271"
"198",198,"psi",0.332532915690533,0.0550404851478959,0.963031972259153,0.95,"median","qi","-65.229_18.312"
"199",199,"psi",0.256131935427669,0.0306717537157016,0.952302179639596,0.95,"median","qi","-65.271_18.146"
"200",200,"psi",0.489902207832587,0.101219515790182,0.982587827356614,0.95,"median","qi","-65.271_18.271"
"201",201,"psi",0.268252852532264,0.0397451059849457,0.950067009658996,0.95,"median","qi","-65.271_18.354"
"202",202,"psi",0.287633965509811,0.0359259446568428,0.958577720156775,0.95,"median","qi","-65.312_18.104"
"203",203,"psi",0.263294634787079,0.0360150132594469,0.951039593695441,0.95,"median","qi","-65.312_18.146"
"204",204,"psi",0.474620806778384,0.0952920991737177,0.981709573679108,0.95,"median","qi","-65.312_18.271"
"205",205,"psi",0.392650879617141,0.0723034342848691,0.971882360343326,0.95,"median","qi","-65.312_18.312"
"206",206,"psi",0.297842704413783,0.0455018237795996,0.958125958391585,0.95,"median","qi","-65.312_18.354"
"207",207,"psi",0.333942598123775,0.0436833838737654,0.967558763768468,0.95,"median","qi","-65.354_18.104"
"208",208,"psi",0.41380164315656,0.0428275899939006,0.977845049262244,0.95,"median","qi","-65.354_18.146"
"209",209,"psi",0.363027831921479,0.0617818068583688,0.970022329478223,0.95,"median","qi","-65.354_18.229"
"210",210,"psi",0.418425976415771,0.0800250965395803,0.974815040200978,0.95,"median","qi","-65.354_18.312"
"211",211,"psi",0.408878448883293,0.0732116213113552,0.973576139490565,0.95,"median","qi","-65.354_18.354"
"212",212,"psi",0.277347229756288,0.0366623481735093,0.956752472438288,0.95,"median","qi","-65.396_18.062"
"213",213,"psi",0.531399726427562,0.0955310614847667,0.984205345552379,0.95,"median","qi","-65.396_18.104"
"214",214,"psi",0.348774847919124,0.06332449863821,0.965243379214509,0.95,"median","qi","-65.396_18.229"
"215",215,"psi",0.467798761229405,0.0795979930685314,0.980646326881242,0.95,"median","qi","-65.438_18.104"
"216",216,"psi",0.36177157135242,0.0560255316843286,0.964703245509179,0.95,"median","qi","-65.438_18.188"
"217",217,"psi",0.375939944601272,0.0632296398883874,0.970611130833001,0.95,"median","qi","-65.438_18.354"
"218",218,"psi",0.295455656549073,0.0385478880592514,0.959980763945546,0.95,"median","qi","-65.479_18.062"
"219",219,"psi",0.843964491061107,0.325332415214545,0.996803675145277,0.95,"median","qi","-65.479_18.146"
"220",220,"psi",0.657410296247943,0.17058958559068,0.9894735902593,0.95,"median","qi","-65.479_18.188"
"221",221,"psi",0.694153214333437,0.213595191570626,0.992466791424667,0.95,"median","qi","-65.479_18.271"
"222",222,"psi",0.449074949974567,0.0869486053131544,0.977591083373935,0.95,"median","qi","-65.479_18.354"
"223",223,"psi",0.940340697422336,0.56741999935606,0.999005915787811,0.95,"median","qi","-65.521_18.146"
"224",224,"psi",0.94669891786862,0.440184914748499,0.999440962956485,0.95,"median","qi","-65.521_18.188"
"225",225,"psi",0.924936556882607,0.564130441978012,0.998753431529031,0.95,"median","qi","-65.521_18.271"
"226",226,"psi",0.543840030349344,0.124080837164108,0.985193010877333,0.95,"median","qi","-65.521_18.354"
"227",227,"psi",0.302173463288749,0.0390489232955118,0.962029257793757,0.95,"median","qi","-65.562_18.062"
"228",228,"psi",0.725792827285281,0.210373545119183,0.99411787044088,0.95,"median","qi","-65.562_18.104"
"229",229,"psi",0.742640636076149,0.245406586587375,0.994223223191585,0.95,"median","qi","-65.562_18.354"
"230",230,"psi",0.366764971680641,0.062851288761209,0.968104387756527,0.95,"median","qi","-65.562_18.396"
"231",231,"psi",0.640718160236881,0.149121755466345,0.990968545479251,0.95,"median","qi","-65.604_18.104"
"232",232,"psi",0.942134304972595,0.575943443786938,0.999087527914541,0.95,"median","qi","-65.604_18.188"
"233",233,"psi",0.990974499460416,0.870042138703702,0.999897534245105,0.95,"median","qi","-65.604_18.271"
"234",234,"psi",0.917879448741402,0.521943277013822,0.998547607369554,0.95,"median","qi","-65.604_18.354"
"235",235,"psi",0.557449261800797,0.109204679512892,0.987155415367592,0.95,"median","qi","-65.646_18.104"
"236",236,"psi",0.871466888138802,0.387543947550864,0.997754873748062,0.95,"median","qi","-65.646_18.146"
"237",237,"psi",0.953107773911646,0.62309701662337,0.999289533626498,0.95,"median","qi","-65.646_18.188"
"238",238,"psi",0.626352499280735,0.147916105493254,0.990392412254524,0.95,"median","qi","-65.688_18.104"
"239",239,"psi",0.89799151729925,0.449323024433854,0.998321123669625,0.95,"median","qi","-65.688_18.146"
"240",240,"psi",0.800861060399986,0.291486762017671,0.996136526247182,0.95,"median","qi","-65.729_18.104"
"241",241,"psi",0.693499853109176,0.150683800671177,0.993845611963103,0.95,"median","qi","-65.812_18.062"
"242",242,"psi",0.372029778954804,0.0383713814784133,0.976157435200441,0.95,"median","qi","-65.604_18.396"
"243",243,"psi",0.571171351534256,0.0833926200990655,0.990140770298405,0.95,"median","qi","-65.646_18.396"
"244",244,"psi",0.487638050574645,0.0621689224604129,0.986027973663538,0.95,"median","qi","-65.688_18.396"
"245",245,"psi",0.5415566103374,0.0826903589397872,0.987356016719297,0.95,"median","qi","-65.729_18.396"
"246",246,"psi",0.137275779868511,0.000366967200818633,0.995401564013766,0.95,"median","qi","-66.021_18.438"
"247",247,"psi",0.161943343554315,0.0119552820048924,0.918953174149739,0.95,"median","qi","-66.021_18.479"
"248",248,"psi",0.193012721110201,0.015261009299913,0.93497542198908,0.95,"median","qi","-66.062_18.479"
"249",249,"psi",0.200695251749647,0.015886444662723,0.938387943234347,0.95,"median","qi","-66.229_18.479"
"250",250,"psi",0.124014847454944,0.00722600666456066,0.902485704035802,0.95,"median","qi","-66.312_18.479"
"251",251,"psi",0.0951464307902431,0.00394210813668054,0.843734285916296,0.95,"median","qi","-66.396_18.479"
"252",252,"psi",0.115483310709873,0.00521828317918661,0.907945081417797,0.95,"median","qi","-66.438_18.479"
"253",253,"psi",0.141396808886371,0.00814305812472194,0.886104301985254,0.95,"median","qi","-66.604_18.479"
"254",254,"psi",0.229268257294514,0.00781382210820207,0.969395182148281,0.95,"median","qi","-66.896_18.479"
"255",255,"psi",0.262710487855577,0.00611499514390564,0.982713673398844,0.95,"median","qi","-66.938_18.479"
"256",256,"psi",0.203058734285974,0.0161506779731324,0.937465792480399,0.95,"median","qi","-67.104_18.521"
"257",257,"psi",0.175127482919081,0.0148066056207645,0.886716318850925,0.95,"median","qi","-67.146_18.479"
"258",258,"psi",0.19901530457254,0.0160348578317717,0.931987418344444,0.95,"median","qi","-67.146_18.521"
