Information and diagnostics 
=========================== 
Total iter:                       130000 
Burn-in:                          50009 
Thin:                             10 
Num chains:                       3 
Max Rhat:                         1.01 
Min n.eff:                        1248 


Model summary 
============= 
                mean     sd    2.5%     50%   97.5% Rhat n.eff
alpha[1]       1.251  1.081  -0.258   1.045   3.809 1.00  2417
alpha[2]       0.022  1.235  -2.656   0.103   2.478 1.00  6219
alpha[3]       0.842  1.077  -0.882   0.666   3.439 1.00  4202
alpha[4]       0.037  0.870  -1.564   0.023   1.896 1.00  5261
alpha[5]       0.912  1.103  -0.858   0.729   3.553 1.00  4229
alpha[6]       0.774  0.981  -0.787   0.624   3.181 1.00  5490
alpha[7]       0.180  0.650  -1.059   0.164   1.535 1.00 10336
alpha[8]      -0.807  0.981  -2.753  -0.792   0.928 1.00  2145
alpha[9]       0.040  0.791  -1.506   0.045   1.666 1.00  8144
alpha[10]      0.386  1.012  -1.546   0.342   2.645 1.00 11044
alpha[11]      0.183  0.936  -1.581   0.161   2.235 1.00  8688
alpha[12]      0.328  1.081  -1.772   0.288   2.741 1.00 10716
alpha[13]      0.283  1.021  -1.686   0.249   2.565 1.00 11082
alpha[14]      0.850  1.143  -0.924   0.648   3.646 1.00  4147
alpha[15]      0.210  1.137  -2.102   0.220   2.617 1.00  9706
alpha[16]      0.492  1.060  -1.457   0.407   2.884 1.00 10937
alpha[17]      1.573  1.276  -0.202   1.334   4.636 1.00  1828
alpha[18]      0.268  0.867  -1.269   0.214   2.227 1.00  7573
alpha[19]      1.466  1.292  -0.316   1.195   4.618 1.00  2261
alpha[20]      0.672  1.123  -1.249   0.525   3.334 1.00  5227
alpha[21]      0.490  0.770  -0.844   0.413   2.247 1.00  7483
alpha[22]      0.963  1.056  -0.669   0.782   3.511 1.00  3688
alpha[23]      0.518  1.098  -1.450   0.416   3.089 1.00  9382
alpha[24]      0.687  1.109  -1.187   0.540   3.345 1.00  6433
alpha[25]      0.529  0.802  -0.828   0.446   2.393 1.00  6654
alpha[26]      1.575  1.186  -0.092   1.374   4.349 1.00  2088
alpha[27]      1.327  1.061  -0.168   1.128   3.908 1.00  2388
alpha[28]      0.167  0.882  -1.519   0.155   2.077 1.00 10665
alpha[29]      0.107  0.871  -1.482   0.085   1.994 1.00  7770
alpha[30]      1.287  1.182  -0.399   1.052   4.156 1.00  2198
alpha[31]      0.602  0.838  -0.753   0.488   2.630 1.00  6130
alpha[32]      0.961  1.135  -0.680   0.725   3.799 1.00  3146
beta[1]       -0.940  0.549  -2.104  -0.916   0.060 1.00  7525
beta[2]        1.871  0.603   0.757   1.846   3.112 1.00  6558
beta[3]       -0.305  0.455  -1.155  -0.317   0.641 1.00  9352
beta[4]        0.071  0.468  -0.852   0.065   1.000 1.00 10391
