"","group","i",".variable",".value",".lower",".upper",".width",".point",".interval","JURISDICTION"
"28","STT_STJ_offshore",28,"alpha",-0.640205553147782,-2.46752755546244,1.31281091589218,0.95,"median","qi","USVI"
"29","STX",29,"alpha",0.0197310281725015,-2.00758488501548,3.71000074993452,0.95,"median","qi","USVI"
"30","SWPRICO",30,"alpha",1.84801549317994,-0.682639024291831,6.53974638927936,0.95,"median","qi","PRICO"
"31","Tortugas",31,"alpha",1.07548253024806,-1.26950473662729,5.0215394415123,0.95,"median","qi","FLORIDA"
"32","Tutuila",32,"alpha",1.13912417085603,-0.574078343964122,4.79205729308182,0.95,"median","qi","SAMOA"
"33","EPRICO",1,"alpha",0.691040981210533,-0.89189325729105,3.26847307779651,0.8,"median","qi","PRICO"
"34","French Frigate",2,"alpha",-0.577272096059905,-2.08403249020991,1.26780272723819,0.8,"median","qi","NWHI"
"35","Guam",3,"alpha",-2.20586187093744,-4.93480019871194,0.202842359585265,0.8,"median","qi","MARIAN"
"36","Hawaii",4,"alpha",-0.666359108501675,-1.88282714843465,1.39927934114555,0.8,"median","qi","MHI"
"37","Kahoolawe",5,"alpha",1.11660957482636,-0.534507579053485,3.64856437391709,0.8,"median","qi","MHI"
"38","Kauai",6,"alpha",-2.48229557997167,-5.2433461275503,-0.0820860075351375,0.8,"median","qi","MHI"
"39","Keys_lower",7,"alpha",-1.26559383536806,-2.48025697537041,-0.196400855247256,0.8,"median","qi","FLORIDA"
"40","Keys_middle",8,"alpha",-2.8799337152285,-4.1584643374459,-1.76016159186436,0.8,"median","qi","FLORIDA"
"41","Keys_upper",9,"alpha",-1.20189037907137,-2.72889992224683,0.793026833113558,0.8,"median","qi","FLORIDA"
"42","Kure",10,"alpha",-1.67738930061598,-4.75764238074581,0.847841086221659,0.8,"median","qi","NWHI"
"43","Lanai",11,"alpha",-0.508460270970241,-1.64065432600281,1.14434717183677,0.8,"median","qi","MHI"
"44","Lisianski",12,"alpha",-1.06118731551051,-3.86264356448237,2.13626712282151,0.8,"median","qi","NWHI"
"45","Manua_islands",13,"alpha",1.92067152975095,0.229279780334467,4.42472965315814,0.8,"median","qi","SAMOA"
"46","Marianas_lower",14,"alpha",-2.2176927056069,-4.90804480401237,0.232777888027932,0.8,"median","qi","MARIAN"
"47","Marianas_middle",15,"alpha",-1.31860947928822,-3.33866254277815,1.19695734377056,0.8,"median","qi","MARIAN"
"48","Marianas_upper",16,"alpha",0.649034358779539,-1.25080244724994,3.15086880801354,0.8,"median","qi","MARIAN"
"49","Maui",17,"alpha",0.421681368123479,-0.664329454051695,2.40300732240795,0.8,"median","qi","MHI"
"50","Molokai",18,"alpha",-1.02824429002314,-1.80949170179037,-0.267803625577499,0.8,"median","qi","MHI"
"51","Niihau",19,"alpha",-2.34136023572609,-5.02413660467748,-0.0478530194144155,0.8,"median","qi","MHI"
"52","NPRICO",20,"alpha",0.70808904818509,-1.16013085157095,3.59725404875138,0.8,"median","qi","PRICO"
"53","Oahu",21,"alpha",-1.83848454138536,-3.57372441063605,0.160145827466729,0.8,"median","qi","MHI"
"54","Pearl & Hermes",22,"alpha",-2.14167926018673,-5.81054321826422,1.16350284485939,0.8,"median","qi","NWHI"
"55","Rose",23,"alpha",-0.321534302068711,-2.29579447082262,2.26469023717231,0.8,"median","qi","SAMOA"
"56","Rota",24,"alpha",-1.52555055796013,-4.45815462802742,1.13594731918972,0.8,"median","qi","MARIAN"
"57","SEFCRI",25,"alpha",-2.77694781885539,-5.67805697561784,-0.306208119079053,0.8,"median","qi","FLORIDA"
"58","STJ",26,"alpha",2.6894494493429,0.847614967649531,5.25915404361807,0.8,"median","qi","USVI"
"59","STT",27,"alpha",2.99373426538651,1.22120434051562,5.59458120159304,0.8,"median","qi","USVI"
"60","STT_STJ_offshore",28,"alpha",-0.640205553147782,-1.81988763534315,0.594853517722005,0.8,"median","qi","USVI"
"61","STX",29,"alpha",0.0197310281725015,-1.33965835380573,1.957942220047,0.8,"median","qi","USVI"
"62","SWPRICO",30,"alpha",1.84801549317994,0.0420772731401389,4.56333573519421,0.8,"median","qi","PRICO"
"63","Tortugas",31,"alpha",1.07548253024806,-0.483414495011053,3.25952305816696,0.8,"median","qi","FLORIDA"
"64","Tutuila",32,"alpha",1.13912417085603,-0.0403460846941795,2.97880461656835,0.8,"median","qi","SAMOA"
