"","i",".variable",".value",".lower",".upper",".width",".point",".interval","cell_2.5"
"112",112,"psi",0.0486514359418286,0.000389241373214957,0.81370264591515,0.95,"median","qi","-80.021_26.854"
"113",113,"psi",0.0399907370904391,0.00031401085959785,0.771966239526607,0.95,"median","qi","-80.021_26.896"
"114",114,"psi",0.029912802427452,0.00023222150408939,0.708530349442871,0.95,"median","qi","-80.021_26.938"
"115",115,"psi",0.0336057163289322,0.000266270696265094,0.721577310645,0.95,"median","qi","-80.021_26.979"
"116",116,"psi",0.0475605956900197,0.0003766168505087,0.791861384532087,0.95,"median","qi","-80.021_27.062"
"117",117,"psi",0.0202478819019361,0.000158929698117726,0.583284862200351,0.95,"median","qi","-80.062_26.104"
"118",118,"psi",0.0183303276335128,0.000140519378061969,0.561860905667018,0.95,"median","qi","-80.062_26.146"
"119",119,"psi",0.0184574360825039,0.000146200098142281,0.564775264390802,0.95,"median","qi","-80.062_26.188"
"120",120,"psi",0.0200377555043082,0.000161568882599387,0.59016380563513,0.95,"median","qi","-80.062_26.229"
"121",121,"psi",0.0199866040079251,0.000165965635682348,0.608920265342405,0.95,"median","qi","-80.062_26.271"
"122",122,"psi",0.0267040159157967,0.000206030405528932,0.680523104107145,0.95,"median","qi","-80.062_26.312"
"123",123,"psi",0.0488729787739179,0.000395997219701385,0.801636589797581,0.95,"median","qi","-80.062_26.354"
"124",124,"psi",0.0750136067186921,0.000687614623103565,0.867830100089762,0.95,"median","qi","-80.062_26.396"
"125",125,"psi",0.104552888482157,0.00102883983653558,0.906300782726078,0.95,"median","qi","-80.062_26.438"
"126",126,"psi",0.186789848864158,0.00182006192623755,0.944965696431246,0.95,"median","qi","-80.062_26.979"
"127",127,"psi",0.0981845754519199,0.00086434367343744,0.903271119005075,0.95,"median","qi","-80.062_27.062"
"128",128,"psi",0.0828915779297247,0.000556237305652908,0.925235996135143,0.95,"median","qi","-80.062_27.104"
"129",129,"psi",0.148199619748037,0.000888335987358961,0.97161965766028,0.95,"median","qi","-80.062_27.146"
"130",130,"psi",0.0271143428941756,0.000212546857536589,0.639030005439982,0.95,"median","qi","-80.104_25.771"
"131",131,"psi",0.0290977363541293,0.00022879033479548,0.656466392790689,0.95,"median","qi","-80.104_25.812"
