"","i",".variable",".value",".lower",".upper",".width",".point",".interval","cell_2.5"
"565",565,"psi",0.44826391969086,0.299916318291028,0.641071785459769,0.5,"median","qi","-156.062_19.771"
"566",566,"psi",0.739749486903507,0.52237921074146,0.896374596620351,0.5,"median","qi","-156.521_20.521"
"567",567,"psi",0.708594016400134,0.485697128722346,0.881221254435924,0.5,"median","qi","-156.562_20.604"
"568",568,"psi",0.787964057810624,0.591649300106967,0.919375134325412,0.5,"median","qi","-156.604_20.604"
"569",569,"psi",0.909839657704482,0.747066047240764,0.974479464638025,0.5,"median","qi","-156.646_20.521"
"570",570,"psi",0.777588275564791,0.579412218821518,0.914542225696911,0.5,"median","qi","-156.646_20.562"
"571",571,"psi",0.922109514105037,0.780820376230347,0.977668359303446,0.5,"median","qi","-156.688_20.521"
"572",572,"psi",0.819574876687019,0.641153891477163,0.933341333624665,0.5,"median","qi","-156.688_20.562"
"573",573,"psi",0.0715862158449967,0.014437388557137,0.310549819679104,0.5,"median","qi","-159.271_22.146"
"574",574,"psi",0.067063673599409,0.0133385491863721,0.321069934872492,0.5,"median","qi","-159.312_21.938"
"575",575,"psi",0.0698165516678865,0.0159065729282841,0.3004445412686,0.5,"median","qi","-159.312_21.979"
"576",576,"psi",0.0888603195830088,0.0193391697420893,0.370117765538311,0.5,"median","qi","-159.312_22.062"
"577",577,"psi",0.151340805326041,0.0316660463565666,0.55104565195965,0.5,"median","qi","-159.354_21.938"
"578",578,"psi",0.107951433758941,0.0231648996124327,0.430545055279335,0.5,"median","qi","-159.396_21.896"
"579",579,"psi",0.0516449627605359,0.011236871400915,0.233743240469494,0.5,"median","qi","-159.438_21.854"
"580",580,"psi",0.0982468784919512,0.0203764062825342,0.406915275233622,0.5,"median","qi","-159.479_21.854"
"581",581,"psi",0.155405681894329,0.034936755268906,0.540429215195641,0.5,"median","qi","-159.479_21.896"
"582",582,"psi",0.0769847943644968,0.0156271466564527,0.354952042220233,0.5,"median","qi","-159.521_21.854"
"583",583,"psi",0.198232216978445,0.0472004817066633,0.604514720446358,0.5,"median","qi","-159.521_21.896"
"584",584,"psi",0.172437128347992,0.0403253718500174,0.566798543568915,0.5,"median","qi","-159.562_21.896"
"585",585,"psi",0.165988758140302,0.0420343775616645,0.531456383690578,0.5,"median","qi","-159.604_21.896"
"586",586,"psi",0.169686664380682,0.0424757897148152,0.547491212953835,0.5,"median","qi","-159.646_21.896"
"587",587,"psi",0.278165444632786,0.0727352071753696,0.707642567780783,0.5,"median","qi","-159.646_21.938"
"588",588,"psi",0.546061176732005,0.205536123932918,0.870233351130627,0.5,"median","qi","-159.646_22.188"
"589",589,"psi",0.268786634108832,0.0722779701016645,0.688085469802148,0.5,"median","qi","-159.688_21.938"
"590",590,"psi",0.266646317875073,0.0685875914068893,0.692913962757976,0.5,"median","qi","-159.688_22.188"
