"","group","i",".variable",".value",".lower",".upper",".width",".point",".interval","JURISDICTION"
"29","STX",29,"alpha",0.521339660479552,0.185088380265976,0.880139729859457,0.95,"median","qi","USVI"
"30","SWPRICO",30,"alpha",0.74120454199463,0.40155021532109,0.984579205167351,0.95,"median","qi","PRICO"
"31","Tortugas",31,"alpha",0.619521929874875,0.320197386050597,0.932783426629803,0.95,"median","qi","FLORIDA"
"32","Tutuila",32,"alpha",0.673816228244625,0.336174815296267,0.97810677971946,0.95,"median","qi","SAMOA"
"33","EPRICO",1,"alpha",0.739786287323264,0.52814206906966,0.934960630374089,0.8,"median","qi","PRICO"
"34","French Frigate",2,"alpha",0.525783136386237,0.185421270425467,0.797250467471436,0.8,"median","qi","NWHI"
"35","Guam",3,"alpha",0.66050091400445,0.426194411527822,0.901260144364842,0.8,"median","qi","MARIAN"
"36","Hawaii",4,"alpha",0.505781553320211,0.266102733462965,0.741461310864017,0.8,"median","qi","MHI"
"37","Kahoolawe",5,"alpha",0.674515391941036,0.439546009669796,0.909938459095466,0.8,"median","qi","MHI"
"38","Kauai",6,"alpha",0.651215352154423,0.431844896900925,0.880779428627255,0.8,"median","qi","MHI"
"39","Keys_lower",7,"alpha",0.540829221414521,0.349558657012446,0.726661911120804,0.8,"median","qi","FLORIDA"
"40","Keys_middle",8,"alpha",0.311828315508834,0.110110923038634,0.609459042983051,0.8,"median","qi","FLORIDA"
"41","Keys_upper",9,"alpha",0.511214683028238,0.282095359188064,0.724695864140338,0.8,"median","qi","FLORIDA"
"42","Kure",10,"alpha",0.584600865808969,0.313208830472024,0.830945629414247,0.8,"median","qi","NWHI"
"43","Lanai",11,"alpha",0.540117361932302,0.281098044519187,0.781019328721921,0.8,"median","qi","MHI"
"44","Lisianski",12,"alpha",0.571561713180034,0.281743923604143,0.832634017011177,0.8,"median","qi","NWHI"
"45","Manua_islands",13,"alpha",0.561985799390121,0.287705586579873,0.813674694753755,0.8,"median","qi","SAMOA"
"46","Marianas_lower",14,"alpha",0.656663093122971,0.414780157080308,0.909504802535193,0.8,"median","qi","MARIAN"
"47","Marianas_middle",15,"alpha",0.554777661359597,0.239757805425363,0.818008298244816,0.8,"median","qi","MARIAN"
"48","Marianas_upper",16,"alpha",0.600457865733854,0.335368771665358,0.856114598392233,0.8,"median","qi","MARIAN"
"49","Maui",17,"alpha",0.791542788802828,0.548565695309613,0.964345861759567,0.8,"median","qi","MHI"
"50","Molokai",18,"alpha",0.553240745129975,0.325856332077496,0.786717359330458,0.8,"median","qi","MHI"
"51","Niihau",19,"alpha",0.767629626443587,0.526967429698696,0.961847910732426,0.8,"median","qi","MHI"
"52","NPRICO",20,"alpha",0.62842406568308,0.366754695798221,0.889353168470138,0.8,"median","qi","PRICO"
"53","Oahu",21,"alpha",0.601737899662181,0.40662155575471,0.80697735060251,0.8,"median","qi","MHI"
"54","Pearl & Hermes",22,"alpha",0.686081957086804,0.464606783431229,0.910816644611874,0.8,"median","qi","NWHI"
"55","Rose",23,"alpha",0.602533200929914,0.330919317731094,0.865460016134981,0.8,"median","qi","SAMOA"
"56","Rota",24,"alpha",0.631843505824286,0.378804330967362,0.888929059305122,0.8,"median","qi","MARIAN"
"57","SEFCRI",25,"alpha",0.609758674467738,0.4080143870344,0.821053647047016,0.8,"median","qi","FLORIDA"
"58","STJ",26,"alpha",0.797973431180369,0.566102210883086,0.959837506248505,0.8,"median","qi","USVI"
"59","STT",27,"alpha",0.755526011991814,0.547135499368494,0.939577038708416,0.8,"median","qi","USVI"
"60","STT_STJ_offshore",28,"alpha",0.53873141788022,0.291589787572305,0.76328059123288,0.8,"median","qi","USVI"
"61","STX",29,"alpha",0.521339660479552,0.281946802050683,0.754741639900882,0.8,"median","qi","USVI"
"62","SWPRICO",30,"alpha",0.74120454199463,0.511501663152733,0.94666796742687,0.8,"median","qi","PRICO"
"63","Tortugas",31,"alpha",0.619521929874875,0.42323288940325,0.836890066737782,0.8,"median","qi","FLORIDA"
"64","Tutuila",32,"alpha",0.673816228244625,0.452348243775423,0.919943055217139,0.8,"median","qi","SAMOA"
