"","i",".variable",".value",".lower",".upper",".width",".point",".interval","cell_2.5"
"100",100,"psi",0.141872016036621,0.00238705954362328,0.934525806007084,0.95,"median","qi","-80.396_25.062"
"101",101,"psi",0.0766190031094623,0.00110697141051833,0.788005545019299,0.95,"median","qi","-80.438_24.979"
"102",102,"psi",0.167320524789498,0.00272611583085106,0.941907698014716,0.95,"median","qi","-80.438_25.021"
"103",103,"psi",0.145889913900969,0.00256705648024619,0.91232098520827,0.95,"median","qi","-80.479_24.979"
"104",104,"psi",0.017134584787909,0.000155333117298025,0.746152778400605,0.95,"median","qi","-80.021_26.479"
"105",105,"psi",0.0216612143756263,0.00024625557772223,0.740444735681518,0.95,"median","qi","-80.021_26.521"
"106",106,"psi",0.0234012645669675,0.00029110755051026,0.734703490313402,0.95,"median","qi","-80.021_26.562"
"107",107,"psi",0.0216984631572621,0.00019954087717083,0.796231869743074,0.95,"median","qi","-80.021_26.604"
"108",108,"psi",0.0215384615332875,0.000205910293652282,0.80343508651779,0.95,"median","qi","-80.021_26.688"
"109",109,"psi",0.0271636868645129,0.000307501540352131,0.809681107644751,0.95,"median","qi","-80.021_26.729"
"110",110,"psi",0.0298690413693034,0.00035457647394814,0.822348899027214,0.95,"median","qi","-80.021_26.771"
"111",111,"psi",0.0307890282102731,0.000420593575974885,0.802655881533185,0.95,"median","qi","-80.021_26.812"
"112",112,"psi",0.0321113032997958,0.000496431641741165,0.766390670481034,0.95,"median","qi","-80.021_26.854"
"113",113,"psi",0.0328136057582696,0.000544838769557316,0.717228012920819,0.95,"median","qi","-80.021_26.896"
"114",114,"psi",0.0309319230457342,0.000509342338123937,0.677309540014716,0.95,"median","qi","-80.021_26.938"
"115",115,"psi",0.0342409651940152,0.000581236996797356,0.666337823545558,0.95,"median","qi","-80.021_26.979"
"116",116,"psi",0.0336516671169019,0.000558953390450798,0.719018346162545,0.95,"median","qi","-80.021_27.062"
"117",117,"psi",0.0382536860176072,0.000694325097842645,0.645670679059556,0.95,"median","qi","-80.062_26.104"
"118",118,"psi",0.038942610582408,0.000691490212805758,0.654648043512389,0.95,"median","qi","-80.062_26.146"
"119",119,"psi",0.0374445958063958,0.00064811515786933,0.674246544220135,0.95,"median","qi","-80.062_26.188"
"120",120,"psi",0.0360132841485578,0.000615687566066001,0.7000155233589,0.95,"median","qi","-80.062_26.229"
"121",121,"psi",0.0309206443683777,0.000457249536151528,0.746003609632093,0.95,"median","qi","-80.062_26.271"
"122",122,"psi",0.028393846890982,0.000441135174455787,0.710880236834027,0.95,"median","qi","-80.062_26.312"
"123",123,"psi",0.0344725322336933,0.000554162520522904,0.766839708505415,0.95,"median","qi","-80.062_26.354"
"124",124,"psi",0.0427609668600367,0.000646315045196354,0.827274716805774,0.95,"median","qi","-80.062_26.396"
"125",125,"psi",0.0504440864617195,0.000771874430460724,0.853440276227294,0.95,"median","qi","-80.062_26.438"
"126",126,"psi",0.0615182068240116,0.00106352809068726,0.828453842751205,0.95,"median","qi","-80.062_26.979"
"127",127,"psi",0.0386681581389943,0.000609488933162168,0.819242699991943,0.95,"median","qi","-80.062_27.062"
"128",128,"psi",0.018827369937019,0.000131741087867999,0.873076840842196,0.95,"median","qi","-80.062_27.104"
"129",129,"psi",0.0182953781626045,7.01229869941778e-05,0.937612557706628,0.95,"median","qi","-80.062_27.146"
"130",130,"psi",0.044483086734322,0.000805473011947447,0.645117554087086,0.95,"median","qi","-80.104_25.771"
"131",131,"psi",0.0425162768978635,0.000785939112118635,0.65702151759661,0.95,"median","qi","-80.104_25.812"
"132",132,"psi",0.0374087237032883,0.000698155869868839,0.66392001521707,0.95,"median","qi","-80.104_25.854"
"133",133,"psi",0.0364651013592057,0.000677910743280414,0.682030706551801,0.95,"median","qi","-80.104_25.896"
"134",134,"psi",0.040523006323102,0.000737941635834922,0.672925098374441,0.95,"median","qi","-80.104_25.938"
"135",135,"psi",0.0457175832018016,0.000865883639869032,0.712515530612657,0.95,"median","qi","-80.104_25.979"
"136",136,"psi",0.0461755561304771,0.000870160078116131,0.76445657192741,0.95,"median","qi","-80.104_26.021"
"137",137,"psi",0.0464930286402916,0.000852634122048873,0.794809542365948,0.95,"median","qi","-80.104_26.062"
"138",138,"psi",0.0597206614066314,0.00117150195376026,0.822444922346254,0.95,"median","qi","-80.104_26.104"
"139",139,"psi",0.0727385602963682,0.0014550141222855,0.846727233858635,0.95,"median","qi","-80.104_26.146"
"140",140,"psi",0.0810946337119026,0.00156262586410628,0.867974242366895,0.95,"median","qi","-80.104_26.188"
"141",141,"psi",0.0922525639464876,0.00169966780969549,0.895822760575734,0.95,"median","qi","-80.104_26.229"
"142",142,"psi",0.0360616906230247,0.000324632923577624,0.918808288354876,0.95,"median","qi","-80.104_27.104"
"143",143,"psi",0.132843955242446,0.000764584501168588,0.985170181985162,0.95,"median","qi","-80.146_27.104"
"144",144,"psi",0.0752271174301821,0.000489058712666999,0.972924806928341,0.95,"median","qi","-80.146_27.146"
"145",145,"psi",0.262855403352459,0.033168703959683,0.964817392459855,0.95,"median","qi","-82.021_24.438"
"146",146,"psi",0.382054971736365,0.0526229651629787,0.984322382179928,0.95,"median","qi","-82.021_24.479"
"147",147,"psi",0.296490948797925,0.0419676848363964,0.969397282548058,0.95,"median","qi","-82.062_24.438"
"148",148,"psi",0.315546533090763,0.0464910329308195,0.972344086008921,0.95,"median","qi","-82.104_24.438"
"149",149,"psi",0.514695672431992,0.0805421917971796,0.991011091284212,0.95,"median","qi","-82.104_24.479"
"150",150,"psi",0.250212697220481,0.0307723713655542,0.961501010421522,0.95,"median","qi","-82.146_24.438"
"151",151,"psi",0.356615894969381,0.0584772108096775,0.977135473800604,0.95,"median","qi","-82.188_24.438"
"152",152,"psi",0.273207446870367,0.0330367389981393,0.972927412763692,0.95,"median","qi","-82.188_24.479"
"153",153,"psi",0.247847568616556,0.0307502969395853,0.963143853496833,0.95,"median","qi","-82.229_24.438"
"154",154,"psi",0.374711551291712,0.0469368307073756,0.98590191450868,0.95,"median","qi","-82.271_24.521"
"155",155,"psi",0.383597494709677,0.0552303975470678,0.983733779578511,0.95,"median","qi","-82.312_24.479"
"156",156,"psi",0.38249285969458,0.0562522786933358,0.981548719139108,0.95,"median","qi","-82.396_24.438"
"157",157,"psi",0.354789990192555,0.0518366190677145,0.977997399301059,0.95,"median","qi","-82.438_24.438"
"158",158,"psi",0.333339852374749,0.0477303445522494,0.974857908125561,0.95,"median","qi","-82.479_24.438"
"159",159,"psi",0.32949907208012,0.0466258613557142,0.97277949606744,0.95,"median","qi","-82.521_24.438"
"160",160,"psi",0.332502953437682,0.0471280311055988,0.973076126926136,0.95,"median","qi","-82.562_24.438"
"161",161,"psi",0.33101259862591,0.0467613663504291,0.973837481513287,0.95,"median","qi","-82.604_24.438"
"162",162,"psi",0.325219597201384,0.044561188633756,0.974140742336778,0.95,"median","qi","-82.604_24.479"
"163",163,"psi",0.270693837140257,0.0290959475964512,0.967636196147227,0.95,"median","qi","-82.771_24.646"
"164",164,"psi",0.319122793573455,0.0315802708389714,0.97395577356902,0.95,"median","qi","-82.771_24.688"
"165",165,"psi",0.188889903263976,0.0168859658490093,0.953242175749264,0.95,"median","qi","-82.771_24.729"
"166",166,"psi",0.295351720277343,0.0333257638959071,0.970395039537261,0.95,"median","qi","-82.812_24.646"
"167",167,"psi",0.329234419584731,0.0323463726753279,0.979392610663645,0.95,"median","qi","-82.812_24.688"
"168",168,"psi",0.202420947431259,0.0183041589940813,0.955038947583031,0.95,"median","qi","-82.812_24.729"
"169",169,"psi",0.235627600865251,0.0257188290107203,0.961073095940214,0.95,"median","qi","-82.854_24.604"
"170",170,"psi",0.267959904486914,0.0284868048064533,0.969759820920424,0.95,"median","qi","-82.854_24.646"
"171",171,"psi",0.273097769124072,0.0275996991635526,0.972002995585753,0.95,"median","qi","-82.854_24.688"
"172",172,"psi",0.231355991193894,0.0238004536676843,0.959428101534768,0.95,"median","qi","-82.854_24.729"
"173",173,"psi",0.278094179049154,0.0348868112281904,0.966500325899816,0.95,"median","qi","-82.896_24.562"
"174",174,"psi",0.238713508982063,0.0269415171906964,0.96079476278358,0.95,"median","qi","-82.896_24.604"
"175",175,"psi",0.249738832174135,0.0267557828113791,0.965802831562204,0.95,"median","qi","-82.896_24.646"
"176",176,"psi",0.254583475905179,0.0265938232415113,0.96232765843471,0.95,"median","qi","-82.896_24.688"
"177",177,"psi",0.215427312510356,0.0217237697724853,0.955732637043278,0.95,"median","qi","-82.896_24.729"
"178",178,"psi",0.288973580119574,0.0367694016666898,0.967292776362719,0.95,"median","qi","-82.938_24.562"
"179",179,"psi",0.255943973129358,0.0307593213648731,0.962681834891171,0.95,"median","qi","-82.938_24.604"
"180",180,"psi",0.23189616885145,0.0231716819339371,0.957015969029677,0.95,"median","qi","-82.938_24.646"
"181",181,"psi",0.254181963662625,0.0269449545719994,0.960011735203119,0.95,"median","qi","-82.938_24.688"
"182",182,"psi",0.310298547229601,0.0452263512685848,0.969112194315113,0.95,"median","qi","-82.979_24.562"
"183",183,"psi",0.297449784729152,0.0413006852337362,0.970725143035103,0.95,"median","qi","-82.979_24.604"
"184",184,"psi",0.229864881560957,0.025646619409971,0.954897879047224,0.95,"median","qi","-82.979_24.646"
"185",185,"psi",0.183122491431581,0.0167566246829775,0.941906979655678,0.95,"median","qi","-82.979_24.688"
"186",186,"psi",0.166541486776378,0.0142422780046292,0.939450180822692,0.95,"median","qi","-82.979_24.729"
"187",187,"psi",0.389532200768971,0.0554942664060307,0.979989080425968,0.95,"median","qi","-83.021_24.604"
"188",188,"psi",0.294893884201559,0.0403271869248382,0.968001492223074,0.95,"median","qi","-83.021_24.646"
"189",189,"psi",0.201442356719211,0.0200746748260667,0.945278404387734,0.95,"median","qi","-83.021_24.688"
"190",190,"psi",0.308893603567525,0.0432332121097336,0.971922666280135,0.95,"median","qi","-83.062_24.562"
"191",191,"psi",0.245463774091198,0.0297353169633708,0.964243587869894,0.95,"median","qi","-83.062_24.604"
"192",192,"psi",0.3055065171821,0.0433099797819169,0.969368925264697,0.95,"median","qi","-83.062_24.646"
"193",193,"psi",0.257496976298229,0.0319538625917751,0.956926370808704,0.95,"median","qi","-83.062_24.688"
"194",194,"psi",0.303442615230607,0.0421716439828145,0.971893236810992,0.95,"median","qi","-83.104_24.604"
"195",195,"psi",0.289941519210323,0.0404994122100915,0.967811564488306,0.95,"median","qi","-83.104_24.646"
"196",196,"psi",0.103218571449588,0.00143894740629245,0.851986218387993,0.95,"median","qi","-65.188_18.271"
"197",197,"psi",0.117264494852134,0.00162337408963516,0.872675839695111,0.95,"median","qi","-65.229_18.271"
"198",198,"psi",0.0940065860969784,0.00128844563360999,0.846741742239805,0.95,"median","qi","-65.229_18.312"
"199",199,"psi",0.0952529664774902,0.00108110328954221,0.851983970795868,0.95,"median","qi","-65.271_18.146"
"200",200,"psi",0.110662804955546,0.00157072890420202,0.871436840476515,0.95,"median","qi","-65.271_18.271"
"201",201,"psi",0.0823373852340961,0.00111583729638189,0.825740980159105,0.95,"median","qi","-65.271_18.354"
"202",202,"psi",0.0907621608621927,0.000959327436392622,0.843342509719501,0.95,"median","qi","-65.312_18.104"
"203",203,"psi",0.123289677220088,0.00158824352090201,0.846203080292682,0.95,"median","qi","-65.312_18.146"
"204",204,"psi",0.109097918679618,0.00155382163336351,0.869352040251666,0.95,"median","qi","-65.312_18.271"
"205",205,"psi",0.083579105400438,0.00111540835929144,0.834565858576748,0.95,"median","qi","-65.312_18.312"
"206",206,"psi",0.0769730655966041,0.00102087248619819,0.819008502422553,0.95,"median","qi","-65.312_18.354"
"207",207,"psi",0.0912720322749655,0.000967132104362761,0.842697814071436,0.95,"median","qi","-65.354_18.104"
"208",208,"psi",0.0915579277965221,0.00122175548012665,0.793894534298185,0.95,"median","qi","-65.354_18.146"
"209",209,"psi",0.0823072321781222,0.0011060354480069,0.833484708079461,0.95,"median","qi","-65.354_18.229"
"210",210,"psi",0.0841487901615635,0.00112050293673101,0.836966161229614,0.95,"median","qi","-65.354_18.312"
"211",211,"psi",0.0787738020001428,0.00104232893113072,0.827312208073928,0.95,"median","qi","-65.354_18.354"
"212",212,"psi",0.124816644171416,0.00150968141717568,0.849031471420106,0.95,"median","qi","-65.396_18.062"
"213",213,"psi",0.0889921296254425,0.00113549383403689,0.797093354743995,0.95,"median","qi","-65.396_18.104"
"214",214,"psi",0.0800912482296075,0.00107324067524296,0.818309107981609,0.95,"median","qi","-65.396_18.229"
"215",215,"psi",0.123184677378989,0.00156204823046926,0.852724128160478,0.95,"median","qi","-65.438_18.104"
"216",216,"psi",0.0856461364303478,0.00104533279775468,0.785846435992544,0.95,"median","qi","-65.438_18.188"
"217",217,"psi",0.072233355494622,0.000926124374531587,0.815168728573039,0.95,"median","qi","-65.438_18.354"
"218",218,"psi",0.116741556920458,0.00136929036823293,0.84135690484919,0.95,"median","qi","-65.479_18.062"
"219",219,"psi",0.0865900022283982,0.00110069256143801,0.803563863410296,0.95,"median","qi","-65.479_18.146"
"220",220,"psi",0.0949862284076418,0.00113865789444954,0.808422859788978,0.95,"median","qi","-65.479_18.188"
"221",221,"psi",0.0755238789643853,0.00100994338870573,0.827402016399593,0.95,"median","qi","-65.479_18.271"
"222",222,"psi",0.0720148449388591,0.000947372654170826,0.813472203219045,0.95,"median","qi","-65.479_18.354"
"223",223,"psi",0.100744615123472,0.00128196226639098,0.831684842903533,0.95,"median","qi","-65.521_18.146"
"224",224,"psi",0.276544388654281,0.00356482028358047,0.949147285815677,0.95,"median","qi","-65.521_18.188"
"225",225,"psi",0.0915828302847996,0.00130559863160412,0.860134855701879,0.95,"median","qi","-65.521_18.271"
"226",226,"psi",0.0713167113897255,0.00094338687492891,0.814888282199992,0.95,"median","qi","-65.521_18.354"
"227",227,"psi",0.112397120416022,0.00129259539775051,0.836846684036967,0.95,"median","qi","-65.562_18.062"
"228",228,"psi",0.132514431762308,0.00157677302773508,0.875321964036571,0.95,"median","qi","-65.562_18.104"
"229",229,"psi",0.0731930045279456,0.000990747901397515,0.823336346116301,0.95,"median","qi","-65.562_18.354"
"230",230,"psi",0.0694323615793567,0.00093697843179462,0.807436851214285,0.95,"median","qi","-65.562_18.396"
"231",231,"psi",0.114124998808782,0.00123302129668309,0.862403723807013,0.95,"median","qi","-65.604_18.104"
"232",232,"psi",0.126285520760547,0.00140183920816102,0.879820506352637,0.95,"median","qi","-65.604_18.188"
"233",233,"psi",0.102582736878037,0.00155320705021744,0.87823676231046,0.95,"median","qi","-65.604_18.271"
"234",234,"psi",0.0685991143124201,0.000969901951219586,0.80813316409642,0.95,"median","qi","-65.604_18.354"
"235",235,"psi",0.108014222651788,0.00111762963656692,0.851350616275447,0.95,"median","qi","-65.646_18.104"
"236",236,"psi",0.131720736878489,0.00148322917675095,0.885249336043121,0.95,"median","qi","-65.646_18.146"
"237",237,"psi",0.126914355277508,0.00145416623170723,0.882142204246155,0.95,"median","qi","-65.646_18.188"
"238",238,"psi",0.108402909624458,0.00120470076512671,0.852794519915005,0.95,"median","qi","-65.688_18.104"
"239",239,"psi",0.12503273215916,0.0014383328936411,0.877596895831152,0.95,"median","qi","-65.688_18.146"
"240",240,"psi",0.110693372153656,0.00125557782003318,0.858021879587926,0.95,"median","qi","-65.729_18.104"
"241",241,"psi",0.0780431210999568,0.000814038977673902,0.833166778538954,0.95,"median","qi","-65.812_18.062"
"242",242,"psi",0.0973393478778948,0.0013972573170404,0.812567358786151,0.95,"median","qi","-65.604_18.396"
"243",243,"psi",0.102382241840103,0.00158005972346129,0.826736105429835,0.95,"median","qi","-65.646_18.396"
"244",244,"psi",0.0958160367767851,0.00151100315662951,0.825914463935276,0.95,"median","qi","-65.688_18.396"
"245",245,"psi",0.103100554441954,0.00165524886162776,0.84196527880841,0.95,"median","qi","-65.729_18.396"
"246",246,"psi",0.027243393965849,1.9468123135778e-05,0.986710974007833,0.95,"median","qi","-66.021_18.438"
"247",247,"psi",0.073553288978612,0.000887575248618756,0.756367771867361,0.95,"median","qi","-66.021_18.479"
"248",248,"psi",0.0739649629617017,0.000927438032395898,0.764335794571513,0.95,"median","qi","-66.062_18.479"
"249",249,"psi",0.0657554119471864,0.000801916800795476,0.799793853303944,0.95,"median","qi","-66.229_18.479"
"250",250,"psi",0.067553980464755,0.000781862438022657,0.769506876247327,0.95,"median","qi","-66.312_18.479"
"251",251,"psi",0.0282655656584599,0.000285484170380148,0.617407360210245,0.95,"median","qi","-66.396_18.479"
"252",252,"psi",0.0556654545262438,0.000598354716522929,0.748933389452303,0.95,"median","qi","-66.438_18.479"
"253",253,"psi",0.0731105090321172,0.000841757872673784,0.78306939801007,0.95,"median","qi","-66.604_18.479"
"254",254,"psi",0.0547359360623114,0.000606884406778506,0.703021061186722,0.95,"median","qi","-66.896_18.479"
"255",255,"psi",0.0603752661745106,0.000776279169457565,0.696751958349151,0.95,"median","qi","-66.938_18.479"
"256",256,"psi",0.136762685773284,0.00209012881620479,0.819853974196747,0.95,"median","qi","-67.104_18.521"
