"","group","i",".variable",".value",".lower",".upper",".width",".point",".interval","JURISDICTION"
"1","EPRICO",1,"eta",0.0252988998635663,0.000728168892408214,0.50279997747582,0.95,"median","qi","PRICO"
"2","French Frigate",2,"eta",0.508268084798463,0.259019249192081,0.777421569360865,0.95,"median","qi","NWHI"
"3","Guam",3,"eta",0.119400077733244,0.0278824868320539,0.593044801554038,0.95,"median","qi","MARIAN"
"4","Hawaii",4,"eta",0.233750200793719,0.126540792301427,0.384391361016324,0.95,"median","qi","MHI"
"5","Kahoolawe",5,"eta",0.506405606553462,0.174907715855332,0.849615928821542,0.95,"median","qi","MHI"
"6","Kauai",6,"eta",0.028144120106474,0.000941363222263832,0.498576837372362,0.95,"median","qi","MHI"
"7","Keys_lower",7,"eta",0.109451320139962,0.0211938900132671,0.380486362800144,0.95,"median","qi","FLORIDA"
"8","Keys_middle",8,"eta",0.13306682873437,0.0136926364980973,0.580307089680028,0.95,"median","qi","FLORIDA"
"9","Keys_upper",9,"eta",0.0245072966967172,0.000705914076556296,0.519582489183178,0.95,"median","qi","FLORIDA"
"10","Kure",10,"eta",0.0480825016882022,0.00133969046786865,0.692532701671847,0.95,"median","qi","NWHI"
"11","Lanai",11,"eta",0.207600525553875,0.111910135966881,0.355217968301485,0.95,"median","qi","MHI"
"12","Lisianski",12,"eta",0.307462622434283,0.0980985663392928,0.649165999162468,0.95,"median","qi","NWHI"
"13","Manua_islands",13,"eta",0.308043823283046,0.220863482654365,0.405521656569495,0.95,"median","qi","SAMOA"
"14","Marianas_lower",14,"eta",0.0618091877633328,0.0158593570670109,0.195874821309131,0.95,"median","qi","MARIAN"
"15","Marianas_middle",15,"eta",0.0344415342652653,0.00381550121746056,0.378537211619552,0.95,"median","qi","MARIAN"
"16","Marianas_upper",16,"eta",0.135869838994139,0.0666725732463274,0.234749452324106,0.95,"median","qi","MARIAN"
"17","Maui",17,"eta",0.485920193224593,0.336709859736678,0.633302545822932,0.95,"median","qi","MHI"
"18","Molokai",18,"eta",0.668106093957261,0.529697227294322,0.787787272922966,0.95,"median","qi","MHI"
"19","Niihau",19,"eta",0.0280939834813174,0.000929974324741313,0.569866904873453,0.95,"median","qi","MHI"
"20","NPRICO",20,"eta",0.0429386908972596,0.00117233788716399,0.603657763680474,0.95,"median","qi","PRICO"
"21","Oahu",21,"eta",0.0554059943574067,0.0170594017668997,0.170917311177154,0.95,"median","qi","MHI"
"22","Pearl & Hermes",22,"eta",0.0315201690058975,0.0010201572076706,0.52681830795539,0.95,"median","qi","NWHI"
"23","Rose",23,"eta",0.0782840975850354,0.014216264137771,0.260687332240673,0.95,"median","qi","SAMOA"
"24","Rota",24,"eta",0.0390178526410286,0.00113547623212558,0.623491004970701,0.95,"median","qi","MARIAN"
"25","SEFCRI",25,"eta",0.0386249387589191,0.000940100127217567,0.60198135411442,0.95,"median","qi","FLORIDA"
"26","STJ",26,"eta",0.0199468522998732,0.00393986698278086,0.0667243574724195,0.95,"median","qi","USVI"
"27","STT",27,"eta",0.032975399641428,0.000781592776027631,0.682467153690272,0.95,"median","qi","USVI"
"28","STT_STJ_offshore",28,"eta",0.0346283683592211,0.000993704832172888,0.604405133140475,0.95,"median","qi","USVI"
"29","STX",29,"eta",0.0174513588370921,0.00191953434352799,0.101194587978355,0.95,"median","qi","USVI"
"30","SWPRICO",30,"eta",0.0223413130398115,0.00461431040772539,0.100038238786548,0.95,"median","qi","PRICO"
"31","Tortugas",31,"eta",0.0275233572744067,0.00445938715357153,0.127928837598153,0.95,"median","qi","FLORIDA"
"32","Tutuila",32,"eta",0.267697792241087,0.190967226937333,0.356087844593031,0.95,"median","qi","SAMOA"
"33","EPRICO",1,"eta",0.0252988998635663,0.00282876111902317,0.208173861097804,0.8,"median","qi","PRICO"
"34","French Frigate",2,"eta",0.508268084798463,0.332539386115569,0.693282773174454,0.8,"median","qi","NWHI"
"35","Guam",3,"eta",0.119400077733244,0.0446777480079913,0.395850024155493,0.8,"median","qi","MARIAN"
"36","Hawaii",4,"eta",0.233750200793719,0.153492877943559,0.331580732891742,0.8,"median","qi","MHI"
"37","Kahoolawe",5,"eta",0.506405606553462,0.265146584335251,0.751173957488792,0.8,"median","qi","MHI"
"38","Kauai",6,"eta",0.028144120106474,0.00347679801870733,0.20707553123293,0.8,"median","qi","MHI"
"39","Keys_lower",7,"eta",0.109451320139962,0.0366393808126015,0.2697987937088,0.8,"median","qi","FLORIDA"
"40","Keys_middle",8,"eta",0.13306682873437,0.0308594728659331,0.408881166689015,0.8,"median","qi","FLORIDA"
"41","Keys_upper",9,"eta",0.0245072966967172,0.00268356186327111,0.205496579687219,0.8,"median","qi","FLORIDA"
"42","Kure",10,"eta",0.0480825016882022,0.00547596437697392,0.355324529930292,0.8,"median","qi","NWHI"
"43","Lanai",11,"eta",0.207600525553875,0.139885532382877,0.298816092905111,0.8,"median","qi","MHI"
"44","Lisianski",12,"eta",0.307462622434283,0.147218707841388,0.53151331405812,0.8,"median","qi","NWHI"
"45","Manua_islands",13,"eta",0.308043823283046,0.249522968903646,0.371936677473792,0.8,"median","qi","SAMOA"
"46","Marianas_lower",14,"eta",0.0618091877633328,0.0264384183079585,0.133786309652415,0.8,"median","qi","MARIAN"
"47","Marianas_middle",15,"eta",0.0344415342652653,0.00869789086685901,0.175172056000514,0.8,"median","qi","MARIAN"
"48","Marianas_upper",16,"eta",0.135869838994139,0.0872115792404009,0.197384066891711,0.8,"median","qi","MARIAN"
"49","Maui",17,"eta",0.485920193224593,0.38792271905635,0.584616955785849,0.8,"median","qi","MHI"
"50","Molokai",18,"eta",0.668106093957261,0.578414848376981,0.748427053694338,0.8,"median","qi","MHI"
"51","Niihau",19,"eta",0.0280939834813174,0.00333127139120658,0.224339392315703,0.8,"median","qi","MHI"
"52","NPRICO",20,"eta",0.0429386908972596,0.00489782644838148,0.297404490619759,0.8,"median","qi","PRICO"
"53","Oahu",21,"eta",0.0554059943574067,0.0260505622373563,0.118488312854391,0.8,"median","qi","MHI"
"54","Pearl & Hermes",22,"eta",0.0315201690058975,0.00391705298767084,0.224501674112067,0.8,"median","qi","NWHI"
"55","Rose",23,"eta",0.0782840975850354,0.0269584839043431,0.182953951640287,0.8,"median","qi","SAMOA"
"56","Rota",24,"eta",0.0390178526410286,0.00447339151914437,0.295941731184994,0.8,"median","qi","MARIAN"
"57","SEFCRI",25,"eta",0.0386249387589191,0.00385059188184253,0.288412693714986,0.8,"median","qi","FLORIDA"
"58","STJ",26,"eta",0.0199468522998732,0.00719593056898104,0.0466844728764284,0.8,"median","qi","USVI"
"59","STT",27,"eta",0.032975399641428,0.00308571922650994,0.323885158439844,0.8,"median","qi","USVI"
"60","STT_STJ_offshore",28,"eta",0.0346283683592211,0.00374886763455527,0.279235857977891,0.8,"median","qi","USVI"
"61","STX",29,"eta",0.0174513588370921,0.0045034840697567,0.0590845865954265,0.8,"median","qi","USVI"
"62","SWPRICO",30,"eta",0.0223413130398115,0.00819227938341042,0.0590744647695663,0.8,"median","qi","PRICO"
"63","Tortugas",31,"eta",0.0275233572744067,0.00873412775200658,0.0802182165236191,0.8,"median","qi","FLORIDA"
