Information and diagnostics 
=========================== 
Total iter:                       130000 
Burn-in:                          50009 
Thin:                             10 
Num chains:                       3 
Max Rhat:                         1.13 
Min n.eff:                        2864 


Model summary 
============= 
                mean     sd    2.5%     50%   97.5% Rhat n.eff
alpha[1]       0.886  1.539  -1.437   0.655   4.655 1.00  4866
alpha[2]       0.663  1.117  -1.098   0.539   3.251 1.00 10659
alpha[3]       0.097  1.790  -2.559  -0.201   4.407 1.00  4686
alpha[4]      -0.445  1.201  -2.438  -0.572   2.256 1.00  4414
alpha[5]       2.002  1.786  -0.873   1.782   6.087 1.00  7998
alpha[6]      -2.496  2.507  -7.332  -2.570   2.594 1.00  3556
alpha[7]      -2.085  0.811  -3.744  -2.066  -0.535 1.00  7334
alpha[8]      -3.421  0.818  -5.116  -3.398  -1.892 1.00  7111
alpha[9]      -1.036  1.448  -3.343  -1.208   2.435 1.00  5651
alpha[10]     -1.330  2.095  -5.861  -1.211   2.554 1.00 14320
alpha[11]     -0.104  1.480  -2.153  -0.365   3.624 1.00  5236
alpha[12]     -0.283  1.932  -3.364  -0.542   4.233 1.00  8635
alpha[13]      2.197  1.685  -0.451   1.971   6.135 1.00  8263
alpha[14]      0.543  1.773  -2.230   0.295   4.777 1.00  5984
alpha[15]     -1.269  2.095  -4.830  -1.476   3.422 1.00  6176
alpha[16]      1.913  1.709  -0.896   1.721   5.821 1.00  9654
alpha[17]      0.514  1.180  -1.141   0.318   3.402 1.00  6783
alpha[18]     -0.943  0.607  -2.176  -0.933   0.239 1.00 11684
alpha[19]     -2.502  2.439  -7.155  -2.613   2.512 1.00  4415
alpha[20]      0.833  1.578  -1.730   0.655   4.568 1.00  6999
alpha[21]     -2.035  1.715  -5.077  -2.163   1.750 1.00  3937
alpha[22]     -1.981  2.308  -6.646  -1.950   2.663 1.00  5360
alpha[23]     -1.986  2.342  -6.663  -1.989   2.766 1.00  9626
alpha[24]     -1.361  2.151  -5.890  -1.286   2.815 1.00 12899
alpha[25]     -2.082  1.901  -6.246  -1.939   1.283 1.00  8030
alpha[26]      1.978  1.626  -0.553   1.760   5.812 1.00 10047
alpha[27]      2.357  1.582  -0.061   2.124   6.141 1.00  9046
alpha[28]     -0.419  0.890  -2.162  -0.424   1.333 1.00 17613
alpha[29]      0.817  1.648  -1.687   0.563   4.880 1.00  5364
alpha[30]      2.093  1.720  -0.578   1.854   6.084 1.00  4743
alpha[31]      1.292  1.467  -0.935   1.089   4.800 1.00  4098
alpha[32]     -0.167  1.123  -1.877  -0.311   2.490 1.00 10805
beta[1]       -0.456  0.588  -1.642  -0.446   0.676 1.00  8189
beta[2]        1.895  0.514   0.931   1.879   2.951 1.00  9381
beta[3]       -0.335  0.490  -1.265  -0.345   0.669 1.00 11403
beta[4]       -0.119  0.571  -1.259  -0.115   0.987 1.00  6228
beta[5]       -0.159  0.555  -1.280  -0.155   0.908 1.00  7297
beta[6]        0.270  0.538  -0.746   0.249   1.364 1.00  9016
beta[7]        2.033  0.579   0.941   2.020   3.211 1.00  8058
beta[8]        1.390  0.564   0.316   1.376   2.549 1.00  9362
beta[9]       -0.121  0.530  -1.156  -0.124   0.935 1.00  7878
beta[10]      -0.376  0.543  -1.468  -0.371   0.679 1.00  8256
d.chi2b.data 487.155 72.746 364.463 480.373 647.832 1.00  5202
d.chi2b.sim  402.154 69.179 285.236 395.105 556.606 1.00  7406
d.ftd.data   104.717  9.622  86.166 104.515 124.136 1.00  5856
d.ftd.sim     99.494  9.027  82.243  99.387 117.489 1.00  7186
eta[1]        -2.776  0.512  -3.810  -2.767  -1.803 1.00 12868
eta[2]        -0.476  0.505  -1.422  -0.490   0.566 1.00 17218
eta[3]        -1.861  0.882  -3.380  -1.945   0.047 1.00  7710
eta[4]        -1.807  0.597  -2.976  -1.804  -0.665 1.00  7148
eta[5]        -1.607  0.684  -2.955  -1.607  -0.233 1.00 21216
eta[6]        -3.093  1.260  -5.537  -3.133  -0.558 1.00  6561
eta[7]        -0.879  0.348  -1.584  -0.872  -0.216 1.00 23939
eta[8]         0.160  0.526  -0.864   0.154   1.202 1.00 23586
eta[9]        -2.664  0.640  -3.943  -2.650  -1.439 1.00 11580
eta[10]       -2.316  1.241  -4.781  -2.307   0.145 1.00 20660
eta[11]       -1.952  0.594  -3.113  -1.953  -0.798 1.00 10694
eta[12]       -2.299  0.789  -3.830  -2.318  -0.703 1.00 14776
eta[13]       -2.834  0.504  -3.871  -2.817  -1.894 1.00 20749
eta[14]       -2.611  0.631  -3.889  -2.609  -1.401 1.00 13695
eta[15]       -2.779  1.051  -4.721  -2.842  -0.582 1.00  8710
eta[16]       -2.031  0.375  -2.800  -2.020  -1.329 1.00 23913
eta[17]       -1.464  0.396  -2.234  -1.459  -0.697 1.00 11653
eta[18]       -0.179  0.304  -0.772  -0.179   0.418 1.00 24123
eta[19]       -3.029  1.297  -5.513  -3.062  -0.423 1.00  7056
eta[20]       -1.902  0.603  -3.115  -1.898  -0.776 1.00 16554
eta[21]       -2.966  1.010  -4.955  -2.958  -1.028 1.00  6833
eta[22]       -2.822  1.210  -5.223  -2.814  -0.432 1.00  9258
eta[23]       -2.618  1.334  -5.187  -2.645  -0.002 1.00 14202
eta[24]       -2.386  1.232  -4.850  -2.379   0.046 1.00 17411
eta[25]       -2.479  1.278  -5.046  -2.464   0.012 1.00 15696
eta[26]       -2.936  0.288  -3.538  -2.923  -2.398 1.00 23668
eta[27]       -2.573  0.279  -3.141  -2.568  -2.049 1.00 24279
eta[28]       -0.485  0.514  -1.516  -0.478   0.504 1.00 20961
eta[29]       -2.900  0.489  -3.842  -2.903  -1.934 1.00 11074
eta[30]       -2.744  0.383  -3.492  -2.743  -1.986 1.00 11960
eta[31]       -2.224  0.361  -2.932  -2.222  -1.540 1.00 10244
eta[32]       -2.110  0.479  -3.072  -2.096  -1.222 1.00 16499
mu.alpha      -0.354  0.504  -1.321  -0.362   0.672 1.00  7182
mu.det        -2.067  0.281  -2.636  -2.061  -1.526 1.00  9157
p.chi2b        0.118  0.323   0.000   0.000   1.000 1.00 22092
p.ftd          0.205  0.403   0.000   0.000   1.000 1.00 22233
psi[1]         0.154  0.086   0.038   0.136   0.364 1.00 16483
psi[2]         0.273  0.117   0.090   0.257   0.536 1.00 19002
psi[3]         0.461  0.135   0.214   0.456   0.731 1.00 20920
psi[4]         0.862  0.083   0.654   0.878   0.973 1.00 16373
psi[5]         0.126  0.075   0.030   0.110   0.310 1.00 16336
psi[6]         0.605  0.130   0.344   0.610   0.842 1.00 21296
psi[7]         0.898  0.068   0.724   0.914   0.982 1.00 15523
psi[8]         0.154  0.084   0.040   0.138   0.357 1.00 17233
psi[9]         0.725  0.118   0.463   0.738   0.916 1.00 18050
psi[10]        0.229  0.104   0.072   0.213   0.467 1.00 19336
psi[11]        0.306  0.117   0.115   0.294   0.564 1.00 21423
psi[12]        0.793  0.103   0.554   0.808   0.946 1.00 17515
psi[13]        0.949  0.054   0.799   0.966   0.996 1.00 13380
psi[14]        0.454  0.131   0.218   0.449   0.722 1.00 22405
psi[15]        0.868  0.107   0.588   0.898   0.986 1.00 12583
psi[16]        0.134  0.078   0.032   0.119   0.325 1.00 16950
psi[17]        0.611  0.128   0.354   0.616   0.845 1.00 22764
psi[18]        0.831  0.092   0.613   0.847   0.961 1.00 18008
psi[19]        0.160  0.085   0.043   0.144   0.365 1.00 17635
psi[20]        0.631  0.128   0.370   0.637   0.860 1.00 22003
psi[21]        0.876  0.076   0.688   0.892   0.976 1.00 16514
psi[22]        0.197  0.095   0.058   0.181   0.419 1.00 18482
psi[23]        0.645  0.128   0.380   0.652   0.871 1.00 21006
psi[24]        0.222  0.101   0.069   0.206   0.458 1.00 18559
psi[25]        0.284  0.113   0.104   0.271   0.539 1.00 19843
psi[26]        0.100  0.063   0.022   0.086   0.257 1.00 14292
psi[27]        0.412  0.133   0.177   0.404   0.691 1.00 18091
psi[28]        0.109  0.066   0.025   0.095   0.274 1.00 14574
psi[29]        0.353  0.124   0.146   0.343   0.621 1.00 19174
psi[30]        0.106  0.064   0.024   0.093   0.266 1.00 13864
psi[31]        0.310  0.117   0.120   0.298   0.567 1.00 17643
psi[32]        0.784  0.106   0.537   0.799   0.944 1.00 17337
psi[33]        0.102  0.062   0.023   0.088   0.255 1.00 13568
psi[34]        0.283  0.113   0.104   0.270   0.536 1.00 17054
psi[35]        0.032  0.026   0.004   0.024   0.102 1.00 10208
psi[36]        0.066  0.045   0.012   0.054   0.182 1.00 11419
psi[37]        0.061  0.053   0.007   0.045   0.201 1.00 11111
psi[38]        0.301  0.136   0.085   0.286   0.600 1.00 13628
psi[39]        0.038  0.031   0.005   0.029   0.122 1.00 10427
psi[40]        0.127  0.078   0.027   0.110   0.326 1.00 14098
psi[41]        0.482  0.156   0.187   0.481   0.784 1.00 18135
psi[42]        0.067  0.047   0.012   0.055   0.188 1.00 11637
psi[43]        0.479  0.157   0.182   0.479   0.781 1.00 16676
psi[44]        0.037  0.029   0.005   0.029   0.114 1.00 10090
psi[45]        0.270  0.121   0.080   0.255   0.539 1.00 12943
psi[46]        0.084  0.053   0.017   0.072   0.219 1.00 11063
psi[47]        0.052  0.037   0.009   0.042   0.150 1.00 10508
psi[48]        0.037  0.030   0.005   0.029   0.116 1.00  9946
psi[49]        0.279  0.122   0.084   0.265   0.550 1.00 15012
psi[50]        0.060  0.043   0.010   0.049   0.172 1.00 10906
psi[51]        0.168  0.088   0.043   0.153   0.382 1.00 12043
psi[52]        0.036  0.029   0.005   0.029   0.112 1.00  9845
psi[53]        0.081  0.053   0.016   0.068   0.216 1.00 10778
psi[54]        0.567  0.159   0.243   0.575   0.847 1.00 14408
psi[55]        0.035  0.029   0.005   0.027   0.113 1.00 12990
